pos_lat (deg),pos_lon (deg),pos_alt (m)
3.019999999999999929e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.020000018041451995e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.020000036082712569e+01,1.200000000000023022e+02,-6.798279586370417512e-07
3.020000054124565025e+01,1.200000000000109281e+02,-1.504873143164835438e-06
3.020000072166404337e+01,1.200000000000192557e+02,-2.553153511501731913e-06
3.020000090209034838e+01,1.200000000000320739e+02,-3.359937997001522425e-06
3.020000108251262816e+01,1.200000000000397904e+02,-5.992815534101090262e-06
3.020000126292935860e+01,1.200000000000406999e+02,-8.938470606579323468e-06
3.020000144334720105e+01,1.200000000000553086e+02,-1.166083196093771642e-05
3.020000162375558261e+01,1.200000000000671605e+02,-1.483640660201220995e-05
3.020000180416128188e+01,1.200000000000820961e+02,-1.835402926701669112e-05
3.020000198456331830e+01,1.200000000000943885e+02,-2.194036588104102714e-05
3.020000216495909839e+01,1.200000000001058709e+02,-2.609648329027297679e-05
3.020000234535194750e+01,1.200000000001172680e+02,-2.968617912749094690e-05
3.020000252574696020e+01,1.200000000001288640e+02,-3.309465579055186573e-05
3.020000270614653459e+01,1.200000000001453344e+02,-3.674990456989726139e-05
3.020000288654385656e+01,1.200000000001616201e+02,-4.140743867733916276e-05
3.020000306694907621e+01,1.200000000001718377e+02,-4.545724450415283396e-05
3.020000324735712383e+01,1.200000000001861196e+02,-5.018992883337942864e-05
3.020000342776990720e+01,1.200000000001989662e+02,-5.423410786691990071e-05
3.020000360818232465e+01,1.200000000002055884e+02,-5.791466504615059072e-05
3.020000378859498724e+01,1.200000000002089706e+02,-6.187865734657626638e-05
3.020000396900840300e+01,1.200000000002078480e+02,-6.587022940702571552e-05
3.020000414942541056e+01,1.200000000001968345e+02,-6.991083492512361285e-05
3.020000432984441119e+01,1.200000000001713545e+02,-7.397752793799441441e-05
3.020000451026069044e+01,1.200000000001439844e+02,-7.739668757739130614e-05
3.020000469067404580e+01,1.200000000001233502e+02,-8.082666852395750732e-05
3.020000487108591614e+01,1.200000000001099636e+02,-8.364775149076884484e-05
3.020000505149333847e+01,1.200000000000854357e+02,-8.617977229376225560e-05
3.020000523189417763e+01,1.200000000000619735e+02,-8.804105532504602374e-05
3.020000541229409308e+01,1.200000000000324860e+02,-8.974799218400698452e-05
3.020000559269699281e+01,1.199999999999923546e+02,-9.190411054049009789e-05
3.020000577310013412e+01,1.199999999999538574e+02,-9.363126124674858426e-05
3.020000595350207462e+01,1.199999999999171223e+02,-9.459832094003526746e-05
3.020000613390886102e+01,1.199999999998797193e+02,-9.508413488079078086e-05
3.020000631432074201e+01,1.199999999998353957e+02,-9.634532812489704490e-05
3.020000649473387000e+01,1.199999999997954490e+02,-9.845207034940769433e-05
3.020000667513966519e+01,1.199999999997507558e+02,-1.013021625953148028e-04
3.020000685554800413e+01,1.199999999997078390e+02,-1.031250914914734815e-04
3.020000703595098202e+01,1.199999999996610143e+02,-1.052366139646040988e-04
3.020000721635491558e+01,1.199999999996198454e+02,-1.080357199390333614e-04
3.020000739676487811e+01,1.199999999995730633e+02,-1.113101159013042636e-04
3.020000757717443207e+01,1.199999999995277733e+02,-1.143104957244214543e-04
3.020000775757959488e+01,1.199999999994848991e+02,-1.174817153589747837e-04
3.020000793798777039e+01,1.199999999994491162e+02,-1.205972945669928249e-04
3.020000811839650723e+01,1.199999999994102211e+02,-1.235645896878328771e-04
3.020000829879846549e+01,1.199999999993738271e+02,-1.265549082767938318e-04
3.020000847920221432e+01,1.199999999993375752e+02,-1.293504027094893177e-04
3.020000865960311032e+01,1.199999999992958379e+02,-1.316481830163468664e-04
3.020000884001050068e+01,1.199999999992565591e+02,-1.333698838194687184e-04
3.020000902042120572e+01,1.199999999992087254e+02,-1.348733717837773832e-04
3.020000920082739171e+01,1.199999999991614743e+02,-1.365948256511442425e-04
3.020000938123595446e+01,1.199999999991057962e+02,-1.385240223130578452e-04
3.020000956163781680e+01,1.199999999990485975e+02,-1.400550269585335364e-04
3.020000974204760524e+01,1.199999999989941699e+02,-1.422694225449821473e-04
3.020000992245764238e+01,1.199999999989383781e+02,-1.444629349911861051e-04
3.020001010286437193e+01,1.199999999988912265e+02,-1.468011453829749520e-04
3.020001028326275616e+01,1.199999999988469312e+02,-1.497929516356840643e-04
3.020001046365890218e+01,1.199999999988087040e+02,-1.531497537895147143e-04
3.020001064405230906e+01,1.199999999987619930e+02,-1.562715160404950664e-04
3.020001082443942764e+01,1.199999999987160209e+02,-1.601429171303029350e-04
3.020001100482829415e+01,1.199999999986803374e+02,-1.635056548291626422e-04
3.020001118521330596e+01,1.199999999986452792e+02,-1.658429325366107864e-04
3.020001136559274002e+01,1.199999999986062704e+02,-1.686592238689346333e-04
3.020001154598275406e+01,1.199999999985619183e+02,-1.715060110512337205e-04
3.020001172637473630e+01,1.199999999985156904e+02,-1.734695528421639906e-04
3.020001190676999769e+01,1.199999999984726884e+02,-1.752108969630688129e-04
3.020001208716163887e+01,1.199999999984328412e+02,-1.769321002529046711e-04
3.020001226755007195e+01,1.199999999983970440e+02,-1.786413419752884727e-04
