vel_x (m/s),vel_y (m/s),vel_z (m/s)
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.999927885505950798e+00,2.858097605583340386e-05,2.061798447280326188e-05
1.999952970912159955e+00,3.501242504070565783e-05,-6.102506181663484521e-05
1.999882412558369627e+00,3.153634896624280865e-05,-6.684139158655970651e-05
1.999766971993779840e+00,-3.176485402334501296e-05,-5.338374202983814848e-05
1.999728083336101081e+00,-5.702152243132157356e-05,-1.750217539914922921e-04
1.999680664681438458e+00,-6.323042782424067719e-05,-1.806954693278833097e-04
1.999641140645793014e+00,-1.556579007528725899e-04,-2.662246466830228502e-04
1.999548171571964073e+00,-1.756377985357036246e-04,-2.875296722422535263e-04
1.999515151617334618e+00,-1.413860733625859083e-04,-2.217192752366214947e-04
1.999496148227264625e+00,-1.428392107100101148e-04,-1.403271698544980746e-04
1.999525828745920775e+00,-1.425103321557441962e-04,-1.605204603481737667e-04
1.999630758197208591e+00,-1.027325458737153076e-04,-1.834393087707207734e-04
1.999665049193761979e+00,-5.410628283782843479e-05,-1.629502199476637098e-04
1.999653873341138866e+00,4.710045313847027520e-05,-2.457379272429661607e-04
1.999661875036314207e+00,1.011872050737178054e-04,-2.232794449451061514e-04
1.999642330272397572e+00,6.051009292576495110e-05,-1.316481619143876564e-04
1.999627568836496616e+00,1.408960598978801950e-04,-1.580462515231457739e-04
1.999565839693323355e+00,1.476600044347560893e-04,-4.113877706482158524e-05
1.999538606846509525e+00,1.767124500429090111e-04,3.362758444391972799e-06
1.999576137804930820e+00,1.435969212220312334e-04,-6.192756369564995033e-05
1.999582143961219138e+00,1.830351063177556366e-04,3.066555000893687844e-05
1.999520987943622874e+00,2.112381500600253180e-04,5.072676905732904532e-05
1.999437881039416220e+00,2.003413869872446972e-04,8.199861726063638594e-05
1.999467678598041642e+00,2.075980266891057054e-04,3.341005767689637419e-06
1.999504978426775992e+00,1.686352309294374791e-04,4.223078712426119030e-05
1.999552918334490670e+00,2.690455123288275656e-04,4.188249964239068997e-05
1.999504063916731855e+00,2.784266864372411080e-04,-2.722690118738173775e-05
1.999425772425649672e+00,2.579452228146927872e-04,-7.780501675397048940e-05
1.999375161807132484e+00,2.118789772270913280e-04,9.599523179741717600e-06
1.999399956105309073e+00,2.827055120724723813e-04,2.257976670550533311e-05
1.999438449500615000e+00,2.175283119122122400e-04,7.910820141451929170e-06
1.999429048768362582e+00,1.530686072389932659e-04,1.424810719357998395e-05
1.999427851772740183e+00,1.950368448516957582e-04,2.881742419285286656e-05
1.999443916253580200e+00,1.775739059440097675e-04,-1.166775631655923471e-06
1.999385455535478417e+00,1.209226410806267949e-04,-5.344747888833004465e-05
1.999437293207247057e+00,8.675459559808116586e-05,-2.242504906102851748e-05
1.999391955785076336e+00,6.963295974298900715e-05,2.077846401498912812e-05
1.999417942087146294e+00,8.044948867778068378e-05,-5.072871430566949048e-05
1.999435346423139581e+00,1.326579800873290576e-04,-1.288763901940833876e-04
1.999360237423567499e+00,2.186686499784575727e-04,-1.562907737384292125e-04
1.999363812059870682e+00,1.535424309958800186e-04,-5.788396842398359796e-05
1.999406995195581072e+00,2.282281645751083402e-04,-7.246702975070355127e-05
1.999316704437483549e+00,2.635645566720631406e-04,-1.486363432527481156e-04
1.999336017767973761e+00,1.909656720991894253e-04,-1.487804204195614100e-04
1.999283492879397217e+00,1.731978574439237942e-04,-9.814303849670500865e-05
1.999335418608682247e+00,1.546565248458926897e-04,-1.334575619184068989e-04
1.999304387619798895e+00,8.725908908769305949e-05,-1.832258747211175007e-04
1.999389305777733439e+00,8.202442950517803194e-05,-1.795102524259157217e-04
1.999366556289789543e+00,8.908354939187018685e-05,-2.286037211971908003e-04
1.999307311821270305e+00,6.204352661115050834e-05,-3.078664262601752788e-04
1.999253106941987879e+00,6.118693370387198423e-05,-3.972669531362912616e-04
1.999214317854294709e+00,1.274624916750920862e-04,-3.340002632590282250e-04
1.999236648600632771e+00,1.771587872553202466e-04,-3.375716731014426360e-04
1.999171515340030014e+00,1.721775786182929292e-04,-4.290938031587236841e-04
1.999065990463377407e+00,1.299631682661453230e-04,-4.892065928490951787e-04
1.999023101352645826e+00,1.691888682619081385e-04,-4.932677189732472900e-04
1.998897995303104524e+00,1.421917249738902274e-04,-4.253611169808425158e-04
1.998900630706441861e+00,1.828119357408264400e-04,-4.639019894741742154e-04
1.998930049747474902e+00,2.264113169931561550e-04,-4.990599424057913644e-04
1.998860997168048659e+00,2.126302584306245314e-04,-5.323147901994926311e-04
1.998838430085307483e+00,2.498494598157353051e-04,-5.225868795990882415e-04
1.998827941238368044e+00,2.685879073331996574e-04,-5.214169131815515586e-04
1.998847582725749028e+00,2.811912861378702052e-04,-4.888228922471218657e-04
1.998816662880657624e+00,3.149093716193256337e-04,-5.631093111011451760e-04
1.998878368523010263e+00,2.452227058411933459e-04,-5.953235829871077319e-04
1.998849654251350527e+00,1.885282465586577219e-04,-5.302972822723052426e-04
1.998814411767289023e+00,1.327162512729892401e-04,-5.318437270506340495e-04
1.998832065638332267e+00,1.335601030103640346e-04,-6.248659343746289403e-04
1.998790731000960497e+00,1.543145686695492080e-04,-5.979399141685647632e-04
1.998762547102568510e+00,2.922268992909121134e-04,-6.714911253173586753e-04
1.998757724665434443e+00,1.885942690123440751e-04,-6.537102615811057893e-04
1.998825282228247069e+00,9.412411056100708148e-05,-6.857512255248252291e-04
1.998730525768215971e+00,9.424964359211198902e-05,-6.885283535665301033e-04
1.998739135145641166e+00,1.853637176473782303e-05,-7.490580845969090507e-04
1.998635176659129264e+00,7.141685642874479826e-05,-7.340787079488108897e-04
1.998637614504201299e+00,9.327948616894888873e-05,-8.450944852956022166e-04
1.998661287356944483e+00,6.976356781536550283e-05,-8.483141401253846805e-04
1.998627104793711196e+00,5.945217635780050062e-05,-8.853899717281595158e-04
1.998567478858142676e+00,-5.820334407056477588e-05,-9.208781498411728640e-04
1.998594545228189912e+00,-2.197298624644441513e-06,-8.270756286781009298e-04
1.998512339347711775e+00,3.515603571230569178e-05,-7.633031943627155988e-04
1.998549034813648317e+00,2.209175939369473934e-05,-7.421122580305520699e-04
1.998482753047368998e+00,1.589161886936112675e-05,-7.148724971554481795e-04
1.998527968436904834e+00,5.080533516878684119e-05,-7.071577159743859314e-04
1.998439251891182433e+00,2.908075365462442518e-05,-7.859597572368766383e-04
1.998425347347017933e+00,6.862969017117134926e-05,-8.434532153720466705e-04
1.998368783593247544e+00,1.789488098114945091e-04,-8.678400224300218549e-04
1.998389775291232073e+00,2.011888627869293700e-04,-8.986355632809138331e-04
1.998311738989400288e+00,1.137378602558380394e-04,-8.913086082841416421e-04
1.998333771212863486e+00,1.257153368062923133e-04,-8.733911110631644706e-04
1.998335959897903802e+00,1.297914427810833960e-04,-9.156136550674644822e-04
1.998323960182656123e+00,1.325913118096642073e-04,-9.242718105208456991e-04
1.998295595828742277e+00,1.091938894235086350e-04,-9.294465593265432025e-04
1.998318601132266226e+00,1.754681326527656382e-04,-9.520634303320454515e-04
1.998267546845129861e+00,2.235498945434905211e-04,-8.996753404822925961e-04
1.998268428358862758e+00,1.962071644329349334e-04,-9.435222769528176911e-04
1.998277073972476003e+00,1.497943162136225297e-04,-9.326495797906321928e-04
1.998322875069949323e+00,1.521013767169307885e-04,-9.420219877892945046e-04
1.998374244897857199e+00,1.624238683473069823e-04,-1.031313292914330876e-03
