q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999622455338e-01,-2.365507900078902300e-06,5.623843382425179495e-06,-6.187565331123740054e-06
9.999999999144622009e-01,-3.170415370363313842e-06,8.157202113641464776e-06,-9.720292503994062134e-06
9.999999999134495665e-01,1.726944334131499777e-06,1.041651457737172038e-05,-7.849506685807752199e-06
9.999999998812691970e-01,5.666797646854238483e-06,1.165226154262652979e-05,-8.341100654429053213e-06
9.999999998320378003e-01,1.023025898174786009e-05,5.602622738686198805e-06,-1.413778213929849620e-05
9.999999997563474574e-01,1.074148557926152553e-05,9.362713169219291716e-06,-1.686016083267641188e-05
9.999999997489813497e-01,1.036963842470713301e-05,1.243551676034650637e-05,-1.548760505088218827e-05
9.999999996182490358e-01,9.974929717699358792e-06,1.180500219205986909e-05,-2.290512537562273070e-05
9.999999996430848359e-01,1.355655942693972962e-05,6.783751583268486129e-06,-2.200069502933558744e-05
9.999999995019075438e-01,1.672273375243717365e-05,9.425058639510619596e-06,-2.505401063261233175e-05
9.999999995173137757e-01,8.856714109707201874e-06,1.346859957548305859e-05,-2.656177085887477784e-05
9.999999994898436384e-01,3.572613792758189731e-06,1.599876244336547381e-05,-2.741512002597256027e-05
9.999999994057978681e-01,2.530349979299896541e-06,1.788724889604376953e-05,-2.936065216224950696e-05
9.999999994435238015e-01,4.805800407320824000e-06,1.360585530357286935e-05,-3.007885358856708338e-05
9.999999995324894142e-01,6.589785112529673617e-06,6.203014297597382936e-06,-2.920819523245479126e-05
9.999999995119797092e-01,1.047375200754098688e-05,-2.499344457160580883e-07,-2.943261324208027715e-05
9.999999994303901962e-01,1.406744956689622163e-05,4.562080393788372463e-07,-3.067765190268866195e-05
9.999999993001196241e-01,1.512207878436669553e-05,-5.656065455699313459e-06,-3.375044333084740891e-05
9.999999993691356392e-01,1.691219464322373252e-05,-1.003068075217221875e-05,-2.958195200073466662e-05
9.999999993639346885e-01,1.835762254079934778e-05,-1.404441677721367923e-06,-3.054759917115288271e-05
9.999999994072580334e-01,1.428920210338305882e-05,1.688621127380387357e-06,-3.128020243638879734e-05
9.999999992692194528e-01,1.414652125693507442e-05,-2.374723129646383806e-07,-3.551592088484629165e-05
9.999999992350931954e-01,1.597350025292290518e-05,-1.051742825645735617e-06,-3.568689891135224502e-05
9.999999992498493917e-01,1.749418145929653514e-05,1.448434459164942655e-06,-3.452762471507448083e-05
9.999999993421589961e-01,2.105875020352876515e-05,-6.670112617612766947e-07,-2.952568983685709405e-05
9.999999995661523755e-01,1.370941812105776465e-05,-8.657271079669993863e-07,-2.605758380765832544e-05
9.999999995099463357e-01,9.267252195207996245e-06,-4.015665071150613865e-06,-2.963274896678401880e-05
9.999999995603313652e-01,1.257583316502520926e-05,6.301602783319377350e-07,-2.684750986948078198e-05
9.999999996970381222e-01,9.267286845479248502e-06,4.479480074965196145e-06,-2.236013198042492337e-05
9.999999997523832951e-01,7.368794544928681182e-06,2.948892076277050816e-06,-2.079034498482868742e-05
