ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-1.502286059400115986e-04,-9.794036523959023910e+00
0.000000000000000000e+00,-1.502286067271925744e-04,-9.794036524102889274e+00
0.000000000000000000e+00,-1.502286075143735502e-04,-9.794036524246754638e+00
0.000000000000000000e+00,-1.502286083015544988e-04,-9.794036524390620002e+00
0.000000000000000000e+00,-1.502286090887354746e-04,-9.794036524534485366e+00
0.000000000000000000e+00,-1.502286098759163962e-04,-9.794036524678348954e+00
0.000000000000000000e+00,-1.502286106630973720e-04,-9.794036524822214318e+00
0.000000000000000000e+00,-1.502286114502783207e-04,-9.794036524966079682e+00
0.000000000000000000e+00,-1.502286122374592693e-04,-9.794036525109945046e+00
0.000000000000000000e+00,-1.502286130246402180e-04,-9.794036525253810410e+00
0.000000000000000000e+00,-1.502286138118211667e-04,-9.794036525397673998e+00
0.000000000000000000e+00,-1.502286145990021154e-04,-9.794036525541541138e+00
0.000000000000000000e+00,-1.502286153861830641e-04,-9.794036525685404726e+00
0.000000000000000000e+00,-1.502286161733639856e-04,-9.794036525829270090e+00
0.000000000000000000e+00,-1.502286169605449614e-04,-9.794036525973135454e+00
0.000000000000000000e+00,-1.502286177477258830e-04,-9.794036526117000818e+00
0.000000000000000000e+00,-1.502286185349068317e-04,-9.794036526260864406e+00
0.000000000000000000e+00,-1.502286193220877533e-04,-9.794036526404729770e+00
0.000000000000000000e+00,-1.502286201092686748e-04,-9.794036526548595134e+00
0.000000000000000000e+00,-1.502286208964496235e-04,-9.794036526692460498e+00
0.000000000000000000e+00,-1.502286216836305722e-04,-9.794036526836325862e+00
0.000000000000000000e+00,-1.502286224708115209e-04,-9.794036526980189450e+00
0.000000000000000000e+00,-1.502286232579924424e-04,-9.794036527124056590e+00
0.000000000000000000e+00,-1.502286240451733911e-04,-9.794036527267921954e+00
0.000000000000000000e+00,-1.502286248323543127e-04,-9.794036527411785542e+00
0.000000000000000000e+00,-1.502286256195352343e-04,-9.794036527555652683e+00
0.000000000000000000e+00,-1.502286264067161830e-04,-9.794036527699516270e+00
0.000000000000000000e+00,-1.502286271938970774e-04,-9.794036527843381634e+00
0.000000000000000000e+00,-1.502286279810779990e-04,-9.794036527987246998e+00
0.000000000000000000e+00,-1.502286287682589477e-04,-9.794036528131110586e+00
0.000000000000000000e+00,-1.502286295554398422e-04,-9.794036528274975950e+00
0.000000000000000000e+00,-1.502286303426207637e-04,-9.794036528418841314e+00
0.000000000000000000e+00,-1.502286311298016853e-04,-9.794036528562706678e+00
0.000000000000000000e+00,-1.502286319169826069e-04,-9.794036528706572042e+00
0.000000000000000000e+00,-1.502286327041635013e-04,-9.794036528850437406e+00
0.000000000000000000e+00,-1.502286334913443958e-04,-9.794036528994302770e+00
0.000000000000000000e+00,-1.502286342785253445e-04,-9.794036529138168135e+00
0.000000000000000000e+00,-1.502286350657062390e-04,-9.794036529282033499e+00
0.000000000000000000e+00,-1.502286358528871334e-04,-9.794036529425898863e+00
0.000000000000000000e+00,-1.502286366400680550e-04,-9.794036529569762450e+00
0.000000000000000000e+00,-1.502286374272489495e-04,-9.794036529713627814e+00
0.000000000000000000e+00,-1.502286382144298440e-04,-9.794036529857493178e+00
0.000000000000000000e+00,-1.502286390016107384e-04,-9.794036530001356766e+00
0.000000000000000000e+00,-1.502286397887916329e-04,-9.794036530145222130e+00
0.000000000000000000e+00,-1.502286405759725545e-04,-9.794036530289089271e+00
0.000000000000000000e+00,-1.502286413631534489e-04,-9.794036530432952858e+00
0.000000000000000000e+00,-1.502286421503343434e-04,-9.794036530576819999e+00
0.000000000000000000e+00,-1.502286429375152379e-04,-9.794036530720683587e+00
0.000000000000000000e+00,-1.502286437246961323e-04,-9.794036530864548951e+00
0.000000000000000000e+00,-1.502286445118769997e-04,-9.794036531008414315e+00
0.000000000000000000e+00,-1.502286452990579213e-04,-9.794036531152279679e+00
0.000000000000000000e+00,-1.502286460862387887e-04,-9.794036531296143266e+00
0.000000000000000000e+00,-1.502286468734196831e-04,-9.794036531440008631e+00
0.000000000000000000e+00,-1.502286476606005776e-04,-9.794036531583873995e+00
0.000000000000000000e+00,-1.502286484477814450e-04,-9.794036531727737582e+00
0.000000000000000000e+00,-1.502286492349623123e-04,-9.794036531871604723e+00
0.000000000000000000e+00,-1.502286500221432068e-04,-9.794036532015468310e+00
0.000000000000000000e+00,-1.502286508093240742e-04,-9.794036532159335451e+00
0.000000000000000000e+00,-1.502286515965049415e-04,-9.794036532303200815e+00
0.000000000000000000e+00,-1.502286523836858631e-04,-9.794036532447064403e+00
0.000000000000000000e+00,-1.502286531708667305e-04,-9.794036532590929767e+00
0.000000000000000000e+00,-1.502286539580475978e-04,-9.794036532734795131e+00
0.000000000000000000e+00,-1.502286547452284652e-04,-9.794036532878658718e+00
0.000000000000000000e+00,-1.502286555324093326e-04,-9.794036533022525859e+00
0.000000000000000000e+00,-1.502286563195901457e-04,-9.794036533166389447e+00
0.000000000000000000e+00,-1.502286571067710131e-04,-9.794036533310254811e+00
0.000000000000000000e+00,-1.502286578939518804e-04,-9.794036533454120175e+00
0.000000000000000000e+00,-1.502286586811327478e-04,-9.794036533597985539e+00
0.000000000000000000e+00,-1.502286594683136152e-04,-9.794036533741850903e+00
0.000000000000000000e+00,-1.502286602554944825e-04,-9.794036533885716267e+00
0.000000000000000000e+00,-1.502286610426753228e-04,-9.794036534029581631e+00
0.000000000000000000e+00,-1.502286618298561902e-04,-9.794036534173446995e+00
0.000000000000000000e+00,-1.502286626170370575e-04,-9.794036534317312359e+00
0.000000000000000000e+00,-1.502286634042178978e-04,-9.794036534461175947e+00
0.000000000000000000e+00,-1.502286641913987651e-04,-9.794036534605041311e+00
0.000000000000000000e+00,-1.502286649785796054e-04,-9.794036534748906675e+00
0.000000000000000000e+00,-1.502286657657604728e-04,-9.794036534892772039e+00
0.000000000000000000e+00,-1.502286665529413130e-04,-9.794036535036635627e+00
0.000000000000000000e+00,-1.502286673401221804e-04,-9.794036535180500991e+00
0.000000000000000000e+00,-1.502286681273030207e-04,-9.794036535324368131e+00
0.000000000000000000e+00,-1.502286689144838338e-04,-9.794036535468231719e+00
0.000000000000000000e+00,-1.502286697016646741e-04,-9.794036535612097083e+00
0.000000000000000000e+00,-1.502286704888455414e-04,-9.794036535755962447e+00
0.000000000000000000e+00,-1.502286712760263817e-04,-9.794036535899827811e+00
0.000000000000000000e+00,-1.502286720632072220e-04,-9.794036536043693175e+00
0.000000000000000000e+00,-1.502286728503880622e-04,-9.794036536187558539e+00
0.000000000000000000e+00,-1.502286736375689025e-04,-9.794036536331422127e+00
0.000000000000000000e+00,-1.502286744247497156e-04,-9.794036536475287491e+00
0.000000000000000000e+00,-1.502286752119305559e-04,-9.794036536619152855e+00
0.000000000000000000e+00,-1.502286759991113961e-04,-9.794036536763016443e+00
0.000000000000000000e+00,-1.502286767862922093e-04,-9.794036536906883583e+00
0.000000000000000000e+00,-1.502286775734730225e-04,-9.794036537050748947e+00
0.000000000000000000e+00,-1.502286783606538627e-04,-9.794036537194614311e+00
0.000000000000000000e+00,-1.502286791478346759e-04,-9.794036537338481452e+00
0.000000000000000000e+00,-1.502286799350155161e-04,-9.794036537482345040e+00
0.000000000000000000e+00,-1.502286807221963293e-04,-9.794036537626212180e+00
0.000000000000000000e+00,-1.502286815093771424e-04,-9.794036537770075768e+00
0.000000000000000000e+00,-1.502286822965579556e-04,-9.794036537913939355e+00
0.000000000000000000e+00,-1.502286830837387416e-04,-9.794036538057806496e+00
0.000000000000000000e+00,-1.502286838709195819e-04,-9.794036538201670083e+00
