q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999676073559e-01,1.670383204635503391e-06,-2.097633192357780532e-06,-7.589139394953175777e-06
9.999999999174359333e-01,5.551609586926212919e-06,-8.652139473083750453e-06,-7.710264092045899316e-06
9.999999999507320769e-01,2.164759609483681145e-06,-9.162153240064558227e-06,-3.147206733381223149e-06
9.999999999833526498e-01,2.762490082560642256e-06,-4.327948296026715802e-06,-2.632899596009020095e-06
9.999999999805867512e-01,-5.852490904837339834e-06,1.693242331146215541e-06,-1.306802388875912439e-06
9.999999999819538798e-01,-4.938809197095144091e-06,-2.771193317656700875e-06,-2.005193161611783048e-06
9.999999999559482378e-01,-8.032009280828915042e-06,1.042496663582432391e-06,-4.743773018282465545e-06
9.999999999222877189e-01,-1.073144566292752407e-05,3.736842068019804140e-06,-5.128046581777656882e-06
9.999999999757671620e-01,-2.751169511026179311e-06,2.513419835562722950e-06,-5.880413259047031910e-06
9.999999999781956639e-01,-6.156900669976803550e-07,-1.213319218790030949e-06,-6.461998738191124093e-06
9.999999999383940574e-01,-1.584289827795919447e-06,-1.979020383284453525e-06,-1.080673051120492061e-05
9.999999999013248209e-01,-1.482594548229997315e-06,-3.592971545224802714e-06,-1.349972613476466983e-05
9.999999999511022253e-01,-1.954533113582475582e-06,-4.381932288012805178e-06,-8.647186919152421530e-06
9.999999999144155716e-01,-5.764508081682435408e-06,-7.881823228677708998e-06,-8.707249438712999531e-06
9.999999998920282573e-01,-1.753258021684112392e-06,-8.277065307549397809e-06,-1.201497921787250201e-05
9.999999998457903549e-01,-5.731609966254317664e-06,-1.043388610970978615e-05,-1.291131314186224362e-05
9.999999997710227184e-01,-1.025656849548974422e-05,-1.431021007972313198e-05,-1.216450463165318663e-05
9.999999997720290246e-01,-3.691009537340005460e-06,-1.860039007516523445e-05,-9.815494724322882400e-06
9.999999997258387507e-01,-2.064607934682411544e-06,-2.265944375959635129e-05,-5.532601713331030584e-06
9.999999997079748182e-01,-2.942831263690323829e-06,-2.315460650218380135e-05,-6.265336743229555196e-06
9.999999997222525083e-01,-3.358060739156277230e-06,-2.076054237837632647e-05,-1.064041099679977305e-05
9.999999997385504713e-01,5.546553255916866494e-06,-1.899367363177253777e-05,-1.146190390354252437e-05
