ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
3.581406626889074157e-03,-1.803923941785593712e-05,-2.151703982282744763e-03
3.581406620114560482e-03,-1.803923941735150529e-05,-2.151703993558592640e-03
3.581406613340047240e-03,-1.803923941684708023e-05,-2.151704004834440950e-03
3.581406606565533998e-03,-1.803923941634265178e-05,-2.151704016110288827e-03
3.581406599791019454e-03,-1.803923941583821655e-05,-2.151704027386136704e-03
3.581406593016506212e-03,-1.803923941533378472e-05,-2.151704038661985015e-03
3.581406586241992537e-03,-1.803923941482935627e-05,-2.151704049937833325e-03
3.581406579467479295e-03,-1.803923941432492782e-05,-2.151704061213681202e-03
3.581406572692964318e-03,-1.803923941382049598e-05,-2.151704072489529947e-03
3.581406565918451509e-03,-1.803923941331606753e-05,-2.151704083765377824e-03
3.581406559143937400e-03,-1.803923941281163570e-05,-2.151704095041225267e-03
3.581406552369423724e-03,-1.803923941230720725e-05,-2.151704106317073577e-03
3.581406545594909615e-03,-1.803923941180277202e-05,-2.151704117592921888e-03
3.581406538820395506e-03,-1.803923941129834696e-05,-2.151704128868769765e-03
3.581406532045880962e-03,-1.803923941079392190e-05,-2.151704140144617642e-03
3.581406525271367287e-03,-1.803923941028948329e-05,-2.151704151420465519e-03
3.581406518496853177e-03,-1.803923940978505484e-05,-2.151704162696313396e-03
3.581406511722339068e-03,-1.803923940928062639e-05,-2.151704173972161706e-03
3.581406504947825392e-03,-1.803923940877619455e-05,-2.151704185248009583e-03
3.581406498173310849e-03,-1.803923940827176271e-05,-2.151704196523857460e-03
3.581406491398796740e-03,-1.803923940776732749e-05,-2.151704207799705771e-03
3.581406484624282197e-03,-1.803923940726290243e-05,-2.151704219075553214e-03
3.581406477849768087e-03,-1.803923940675847398e-05,-2.151704230351401091e-03
3.581406471075253544e-03,-1.803923940625404214e-05,-2.151704241627248534e-03
3.581406464300739435e-03,-1.803923940574961031e-05,-2.151704252903095978e-03
3.581406457526224892e-03,-1.803923940524518524e-05,-2.151704264178943855e-03
3.581406450751710782e-03,-1.803923940474075341e-05,-2.151704275454791298e-03
3.581406443977196239e-03,-1.803923940423632157e-05,-2.151704286730639609e-03
3.581406437202682130e-03,-1.803923940373188973e-05,-2.151704298006487052e-03
3.581406430428167587e-03,-1.803923940322746129e-05,-2.151704309282334929e-03
3.581406423653653043e-03,-1.803923940272302945e-05,-2.151704320558182372e-03
3.581406416879138067e-03,-1.803923940221860100e-05,-2.151704331834029815e-03
3.581406410104623524e-03,-1.803923940171416916e-05,-2.151704343109877692e-03
3.581406403330108981e-03,-1.803923940120974410e-05,-2.151704354385725135e-03
3.581406396555594004e-03,-1.803923940070530888e-05,-2.151704365661572579e-03
3.581406389781079461e-03,-1.803923940020087704e-05,-2.151704376937420022e-03
3.581406383006564918e-03,-1.803923939969644520e-05,-2.151704388213267465e-03
3.581406376232049941e-03,-1.803923939919202353e-05,-2.151704399489115342e-03
3.581406369457535398e-03,-1.803923939868758830e-05,-2.151704410764962352e-03
3.581406362683019987e-03,-1.803923939818315647e-05,-2.151704422040810229e-03
3.581406355908505444e-03,-1.803923939767872802e-05,-2.151704433316657672e-03
3.581406349133990467e-03,-1.803923939717429957e-05,-2.151704444592505115e-03
3.581406342359475057e-03,-1.803923939666986773e-05,-2.151704455868352125e-03
3.581406335584960514e-03,-1.803923939616543928e-05,-2.151704467144199134e-03
3.581406328810445103e-03,-1.803923939566100406e-05,-2.151704478420046578e-03
3.581406322035930127e-03,-1.803923939515657900e-05,-2.151704489695894455e-03
3.581406315261414716e-03,-1.803923939465214377e-05,-2.151704500971741030e-03
3.581406308486900173e-03,-1.803923939414771532e-05,-2.151704512247588907e-03
