q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999716205901e-01,-1.964068771001149714e-06,-2.767975643807427657e-06,6.726032609536773756e-06
9.999999999801798545e-01,2.000569995789383099e-06,4.160306685367770066e-06,4.281311325457393863e-06
9.999999999417525931e-01,7.655131667298578667e-06,1.678502358985476438e-06,7.421371151386207916e-06
9.999999999338766710e-01,5.918705109579883392e-06,8.429685747566793808e-06,5.114277125210994452e-06
9.999999999309809873e-01,6.203003311524394277e-06,9.975799002767557366e-06,-2.101600649029519625e-07
9.999999998691201375e-01,1.266751020758930085e-05,1.001216359565985795e-05,1.024899549263742638e-06
9.999999998467633544e-01,1.233492010928517762e-05,1.239990654087207809e-05,-7.519094587574816134e-07
9.999999997549314790e-01,8.326353747827435625e-06,2.028324547078844286e-05,-3.065723216249339472e-06
9.999999996985472484e-01,1.184663309184678061e-05,2.055930861452779041e-05,-6.314862366083322156e-06
9.999999997538953078e-01,6.988294112893695461e-06,1.947213465238412797e-05,-8.013050428680921052e-06
9.999999996377039180e-01,1.477314048252078905e-05,2.040747916259167736e-05,-9.480578030777845228e-06
9.999999997647961436e-01,1.424041688966672655e-05,1.559824110892236345e-05,-4.930819782856456454e-06
9.999999996595876350e-01,1.953466039833099088e-05,1.253181289245215190e-05,-1.192373713638193044e-05
9.999999993605275250e-01,2.675616698074327122e-05,2.018409893501692590e-05,-1.247616478167328882e-05
9.999999992858391584e-01,2.740660032003010757e-05,2.169056858308682296e-05,-1.437772984026734333e-05
9.999999993578622126e-01,3.236599406849342706e-05,1.269194947479977707e-05,-8.696693078219308454e-06
9.999999993846291346e-01,3.085714130029175884e-05,1.427836217857736410e-05,-8.643334959758201401e-06
9.999999994929164027e-01,2.969907282423133366e-05,6.612693677706588168e-06,-9.402352263493872849e-06
9.999999994156031358e-01,3.267550715752938668e-05,7.868223844696332230e-06,-6.260674754414040449e-06
9.999999995011014109e-01,3.095471143057767268e-05,5.359682393064260670e-06,-3.297999756114179598e-06
9.999999996253650103e-01,2.705467856178196131e-05,3.895325467641840012e-06,-1.463160546676653808e-06
9.999999995791093443e-01,2.762903246743367516e-05,6.230090130512903284e-06,-6.293137736177259037e-06
9.999999997585348188e-01,2.169917778043962449e-05,-2.998485313832671235e-06,-1.756492307214405405e-06
9.999999998456431394e-01,1.716040330046849621e-05,-3.772863674518415567e-06,7.847106234822058649e-09
9.999999999490482017e-01,8.256089721291396183e-06,-5.805827223543577180e-06,-1.814490499025912856e-07
9.999999999570350351e-01,6.458066523280269496e-06,-6.448382945004709746e-06,1.625286422480478600e-06
9.999999999104057791e-01,9.460545390202800017e-06,-7.371711152932329888e-06,5.945110895627449264e-06
9.999999997409276808e-01,1.434184121243574895e-05,-1.523795161453393788e-05,8.958842117583314202e-06
9.999999997835626875e-01,1.288524640709907511e-05,-1.460587122837038508e-05,7.315310715859935889e-06
9.999999998374237142e-01,8.181603219343309730e-06,-1.371558179643740702e-05,8.372384458766011530e-06
9.999999996593234020e-01,1.080149026232127142e-05,-1.773502610637329766e-05,1.581612497526672700e-05
9.999999995962138843e-01,1.134032087646637168e-05,-2.144898314408157585e-05,1.479563202550378288e-05
9.999999996822340753e-01,1.293244327404719933e-05,-1.769082303829223486e-05,1.246267820433100803e-05
