Yaw (deg),Pitch (deg),Roll (deg)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.241063656646739269e-04,-4.169578571708027338e-04,2.630770627204578578e-04
7.219712221846517973e-05,-7.082027344431985390e-04,1.726825399728443354e-04
4.106903761023549481e-04,-3.866838727810803424e-04,4.733586973009231422e-05
5.379118039057152918e-04,1.676703715865001483e-05,1.175194159579421465e-04
7.142547109314283061e-04,7.306854145869126670e-04,-4.669540497427866602e-04
8.277186354952877599e-04,8.389165739522627674e-04,-3.205184044261575986e-04
8.121587918968791245e-04,7.173134504152657619e-04,-4.511590850477652931e-04
4.991231690033439512e-04,1.125611844941591189e-03,-1.241234404494286287e-04
7.867090159484710788e-04,8.878645996160648441e-04,-3.876347839994119223e-04
1.014041624856727155e-03,3.255041470679902248e-04,-3.492376074276189093e-04
1.504668203487947867e-03,4.207170010961157423e-04,-1.057040804106033037e-03
1.277075643443434513e-03,-1.628150205678212826e-04,-1.134851066807326036e-03
1.422565260949113647e-03,-3.843680796298708431e-04,-1.509205547242826366e-03
1.377808436177962352e-03,-4.783216917299722691e-04,-1.843687001442389931e-03
2.339061298054835071e-03,-1.482242899794971160e-04,-9.862593553695570957e-04
2.607221130927734210e-03,-8.338373447812171728e-04,-7.586299092667874366e-04
2.486686476900493593e-03,-1.448852811194210367e-03,-8.204440601809906506e-04
2.259838799377000482e-03,-1.558300559655023589e-03,-1.124054562402947979e-03
2.104672283240146321e-03,-1.897698649911171284e-03,-1.124171467283474049e-03
2.514472629669807415e-03,-2.096056507612539897e-03,-1.006173318979128447e-03
3.040433129514869687e-03,-1.778806096370807131e-03,9.924281839681630833e-05
2.586097617128519602e-03,-1.848008086856394632e-03,2.389430563193986948e-04
3.217926229565086851e-03,-2.039264296819763480e-03,9.599578247739014086e-04
3.539415166122257626e-03,-2.159915369647028363e-03,1.110206551485486484e-03
4.091963367696181339e-03,-1.615097811599381901e-03,2.119861396259966908e-04
4.853691575834664929e-03,-1.352171124437461089e-03,3.904232403805964354e-04
4.879671170120696531e-03,-1.627744296259186433e-03,1.005915269786233522e-03
5.071198780698875190e-03,-2.073417045978949956e-03,1.134687151390382110e-03
5.739308881168771019e-03,-2.196355051236450508e-03,1.212557574779235450e-03
5.853806928129495595e-03,-2.259778277275695940e-03,1.296816400266370510e-03
6.433429212878227256e-03,-1.528640432882641788e-03,9.641477560739955630e-04
7.072961478279689296e-03,-2.053125303772834406e-03,1.512167985613133451e-03
6.926314467841393485e-03,-2.115536400596307320e-03,1.403594436252042499e-03
7.199444718533027504e-03,-1.299739209557323810e-03,1.519611242589844185e-03
7.184886521917650294e-03,-1.455186952357257098e-03,1.669966921855553206e-03
7.484593168430636080e-03,-1.634692024827312171e-03,9.332004579800418261e-04
7.701947138549705349e-03,-1.479413452984757078e-03,1.565121079225136047e-03
8.227683917142514236e-03,-1.698225382265312758e-03,1.411644301902860877e-03
8.122640764183340287e-03,-1.986801932680677327e-03,1.338323799684142893e-03
8.869537989755029925e-03,-1.467644249171061325e-03,9.796657137790983332e-04
8.563726272775008114e-03,-1.153495063671919124e-03,4.660142232526466219e-04
7.964968566789588575e-03,-1.423776844991341082e-03,7.401278244473344413e-04
8.587921880388434126e-03,-1.547621946453092440e-03,9.408613626838140554e-04
8.836019464830334458e-03,-1.687736263994012642e-03,1.041991236171330680e-03
8.644731219586544377e-03,-1.355487548798983092e-03,1.372008745261295249e-03
8.963873733108187677e-03,-1.488195563880959386e-03,1.144572333782984059e-03
9.128607532044825251e-03,-2.224106494591680111e-03,6.716423868285751036e-04
8.382482054020114898e-03,-2.443006789174335426e-03,4.248039710655838108e-04
7.549904809978963752e-03,-1.879791765847284692e-03,3.785960419186886047e-04
7.658135414679635190e-03,-2.446935038632965225e-03,1.673806184677017886e-04
6.918838573822048976e-03,-1.343239353083138660e-03,2.067330121631972623e-05
5.832162809728773725e-03,-8.587903383437425721e-04,9.103511835762555140e-05
5.474238347456267945e-03,-3.175287040059675357e-04,-6.952715141272183829e-05
6.271979784638553358e-03,-5.772367348174162931e-04,-7.225464799777462320e-05
5.490294612843993165e-03,-1.251767159442855170e-03,2.124316354617288775e-04
5.637714519845344122e-03,-8.254993008216843405e-04,1.619729807782431530e-04
5.581396356078136348e-03,-1.240325132472180816e-03,2.449723124134795113e-04
4.787584595000776190e-03,-1.376242149052166403e-03,-2.258712849764256154e-04
4.708543974752353416e-03,-1.754905724100900080e-03,-1.268165407918509164e-04
4.919889063701236333e-03,-1.870763416871778963e-03,-1.377300981624265627e-04
5.091741641601425089e-03,-1.503279445192784924e-03,2.766261858460190523e-04
5.487762766636458504e-03,-1.396745003628248978e-03,1.872015485596362585e-04
5.632822858204281080e-03,-1.722030045867309345e-03,5.942165444158606499e-04
5.409813268642887744e-03,-1.874040673658216661e-03,6.440999584941048059e-04
5.525078695618611431e-03,-1.165333594749421971e-03,4.419208785737569834e-04
6.274129280499043948e-03,-8.308281356417118735e-04,2.007093388550113981e-05
6.675067014252777584e-03,-8.152808564446240285e-04,2.802369514095525999e-04
6.440488858027152222e-03,-1.182993642326562187e-03,4.215128205869300834e-04
6.566301098317047294e-03,-1.083027017732249991e-03,1.819433721596126459e-04
6.833702295738945144e-03,-6.079944888742177395e-04,2.424969090252393088e-04
6.739779848467359301e-03,-3.809676261212894860e-04,5.018193097444642635e-04
6.858063895592863939e-03,7.284476202774539796e-04,1.528145860208429511e-03
