vel_x (m/s),vel_y (m/s),vel_z (m/s)
2.520000000000000018e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.520005331436637075e+00,5.477968431393042352e-05,-2.000529086341032152e-05
2.520054106626783419e+00,-4.664632326294408936e-05,-7.568162979119805655e-05
2.520030107668331354e+00,-6.698417401298819012e-05,-1.364187246818609003e-05
2.520001888763803599e+00,-7.611053375441840488e-05,1.226730948488932143e-05
2.520006098118666493e+00,-1.521222982124590447e-04,1.398031481950046886e-05
2.520045862244546520e+00,-6.513569180743367841e-05,1.079815759911440307e-04
2.520091407290788954e+00,-6.948384731140055232e-05,1.453541517847575782e-04
2.519984132238533459e+00,-5.498444137175017746e-05,9.852071764150313344e-05
2.519912278597673971e+00,-2.321112456371935020e-05,8.745823376787643683e-05
2.519800721073979677e+00,-1.506205148624234383e-04,3.102294153419451095e-05
2.519951265433661991e+00,-1.894901405872896974e-04,-6.224237324987583588e-06
2.519945601830428483e+00,-2.835343208594907232e-04,2.653663847979614458e-05
2.519928336733360918e+00,-2.863758710894949780e-04,5.790130777938090677e-06
2.519956466018022923e+00,-2.735457546848093125e-04,-1.852592079029903246e-06
2.520071313790089196e+00,-1.832110608595975720e-04,3.665503299385111424e-05
2.520112835948580265e+00,-1.226248627739243223e-04,-1.265826689700289101e-05
2.520142699785138607e+00,-1.117471244983073468e-04,-4.886038739409098448e-05
2.520177781335439349e+00,-1.361755610101555026e-04,4.904356518278421117e-05
2.520293214074614152e+00,-8.311135901535151639e-05,7.343493045249921631e-05
2.520244990720966971e+00,-1.589796420037947007e-04,1.315213810133853420e-04
2.520169107928400098e+00,-2.111258639631986400e-04,2.117022697962916717e-04
2.520229753546229468e+00,-2.250899248805796602e-04,1.916097202374931010e-04
2.520211449247131252e+00,-2.149428922963580340e-04,1.605516663900185398e-04
2.520369744827319458e+00,-2.485851417057803082e-04,8.640783680419448782e-05
2.520345822251416568e+00,-2.285190931623850316e-04,1.534474110410467633e-04
2.520370808901294168e+00,-1.966283664574331803e-04,1.330365649337314732e-04
2.520349205759830458e+00,-1.736049487320073434e-04,1.754708350277558429e-04
2.520325288766205318e+00,-1.962418211285752302e-04,3.175661543382204553e-04
