ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
3.581308534365960396e-03,-2.272942888551391784e-05,-2.151867244086849273e-03
3.581308525829430840e-03,-2.272942888471305158e-05,-2.151867258294021170e-03
3.581308517292901283e-03,-2.272942888391217515e-05,-2.151867272501192634e-03
3.581308508756370860e-03,-2.272942888311130550e-05,-2.151867286708364097e-03
3.581308500219840436e-03,-2.272942888231042907e-05,-2.151867300915535561e-03
3.581308491683310013e-03,-2.272942888150956281e-05,-2.151867315122707024e-03
3.581308483146780023e-03,-2.272942888070869316e-05,-2.151867329329879355e-03
3.581308474610249599e-03,-2.272942887990781673e-05,-2.151867343537051253e-03
3.581308466073720043e-03,-2.272942887910695046e-05,-2.151867357744221849e-03
3.581308457537188752e-03,-2.272942887830607404e-05,-2.151867371951393312e-03
3.581308449000658329e-03,-2.272942887750520438e-05,-2.151867386158564776e-03
3.581308440464128339e-03,-2.272942887670433134e-05,-2.151867400365736240e-03
3.581308431927597916e-03,-2.272942887590346508e-05,-2.151867414572906836e-03
3.581308423391066625e-03,-2.272942887510258865e-05,-2.151867428780078299e-03
3.581308414854536201e-03,-2.272942887430171900e-05,-2.151867442987249763e-03
3.581308406318006211e-03,-2.272942887350084935e-05,-2.151867457194420793e-03
3.581308397781474921e-03,-2.272942887269997292e-05,-2.151867471401591823e-03
3.581308389244944497e-03,-2.272942887189910327e-05,-2.151867485608762853e-03
3.581308380708413640e-03,-2.272942887109823701e-05,-2.151867499815933883e-03
3.581308372171882349e-03,-2.272942887029736058e-05,-2.151867514023104912e-03
3.581308363635351058e-03,-2.272942886949649432e-05,-2.151867528230276376e-03
3.581308355098820201e-03,-2.272942886869561789e-05,-2.151867542437447406e-03
3.581308346562288910e-03,-2.272942886789474824e-05,-2.151867556644618436e-03
3.581308338025758053e-03,-2.272942886709387520e-05,-2.151867570851789032e-03
3.581308329489226762e-03,-2.272942886629300216e-05,-2.151867585058960062e-03
3.581308320952695471e-03,-2.272942886549213251e-05,-2.151867599266131092e-03
3.581308312416163746e-03,-2.272942886469125947e-05,-2.151867613473301688e-03
3.581308303879632456e-03,-2.272942886389038304e-05,-2.151867627680472284e-03
3.581308295343101598e-03,-2.272942886308951677e-05,-2.151867641887642880e-03
3.581308286806569440e-03,-2.272942886228864712e-05,-2.151867656094813477e-03
3.581308278270038583e-03,-2.272942886148777408e-05,-2.151867670301984507e-03
3.581308269733506858e-03,-2.272942886068690443e-05,-2.151867684509155103e-03
3.581308261196974700e-03,-2.272942885988603139e-05,-2.151867698716325699e-03
3.581308252660442976e-03,-2.272942885908516174e-05,-2.151867712923496295e-03
3.581308244123911685e-03,-2.272942885828428531e-05,-2.151867727130667325e-03
3.581308235587379960e-03,-2.272942885748341905e-05,-2.151867741337837054e-03
3.581308227050847802e-03,-2.272942885668254601e-05,-2.151867755545007650e-03
3.581308218514316077e-03,-2.272942885588167297e-05,-2.151867769752177813e-03
3.581308209977783485e-03,-2.272942885508079993e-05,-2.151867783959348843e-03
3.581308201441251327e-03,-2.272942885427993367e-05,-2.151867798166519005e-03
3.581308192904719603e-03,-2.272942885347906063e-05,-2.151867812373689601e-03
3.581308184368187011e-03,-2.272942885267819097e-05,-2.151867826580859764e-03
3.581308175831654853e-03,-2.272942885187731793e-05,-2.151867840788030360e-03
3.581308167295123128e-03,-2.272942885107644489e-05,-2.151867854995200089e-03
3.581308158758590536e-03,-2.272942885027557185e-05,-2.151867869202370252e-03
3.581308150222057944e-03,-2.272942884947469882e-05,-2.151867883409540414e-03
3.581308141685525786e-03,-2.272942884867382916e-05,-2.151867897616710577e-03
3.581308133148993194e-03,-2.272942884787295612e-05,-2.151867911823881173e-03
3.581308124612460602e-03,-2.272942884707208986e-05,-2.151867926031050468e-03
3.581308116075928010e-03,-2.272942884627121343e-05,-2.151867940238220631e-03
3.581308107539395418e-03,-2.272942884547034378e-05,-2.151867954445390793e-03
3.581308099002862393e-03,-2.272942884466947413e-05,-2.151867968652560522e-03
3.581308090466329801e-03,-2.272942884386860109e-05,-2.151867982859730685e-03
3.581308081929797209e-03,-2.272942884306772805e-05,-2.151867997066900847e-03
3.581308073393264617e-03,-2.272942884226685840e-05,-2.151868011274070142e-03
3.581308064856731158e-03,-2.272942884146598875e-05,-2.151868025481240305e-03
3.581308056320198566e-03,-2.272942884066511571e-05,-2.151868039688410034e-03
3.581308047783665106e-03,-2.272942883986424267e-05,-2.151868053895579329e-03
3.581308039247131647e-03,-2.272942883906336963e-05,-2.151868068102749058e-03
3.581308030710599055e-03,-2.272942883826249998e-05,-2.151868082309918787e-03
3.581308022174065596e-03,-2.272942883746163032e-05,-2.151868096517088515e-03
3.581308013637532137e-03,-2.272942883666076067e-05,-2.151868110724257811e-03
3.581308005100999545e-03,-2.272942883585988763e-05,-2.151868124931427539e-03
3.581307996564466085e-03,-2.272942883505901459e-05,-2.151868139138596835e-03
3.581307988027932626e-03,-2.272942883425814155e-05,-2.151868153345766563e-03
3.581307979491398299e-03,-2.272942883345727190e-05,-2.151868167552935859e-03
3.581307970954865708e-03,-2.272942883265639547e-05,-2.151868181760105588e-03
3.581307962418331381e-03,-2.272942883185552921e-05,-2.151868195967274883e-03
3.581307953881797922e-03,-2.272942883105465278e-05,-2.151868210174444612e-03
3.581307945345264462e-03,-2.272942883025378313e-05,-2.151868224381613473e-03
3.581307936808730136e-03,-2.272942882945291348e-05,-2.151868238588783202e-03
3.581307928272196243e-03,-2.272942882865204044e-05,-2.151868252795952063e-03
3.581307919735662783e-03,-2.272942882785117079e-05,-2.151868267003121792e-03
3.581307911199128457e-03,-2.272942882705029775e-05,-2.151868281210290654e-03
3.581307902662594130e-03,-2.272942882624942810e-05,-2.151868295417459949e-03
3.581307894126060671e-03,-2.272942882544855506e-05,-2.151868309624629678e-03
3.581307885589526344e-03,-2.272942882464768202e-05,-2.151868323831798539e-03
