accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
4.158153539134647886e-03,4.498239748151781209e-03,-9.800125349613839632e+00
3.029109752292256583e-03,9.498834427587557645e-04,-9.793206862510270838e+00
-9.090630316412853101e-03,2.588523043419108929e-04,-9.789593626391138059e+00
5.212190397240672873e-03,4.592913937207928027e-04,-9.800433322129480374e+00
-6.385799995347844890e-04,-6.614257969149008563e-03,-9.791632838120346349e+00
3.578910881768242007e-03,8.997129755991482500e-03,-9.796933171760054293e+00
2.569606750640057377e-03,-2.796405788890220147e-03,-9.800533877175240605e+00
6.937256126595184140e-03,5.067766300993338351e-03,-9.793936669242508941e+00
2.121083379586864769e-04,1.985140520728634079e-03,-9.790181794280954364e+00
-8.550535717195023588e-03,-2.623110116213163770e-03,-9.786202890372146967e+00
3.599819943353350926e-03,-3.159898957123436890e-03,-9.794618205705965863e+00
2.068744263578979788e-03,-2.568973797266589122e-03,-9.800547582564382409e+00
-2.425833738783048804e-04,-6.810870057552742204e-04,-9.793874015216209372e+00
6.003431155831812777e-03,4.982688310600858275e-03,-9.806664759311468416e+00
-3.978103437773038256e-05,7.537849871507819148e-03,-9.797278087143906689e+00
1.906090507964796135e-03,-1.393938600258522089e-03,-9.793101635847744291e+00
-7.396092737923415025e-03,5.420915972775839156e-03,-9.795618084326244812e+00
-1.798277396333042809e-05,-3.435011977723438636e-03,-9.800107674261745672e+00
-5.203971156120676227e-03,-3.952432579159623552e-03,-9.790083195884518474e+00
9.531767350164593953e-04,-1.569633649384489073e-03,-9.801435793289517306e+00
-1.546390146818115308e-03,7.164111962724355014e-03,-9.781390365712660184e+00
-2.467735121530922459e-03,-1.447951922279109693e-03,-9.803127071732959052e+00
1.415807635979758703e-03,-7.372451930573064270e-03,-9.794836788460528965e+00
3.847753684784819325e-03,-2.504389011578813957e-03,-9.792602965538705462e+00
7.421710507716288915e-03,5.670207085914018112e-04,-9.795982141824715939e+00
3.258928106362043216e-03,2.031548804567464943e-03,-9.793875552800043849e+00
4.432394380692323242e-03,-2.841471088818599538e-03,-9.794370304901162783e+00
3.641384897622889760e-03,1.163770440846857539e-02,-9.787624323247557712e+00
6.593908290476212849e-04,-3.847605833884875683e-03,-9.795550292838004935e+00
-1.188319780466048567e-02,-2.188527324349442710e-03,-9.790889683921694342e+00
-3.634244208331454534e-03,9.274729547191114254e-04,-9.783949726171959682e+00
1.764561421446884818e-04,1.667640654832666571e-03,-9.799985185000769761e+00
-1.271675001839878139e-02,-2.230347604400645563e-03,-9.804383966673011486e+00
8.231081761503489941e-03,-1.755546589936947573e-05,-9.788438539177864328e+00
-3.521460049164920961e-03,-2.467535708179238643e-03,-9.798294605969024573e+00
3.766819292778990098e-03,-1.094607662524914662e-02,-9.793148059539278805e+00
9.862492977326163188e-03,-8.771023087182930333e-03,-9.801939775130714239e+00
2.961947208399211880e-03,3.269189840209311883e-03,-9.794081971213357107e+00
8.848402301258032412e-03,3.546438142918030122e-04,-9.785613483479147945e+00
1.197934332259554830e-03,-9.703190290412996161e-03,-9.794240196042220958e+00
-1.009036524070413936e-02,-6.143194480232167659e-03,-9.791540339467838194e+00
-3.365512218549707169e-03,-1.203462171147393241e-02,-9.797048993971667841e+00
