pos_lat (deg),pos_lon (deg),pos_alt (m)
2.999999999999999645e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.000000018042002026e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.000000036084438548e+01,1.199999999999968594e+02,3.304018922135926205e-07
3.000000054127237092e+01,1.199999999999938609e+02,3.370527839418492340e-07
3.000000072170805154e+01,1.199999999999919282e+02,-6.505670579525196774e-07
3.000000090214881965e+01,1.199999999999908624e+02,-1.940771910804114291e-06
3.000000108259514064e+01,1.199999999999998579e+02,-3.902332527907835340e-06
3.000000126304543713e+01,1.200000000000128182e+02,-5.280830170334269986e-06
3.000000144349530729e+01,1.200000000000335234e+02,-6.963014961195626106e-06
3.000000162395369330e+01,1.200000000000586198e+02,-8.381672885778495641e-06
3.000000180441218234e+01,1.200000000000763691e+02,-9.879475367274352413e-06
3.000000198486634773e+01,1.200000000000940332e+02,-1.151220966135747149e-05
3.000000216531931585e+01,1.200000000001025029e+02,-1.341999307959701194e-05
3.000000234577248293e+01,1.200000000001069651e+02,-1.609682864293776808e-05
3.000000252621817154e+01,1.200000000001114842e+02,-1.887511481732280573e-05
3.000000270666305013e+01,1.200000000001045493e+02,-2.176913767879450352e-05
3.000000288711411400e+01,1.200000000000934506e+02,-2.459078553416960261e-05
3.000000306756688673e+01,1.200000000000820251e+02,-2.718143841191575190e-05
3.000000324802186569e+01,1.200000000000701732e+02,-2.871385559741193778e-05
3.000000342847245349e+01,1.200000000000555076e+02,-2.950580703940003277e-05
3.000000360891571560e+01,1.200000000000381561e+02,-3.043551690906309511e-05
3.000000378935406431e+01,1.200000000000279243e+02,-3.179094211546531796e-05
3.000000396979801209e+01,1.200000000000107292e+02,-3.352042305283967847e-05
3.000000415023915679e+01,1.199999999999966604e+02,-3.459978961744781471e-05
3.000000433067393857e+01,1.199999999999820517e+02,-3.613084457348057045e-05
3.000000451111070987e+01,1.199999999999639897e+02,-3.737503152547283871e-05
3.000000469154770144e+01,1.199999999999434976e+02,-3.907329422406369534e-05
3.000000487197970145e+01,1.199999999999189555e+02,-4.061807405482428085e-05
3.000000505241471416e+01,1.199999999998918838e+02,-4.229286477286018069e-05
3.000000523284850118e+01,1.199999999998625384e+02,-4.425504790524464031e-05
3.000000541328685344e+01,1.199999999998393605e+02,-4.521900716515150356e-05
3.000000559372891829e+01,1.199999999998181721e+02,-4.603903743709378705e-05
3.000000577416905401e+01,1.199999999997933884e+02,-4.754076911482007204e-05
3.000000595460648967e+01,1.199999999997717310e+02,-4.902940330460218570e-05
3.000000613504423441e+01,1.199999999997549338e+02,-5.111474562798934293e-05
3.000000631547719365e+01,1.199999999997450857e+02,-5.320530176225072910e-05
3.000000649591283874e+01,1.199999999997432383e+02,-5.467810525524904305e-05
3.000000667634578733e+01,1.199999999997507558e+02,-5.578014885055498760e-05
3.000000685677508727e+01,1.199999999997684199e+02,-5.715354193908465231e-05
3.000000703720970918e+01,1.199999999997927915e+02,-5.837832872186476057e-05
3.000000721764032008e+01,1.199999999998252633e+02,-5.964988878502615116e-05
3.000000739807056505e+01,1.199999999998595115e+02,-6.056577441646429850e-05
3.000000757849785415e+01,1.199999999998985913e+02,-6.183978645889662523e-05
3.000000775892751292e+01,1.199999999999294147e+02,-6.276902230898562696e-05
3.000000793935504007e+01,1.199999999999550369e+02,-6.360737153956367120e-05
3.000000811978265602e+01,1.199999999999819522e+02,-6.453427902470956279e-05
3.000000830020753995e+01,1.200000000000149498e+02,-6.505586026653402680e-05
3.000000848064211922e+01,1.200000000000566587e+02,-6.526272549267103814e-05
3.000000866107645692e+01,1.200000000000968043e+02,-6.550955892042925220e-05
3.000000884150640346e+01,1.200000000001289635e+02,-6.557888962094167949e-05
