vel_x (m/s),vel_y (m/s),vel_z (m/s)
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000011142216477467e+00,2.346460146141961408e-05,-1.811231808756291720e-05
2.000028288806191323e+00,-1.762735833596617760e-05,3.634555626235299816e-05
2.000081372454973305e+00,7.211352732890999545e-05,1.685719629633855341e-05
2.000095771631523078e+00,1.341566026873240865e-04,1.446929249222209286e-04
2.000033421228287089e+00,9.514413241106238917e-05,1.155461679359829312e-04
1.999978847128539794e+00,1.897100115534600638e-04,1.335478216472718138e-04
1.999915623399940667e+00,9.298611364898473446e-05,1.683866482985538345e-04
1.999910669466920421e+00,-1.952451362217213539e-05,1.306008305444681099e-04
1.999884079957574556e+00,-5.951325615475336453e-05,1.785662560957093745e-04
1.999882130162198957e+00,-9.404278910328288464e-05,1.732134324702942188e-04
1.999841053537976698e+00,-5.313421549288120579e-05,1.827598621522820779e-04
1.999831027028311281e+00,-1.787556487399647619e-05,2.229019225323549368e-04
1.999857595339396443e+00,5.058556994866425727e-05,1.965855488712048228e-04
1.999803789323853831e+00,3.879357174751180186e-05,2.283597015222854393e-04
1.999758560015497011e+00,9.941906883395399016e-05,2.560597846415062239e-04
1.999722000355206752e+00,3.676533334247016787e-05,3.297408819851810400e-04
1.999699735612306739e+00,8.168481077102793042e-06,3.066406634297807348e-04
1.999623313648654532e+00,3.634790490560350256e-05,2.638785347778578442e-04
1.999607040797845015e+00,1.054244142562654117e-04,2.846153524078153842e-04
1.999601861596258523e+00,1.662887041261469601e-04,3.751821115583068092e-04
1.999521146667660343e+00,1.647400275627807777e-04,3.482342718197718777e-04
1.999529978348504766e+00,1.865124152197346319e-04,3.362415834861026231e-04
1.999466718188879222e+00,2.226173915644080541e-04,3.013090163302508838e-04
1.999367684950762003e+00,1.051191724299490297e-04,3.523045352385356828e-04
1.999388759501344204e+00,1.546440246279633026e-04,3.359991591884223922e-04
1.999345406132219560e+00,1.224258775586251405e-04,2.703917726300799035e-04
1.999294621371142666e+00,1.414388863382584811e-04,1.430933544955282353e-04
1.999322610906485886e+00,1.116480042716981743e-04,1.356903210332401901e-04
1.999346334584808815e+00,7.066491298998256541e-05,1.581683854764586491e-04
1.999317811955541480e+00,6.776243248992782871e-05,1.088599230361363032e-04
1.999364175030316604e+00,1.389342697057596330e-04,7.117005680990165658e-05
1.999397675376264560e+00,1.693308998632478608e-04,1.670081270209007531e-04
1.999461975110384149e+00,1.693261566992747562e-04,1.143542514096634020e-04
1.999441679995707766e+00,1.683958330706615840e-04,9.318523932098564616e-05
1.999463022251598554e+00,2.436248503331596904e-04,8.478983086942341071e-05
1.999412142821575866e+00,2.223179416323162075e-04,1.091199280546790415e-04
1.999393576440268605e+00,1.730944127230242340e-04,1.948036295705610058e-04
1.999382617999131417e+00,1.976691715137326132e-04,1.340439009997759041e-04
1.999458788805754894e+00,2.471631036570126659e-04,1.610951486731575135e-04
1.999428024688010952e+00,2.272494129438598848e-04,1.256383128946462200e-04
1.999465136471674231e+00,3.057430887743722153e-04,1.988563491337948133e-04
1.999439855108433139e+00,3.568591659298743935e-04,6.877049283656583561e-05
1.999406479400718917e+00,3.921918349638583209e-04,6.425359988773151308e-05
1.999264861099675050e+00,3.733136897502555636e-04,1.124606341300145345e-04
1.999239289443857093e+00,3.718274460848583181e-04,1.080923802255014284e-04
1.999099582060459346e+00,3.371545761627651127e-04,6.894446449482560097e-05
1.999103200946517500e+00,2.949713796119705933e-04,6.616733498966944553e-05
1.998943155202882904e+00,3.124654973585275696e-04,5.173211183127617848e-05
1.998988665939973375e+00,3.079085466472529292e-04,1.225673441606968156e-04
1.999026016642614367e+00,2.358259651809442277e-04,1.118320708127842889e-04
1.998989919023384410e+00,2.304944044219443713e-04,1.662536567284310721e-04
1.998943556938757693e+00,2.512820099727939367e-04,1.143405326123373919e-04
1.998927938653544789e+00,1.673357681947470815e-04,1.049763368026246683e-04
1.998986732504513197e+00,1.192514299517242755e-04,9.453836260351686899e-05
1.998983585284250797e+00,1.723718146002854940e-04,1.017852413612630906e-04
1.999053558166544287e+00,2.098291566191422426e-04,9.494612442434094282e-05
1.998964937762142124e+00,1.542653322242290039e-04,8.499348685231791821e-05
1.998957501915516355e+00,1.630350848066116438e-04,5.860098336835871505e-05
1.998969120945634614e+00,2.216461136882532409e-04,9.288765067483220443e-05
