q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999952401408e-01,2.124411218638706650e-06,2.008673729497095500e-06,-9.857936012673434253e-07
9.999999999803913520e-01,5.090200957016244361e-06,2.012294808067867243e-06,-3.042650256391668961e-06
9.999999999943015583e-01,4.242810940388351201e-07,-2.523127251768923694e-06,2.202395560954886780e-06
9.999999999759998648e-01,1.254447062392568480e-06,-9.341918472998311933e-07,-6.749368723934024355e-06
9.999999999548170315e-01,-3.254143058251435824e-06,-1.036025645178094260e-06,-8.871485151597335812e-06
9.999999999694907382e-01,-4.743338345218956793e-06,-6.598875754151860695e-07,-6.171218118270183356e-06
9.999999999424036279e-01,-4.658988872872358560e-07,3.825679385298258652e-06,-1.001697524482764390e-05
9.999999999415194463e-01,2.432755162479470630e-06,-1.546198739833759762e-08,-1.053766893957084939e-05
9.999999998516615474e-01,1.088661174837212691e-05,7.224853496665701757e-06,-1.122319294795114717e-05
9.999999998123416667e-01,1.069633929285561868e-05,1.270865334417330392e-05,-9.969710883315828314e-06
9.999999997236272975e-01,1.394306211243479912e-05,1.559294096438464293e-05,-1.073297269474693889e-05
9.999999997042344768e-01,1.188230901203390822e-05,1.286635278934637455e-05,-1.687597638234824315e-05
9.999999996014597992e-01,1.037260071158455199e-05,1.873527727907282309e-05,-1.839780294299502838e-05
9.999999994658208546e-01,1.216877484087944092e-05,2.105646236094260257e-05,-2.183815206579159935e-05
9.999999996479195241e-01,1.222541501543488770e-05,1.646662546093535779e-05,-1.683895758095982546e-05
9.999999995431420041e-01,1.301357778242947566e-05,2.211113984089187279e-05,-1.598312546002006785e-05
9.999999995920552109e-01,1.107762364001553525e-05,2.306256911859167375e-05,-1.270015265804736182e-05
9.999999997810861130e-01,7.617241311352344668e-06,1.898651747819262494e-05,-4.395155816081868798e-06
9.999999997320748735e-01,1.111618483701671993e-05,2.017646945077157904e-05,-2.278290790866006176e-06
9.999999997497666104e-01,1.058538191738921318e-05,1.968818593631275891e-05,-8.897786208816743590e-07
9.999999996730418728e-01,1.322553088980024663e-05,2.187854939244928518e-05,-5.751562303605312683e-07
9.999999996101708311e-01,1.031330735184851365e-05,2.591634217415840982e-05,-1.279600404560309733e-06
9.999999995799827568e-01,8.161667262587423457e-06,2.767159198115904899e-05,2.775768580762210767e-06
9.999999994343423682e-01,8.621156623530913077e-06,3.040782698129736446e-05,1.150456569955090358e-05
9.999999991383173858e-01,9.063904353457750754e-06,3.616851382967319669e-05,1.824964816411377554e-05
9.999999992874459842e-01,6.435915018621535547e-06,3.505689114561927013e-05,1.243790002846456925e-05
9.999999993412108656e-01,7.508360265075973075e-06,3.307582020836656855e-05,1.293031322156289839e-05
9.999999991378694109e-01,8.138406328862332013e-06,3.980161103050284090e-05,8.594150158143544618e-06
9.999999991279353573e-01,1.142549409713929308e-05,3.982957982431058864e-05,5.214583207569118663e-06
9.999999991822673406e-01,1.266381949030628962e-05,3.774126337840865163e-05,7.119707787030358691e-06
9.999999992273600480e-01,1.413760407675340693e-05,3.597481759245230219e-05,7.156846817915158669e-06
9.999999991881117767e-01,1.670735109747486220e-05,3.550430946985266850e-05,9.169781280257607842e-06
9.999999991029261404e-01,1.753365543301715237e-05,3.682234670416039736e-05,1.143824522798986290e-05
9.999999989997686578e-01,2.142929002531334003e-05,3.909437241584359487e-05,3.588653512592288183e-06
9.999999989698546976e-01,2.365816453419189384e-05,3.870270163016811213e-05,1.637969585055601492e-06
9.999999991147289213e-01,2.068590744611782707e-05,3.594289328757715736e-05,7.123473026881938168e-06
9.999999990712802322e-01,2.154008751197072680e-05,3.613566539488783529e-05,9.363652359558354273e-06
9.999999990369738967e-01,1.893142611201043500e-05,3.689855046502268313e-05,1.435793706329760638e-05
9.999999987936858403e-01,2.050238634080214485e-05,4.334085149902583184e-05,1.067008726089954864e-05
9.999999988427281661e-01,2.530777507264372764e-05,3.866437135450746885e-05,1.338381973438737642e-05
9.999999990631585067e-01,2.502678278300595014e-05,3.406605798704510620e-05,9.319161654175714114e-06
9.999999988088790204e-01,2.504954013111588643e-05,3.993709738992801838e-05,1.264084522754271689e-05
9.999999985988683449e-01,2.709379757947417869e-05,4.309742386802964853e-05,1.451900412801062769e-05
9.999999984886317472e-01,2.519923703354032829e-05,4.634950871636154299e-05,1.547442302426404315e-05
9.999999984586317447e-01,2.551960547956784461e-05,4.510194925171203892e-05,1.993239831010929262e-05
9.999999985930727586e-01,2.262869944642108779e-05,4.493302426023674850e-05,1.681724723501450293e-05
9.999999986716870959e-01,2.451262171446750410e-05,4.185491469463927509e-05,1.743339759072118732e-05
9.999999985121235113e-01,1.986074918848203754e-05,4.483895777744134831e-05,2.389082531419610100e-05
9.999999985928317292e-01,1.255771212786178965e-05,4.767802482606183336e-05,1.958179016390662708e-05
9.999999984126590746e-01,1.250292845260608220e-05,5.109947102213043820e-05,2.017926350173067658e-05
9.999999982077779626e-01,1.428330302116273954e-05,5.460705337825240083e-05,1.996249005210354110e-05
9.999999978631752828e-01,1.458936194023622227e-05,5.842716552269907780e-05,2.543749847623211747e-05
9.999999979762835833e-01,9.815761483976801190e-06,5.825547225279596150e-05,2.360897191667346977e-05
9.999999980500533514e-01,9.070828584701545689e-06,5.743351021004126607e-05,2.278168744614637525e-05
9.999999982556861955e-01,6.442879857605273501e-06,5.641536863821351608e-05,1.626109097747010734e-05
9.999999984101881623e-01,1.870715478384471398e-06,5.420972843324442373e-05,1.540874379006083495e-05
9.999999982794056663e-01,4.636011328728404044e-06,5.555314329635775922e-05,1.826319891907068988e-05
9.999999981196679988e-01,-1.658846938036726202e-06,5.803792462207655586e-05,1.973604980530442761e-05
9.999999981881154687e-01,-5.594270833621193982e-06,5.843599925980076464e-05,1.333068456286574710e-05
9.999999982735332527e-01,-6.762835491257492896e-06,5.769131548211190434e-05,8.883115249778200789e-06
9.999999986268505170e-01,-9.291469254948979674e-06,5.153756339923507967e-05,1.961420434636954148e-06
9.999999986995412593e-01,-4.165251058947386742e-06,5.005443224451947281e-05,-8.838670515068649958e-06
9.999999988805022832e-01,-6.345600821097425919e-06,4.637755676799095063e-05,-6.917442309635726278e-06
9.999999989128707245e-01,-8.972622210966829838e-06,4.561285863049027880e-05,-3.635600607019512835e-06
9.999999988569295839e-01,-7.303453262366603174e-06,4.720121090900521025e-05,-2.201414198610470461e-06
9.999999986509577887e-01,-2.206308176527400368e-06,5.160638153098875508e-05,-5.477052520459912813e-06
9.999999985628146293e-01,7.621391444238974549e-06,5.285946179731404888e-05,-4.707700040757462583e-06
9.999999983147884741e-01,9.549593722273137531e-06,5.726416090382967455e-05,2.099839889303626910e-07
9.999999985157458360e-01,1.757561700512524873e-05,5.154589669849255330e-05,1.620558636128582224e-06
9.999999986738433710e-01,1.782692237477454938e-05,4.829126964055917092e-05,1.570757265946077724e-06
9.999999985958816229e-01,1.113202930126941469e-05,5.156973694921832479e-05,4.987684538140902385e-06
9.999999989217865926e-01,1.135792775031468566e-05,4.495527710546570207e-05,2.539198876094545737e-06
9.999999990513755987e-01,6.510595505907813569e-06,4.304715566009995899e-05,-1.342889586389583285e-06
9.999999990894739010e-01,1.124123508026672160e-05,4.104003002698897911e-05,-3.225343204472055568e-06
9.999999991520182041e-01,8.921409678366404002e-06,4.012500874958321081e-05,-2.521095825933846928e-06
9.999999991622079420e-01,3.767256257367099368e-06,4.073666132386209103e-05,1.384265544598996901e-06
9.999999987098845411e-01,5.239937768591642566e-06,5.050795761811290876e-05,1.311552276595406100e-06
9.999999985511820455e-01,9.996288773868741709e-06,5.289336675709235748e-05,4.042975441024375823e-08
9.999999983172283002e-01,1.123295821172056499e-05,5.690855133169764665e-05,-8.837408676470437231e-07
