gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-2.502619639621364925e-02,5.477019551177076534e-02,-1.931211274749207799e-02
7.915840357083087087e-02,-3.227170542107490425e-04,-4.420414166347730323e-02
-6.221759245250792908e-02,-2.720971361881018361e-02,-3.101151636920001023e-02
-8.258759803151467793e-02,2.347017216982576204e-02,-2.528531892637469244e-03
-6.241831298409338674e-02,-5.606405732305796974e-02,1.322954517126191665e-02
6.875130288500595765e-02,-9.289140544840440716e-02,8.056790307166746337e-03
4.345734388833424194e-02,-1.217265088868953876e-02,-2.437177415796327670e-02
1.567742112987057304e-02,-1.560562468971544818e-02,-1.814661588068905429e-02
-1.977917004262881584e-02,-6.789852728367625628e-03,3.899357605309765329e-02
-3.777895887608169988e-03,-5.076291024472354141e-02,-9.830066928087835901e-03
-6.292147911759988577e-04,6.023713554189873837e-02,3.513398891910298610e-02
5.707743728419237966e-02,8.322577048040301351e-02,7.050296102207928572e-02
4.125322684655725186e-02,-3.136681456986349648e-02,4.129497830253935770e-02
1.081517878516557035e-01,3.253343251977314221e-02,1.684887942555872084e-02
5.184747901230592898e-02,-1.938882709617530814e-02,6.880582365001860871e-03
1.035175386111050616e-01,-1.781835116975507031e-03,-2.961611482971946915e-02
-4.477544765004872612e-02,1.062748800640608664e-02,1.740634420122800022e-02
4.760716210263968469e-03,-5.583042658065807268e-02,-1.426414994229626039e-02
-7.898415015530462976e-03,-9.846844389719153212e-03,3.837490917345003083e-02
-6.329519357728730132e-04,5.231872173826113831e-02,2.838714425763787241e-02
-1.493280765899549336e-03,-9.117283346526342674e-03,1.321615797514938797e-03
-5.677732415176236710e-03,-2.083846028489095767e-02,-5.752590906563456036e-02
8.627878566698507501e-02,6.277140074244512424e-02,4.108238764781495245e-02
-1.537145282092179134e-02,1.628010800564726884e-02,-9.071601252507788260e-02
-9.085154774754786167e-03,6.871530645474378807e-02,6.732236503651413406e-02
-7.227661442747793964e-03,3.683778643325556768e-02,-1.831682378152752269e-02
4.078019535036216114e-02,2.738313278009045504e-02,-4.333494183943203959e-02
9.529805380401276671e-02,4.155256703900211956e-02,-6.362521496600918869e-02
-4.679206508874791948e-02,7.903466207625194084e-02,-8.892672944535863488e-03
8.687618259940122628e-03,-1.115573073126849973e-02,3.554548546788901392e-02
