ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
7.071067811865473729e+00,-7.071067811865477282e+00,0.000000000000000000e+00
