gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-7.188958420340466060e-03,-1.507279953824740629e-02,-8.384025719825433098e-02
8.608415752441772595e-02,-1.045125187282593127e-02,8.342985869742719496e-03
9.846568634799150732e-03,-4.789931908864117349e-02,-2.717620859119747670e-02
-2.404599495047428370e-02,3.059405798824359549e-02,-2.627737548111028568e-03
-3.152729589942276228e-02,-6.487035025552692624e-02,-8.123155748228165149e-03
-4.277590645823629856e-02,7.671457031776003632e-02,-1.338895603930704593e-03
2.331394529748196352e-03,8.205818168748473668e-03,5.383174882485566859e-02
-1.168628375757634584e-02,-7.488840339236538246e-03,-8.549542903259647886e-02
2.948702520639198341e-02,3.657326516358747753e-02,7.128704107210996621e-02
-2.717372145186186007e-03,2.786346745869695829e-02,-5.667907049039026118e-02
-4.973195590387176346e-02,1.697403537515076999e-02,-3.265050594063505923e-02
1.999407129848316741e-02,-7.882984297982788616e-03,-2.257624752443544019e-02
8.098094600217924099e-02,-2.449132606638586632e-02,1.267777350327218416e-02
-3.147734697941815575e-03,2.408482448569199130e-02,-6.854062249584381983e-02
1.033179581621097298e-01,2.579244053674737552e-02,6.013753660110408329e-03
1.076934559624821187e-02,-5.712876789991588183e-02,7.631685660560017306e-03
-5.105859477407190261e-02,1.403298636722923563e-02,3.762649312463993423e-02
-9.351187395999702168e-02,-2.593641056583749493e-02,-4.371939821446808871e-02
4.031722829963039351e-02,-1.752462281420649748e-02,2.750931633280363775e-03
-2.295472850731511763e-02,-2.712032587041890864e-03,6.490509485966663994e-02
2.025870881426514516e-02,-6.689039007168204320e-02,-1.071058748183388587e-02
4.132174152228994951e-02,-1.431488015495552789e-02,-8.607272284523993788e-02
6.280539306105169250e-02,-5.834503317427547353e-03,-2.093878367228200338e-02
5.529201044482912053e-02,-8.945858443767232271e-02,-6.767854258039464332e-02
2.189143928200264645e-03,1.797377129904793175e-02,-7.223851582063860188e-02
1.032295381133489787e-01,-1.095629021620783509e-02,6.389482668856231833e-03
2.414177310471920385e-02,-2.643994035863431874e-02,-7.512072265918682754e-03
8.958458782258521547e-02,5.465701911082566228e-02,-2.432603682966801798e-03
