Yaw (deg),Pitch (deg),Roll (deg)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.859972457172142558e-04,4.099330577921023958e-05,4.101799673821476854e-04
-7.186078764615268493e-04,-2.957898343348672773e-04,9.973533850751105552e-04
-4.465384401002989363e-04,1.203013772898768163e-04,8.143477002577319962e-04
8.517803562223746298e-05,4.727746687651587267e-04,6.970678080433137915e-04
6.819930633049147914e-04,7.071412834350193763e-04,-2.470215442960671396e-04
7.248580119018486383e-04,1.255869524415571955e-04,-6.796843133742184540e-04
1.120551927835747915e-03,4.411831171901960179e-04,-8.283079611788728451e-04
1.237429639502781419e-03,4.563174867108183244e-04,-2.016049254471061637e-03
1.646015425162239854e-03,4.808556717598551833e-04,-1.289821403176999405e-03
1.276417652063097270e-03,1.123317095222382041e-03,-1.084919346234084316e-03
6.096536421016811097e-04,1.579756790919954615e-03,-1.149205553243554199e-03
7.325651375958016319e-04,1.679183697576328623e-03,-1.408694529392994551e-03
1.087272365272080182e-03,1.584043746773135340e-03,-1.390005286302938101e-03
1.796871330686428342e-03,1.115890379098463583e-03,-1.298579091376472587e-03
2.516252673615235712e-03,1.330075545438223240e-03,-1.054529806816359395e-03
2.586892757442363962e-03,1.504483246878067287e-03,-9.705486594022317160e-04
1.998691863739251919e-03,2.204012443713589293e-03,-7.162008096068845243e-04
1.745758538978384742e-03,2.194236930007803857e-03,-1.459834125819368510e-03
1.720272184642638539e-03,1.791925140153661665e-03,-1.406060255069207935e-03
1.857212014225398215e-03,2.004645156600861396e-03,-1.392673424577701210e-03
2.375303627262501972e-03,2.216241147632431758e-03,-1.216474942126884477e-03
2.793190615323725215e-03,1.250604441944711508e-03,-1.418859764182179520e-03
2.977404932475522046e-03,1.649136779715134303e-03,-1.667932799861832158e-03
2.388346413908764860e-03,1.988484569598481227e-03,-1.525630117946184111e-03
3.005022428162866261e-03,1.354272655327689364e-03,-1.650149631407902585e-03
2.950860502005754702e-03,1.850527336353485243e-03,-9.345039480711876852e-04
2.919685435028210492e-03,1.863560864811843664e-03,-1.565150739010920129e-03
1.666179846925786284e-03,1.289635858193505973e-03,-1.913808962912705216e-03
2.035236141899953756e-03,1.074990984135517280e-03,-1.978892520769563648e-03
2.052585677629891869e-03,1.129068934151427868e-03,-1.488650480643717534e-03
2.085924417637659983e-03,1.749412253536078952e-03,-2.049915241174216530e-04
2.102014637193392807e-03,1.507582226706859381e-03,-6.338356774444200243e-04
2.158332647242276487e-03,1.293715552926101792e-03,-1.418812872739924581e-03
2.271038664607880845e-03,7.554556166078054335e-04,-1.912018150563877042e-03
2.003182676491844800e-03,7.104174236495692813e-04,-2.148209757224318721e-03
1.933441573109353313e-03,-2.744377223680669831e-05,-1.498911544950028369e-03
1.877594631841973498e-03,9.647014641497612063e-05,-9.203204569524957778e-04
1.345852315477565108e-03,-1.718303775816776345e-04,-8.148129677008671828e-04
1.789947488534344121e-03,-8.605850754484230367e-05,-1.907277355885805608e-03
1.818904518539728610e-03,4.517324870659438288e-04,-1.872628205586867505e-03
1.460864087552345234e-03,2.730828631074098283e-04,-2.316582517335273768e-03
2.077069465121953503e-03,-4.120741344037288272e-04,-2.430584012771225006e-03
2.113858644758603422e-03,-5.185880418032424565e-04,-2.397384573755658669e-03
1.958146499508180063e-03,-2.909606045005581638e-04,-2.111359765358987277e-03
2.226412082487565919e-03,-8.553191762473675316e-05,-1.723650561901370884e-03
2.601675896929260372e-03,-8.910290189618538120e-05,-1.824550977733161664e-03
2.197468374854792336e-03,-5.774338421671591694e-04,-1.800512965767342606e-03
2.746762314115322977e-03,-9.346235403344488281e-04,-1.900451948193711748e-03
2.092494623174455046e-03,-9.078188187392083894e-04,-1.247128057429180677e-03
2.172464560331836304e-03,-8.337625304079972991e-04,-1.588100849668020896e-03
2.550512933822046170e-03,-1.371645715458535194e-03,-1.243112346996894319e-03
3.809506204632075437e-03,-1.603543449533869790e-03,-1.460050187095564798e-03
3.729556132000309745e-03,-1.675216986808294789e-03,-2.068550006396496777e-03
2.841491012568436985e-03,-1.416567705036695995e-03,-1.921512410797325196e-03
2.372762244285228379e-03,-2.196473323633694932e-03,-1.304383671918927070e-03
2.353601635352140127e-03,-2.344469417318497968e-03,-1.424723052204988514e-03
1.503626548810527716e-03,-2.544132509976737219e-03,-1.734793256748607283e-03
1.851730333645788948e-03,-2.650194434431423808e-03,-1.926857372881728234e-03
1.707377438412715793e-03,-2.630750503108633589e-03,-1.245181611087318920e-03
