pos_lat (deg),pos_lon (deg),pos_alt (m)
3.099979688000000522e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099979706039233207e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099979724078342613e+01,1.200000000000037801e+02,-1.531001021822563710e-08
3.099979742117259818e+01,1.200000000000080291e+02,8.742181124178881343e-07
3.099979760156346487e+01,1.200000000000088249e+02,1.258482938426652872e-06
3.099979778195169899e+01,1.200000000000094360e+02,1.160075067749002008e-06
3.099979796233889573e+01,1.199999999999986642e+02,6.306234776404366134e-07
3.099979814273025625e+01,1.199999999999906493e+02,1.490182580539332621e-07
3.099979832312620331e+01,1.199999999999811564e+02,-4.030370138752029390e-07
3.099979850352220723e+01,1.199999999999672724e+02,4.353063729807613640e-09
3.099979868392061633e+01,1.199999999999553921e+02,-2.538403478096923898e-07
3.099979886431348319e+01,1.199999999999450040e+02,-9.131234787606100998e-07
3.099979904470934855e+01,1.199999999999396891e+02,-1.483614526739493474e-06
3.099979922510124908e+01,1.199999999999346301e+02,-1.461511157821835018e-06
3.099979940549838631e+01,1.199999999999362217e+02,-2.514846505067557307e-08
3.099979958590197526e+01,1.199999999999417781e+02,1.155848329947658440e-06
3.099979976630712031e+01,1.199999999999511857e+02,2.700073451709576581e-06
3.099979994670650285e+01,1.199999999999619291e+02,3.912622224433399409e-06
3.099980012711491639e+01,1.199999999999653824e+02,4.923327267569195831e-06
3.099980030751761362e+01,1.199999999999689209e+02,5.875417209294264923e-06
3.099980048791697129e+01,1.199999999999756710e+02,7.841214408244080329e-06
3.099980066831282954e+01,1.199999999999890008e+02,1.001890488903863335e-05
3.099980084870404795e+01,1.200000000000031690e+02,1.228202572252538767e-05
3.099980102909082902e+01,1.200000000000259206e+02,1.471028102297597548e-05
3.099980120948179163e+01,1.200000000000478053e+02,1.701841040638746869e-05
3.099980138986706990e+01,1.200000000000744933e+02,1.955978288972833694e-05
3.099980157025780159e+01,1.200000000000939337e+02,2.229458875174515810e-05
3.099980175065218901e+01,1.200000000001222560e+02,2.478852459531774439e-05
3.099980193103735360e+01,1.200000000001501093e+02,2.653360176433521201e-05
3.099980211142863240e+01,1.200000000001706439e+02,2.804942516253572707e-05
3.099980229181296920e+01,1.200000000001904112e+02,3.015885671400256025e-05
3.099980247219751917e+01,1.200000000002129639e+02,3.196590557863918602e-05
3.099980265258101753e+01,1.200000000002272600e+02,3.383543484928522581e-05
