ref_pos_lat (deg),ref_pos_lon (deg),ref_pos_alt (m)
3.099999977900000303e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.099999997743152846e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000017586304679e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000037429456867e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000057272609411e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000077115761243e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000096958913431e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000116802065975e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000136645217808e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000156488370351e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000176331522184e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000196174674372e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000216017826915e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000235860978748e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000255704130936e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000275547283479e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000295390435312e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000315233587855e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000335076740043e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000354919891876e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000374763044420e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000394606196252e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000414449348440e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000434292500984e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000454135652816e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000473978805360e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000493821957548e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000513665109381e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000533508261924e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000553351413757e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000573194565945e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000593037718488e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000612880870321e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000632724022864e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000652567175052e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000672410326885e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000692253479428e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000712096631261e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000731939783449e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000751782935993e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000771626087825e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000791469240013e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000811312391846e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000831155544390e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000850998696933e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000870841848766e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000890685000954e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000910528153497e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000930371305330e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000950214457518e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000970057609351e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100000989900761894e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001009743914437e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001029587065915e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001049430218458e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001069273370291e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001089116522834e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001108959675022e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001128802826855e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001148645979399e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001168489131231e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001188332283419e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001208175435252e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001228018587796e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001247861740339e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001267704892172e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001287548044360e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001307391196192e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001327234348736e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001347077500924e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001366920652757e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001386763805300e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001406606957133e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001426450109321e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001446293261154e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001466136413697e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001485979566240e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001505822718073e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001525665870261e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001545509022094e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001565352174637e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001585195326825e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001605038478658e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001624881631201e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001644724783034e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001664567935222e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001684411087055e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001704254239598e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001724097392142e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001743940543975e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001763783696163e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001783626847995e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001803470000539e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001823313152371e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001843156304560e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001862999456392e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001882842608936e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001902685761479e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001922528912957e+01,1.209999997790000066e+02,9.999997790000000331e-01
3.100001942372065500e+01,1.209999997790000066e+02,9.999997790000000331e-01
