ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-1.652515412905807923e-04,-9.794033317589809329e+00
0.000000000000000000e+00,-1.652515422430694771e-04,-9.794033317748063183e+00
0.000000000000000000e+00,-1.652515431955581347e-04,-9.794033317906315261e+00
0.000000000000000000e+00,-1.652515441480467652e-04,-9.794033318064565563e+00
0.000000000000000000e+00,-1.652515451005354499e-04,-9.794033318222817641e+00
0.000000000000000000e+00,-1.652515460530240533e-04,-9.794033318381067943e+00
0.000000000000000000e+00,-1.652515470055127380e-04,-9.794033318539321797e+00
0.000000000000000000e+00,-1.652515479580013956e-04,-9.794033318697573876e+00
0.000000000000000000e+00,-1.652515489104900261e-04,-9.794033318855822401e+00
0.000000000000000000e+00,-1.652515498629786566e-04,-9.794033319014076255e+00
0.000000000000000000e+00,-1.652515508154672600e-04,-9.794033319172324781e+00
0.000000000000000000e+00,-1.652515517679559176e-04,-9.794033319330578635e+00
0.000000000000000000e+00,-1.652515527204445752e-04,-9.794033319488830713e+00
0.000000000000000000e+00,-1.652515536729331786e-04,-9.794033319647081015e+00
0.000000000000000000e+00,-1.652515546254218091e-04,-9.794033319805334870e+00
0.000000000000000000e+00,-1.652515555779104396e-04,-9.794033319963583395e+00
0.000000000000000000e+00,-1.652515565303990701e-04,-9.794033320121839026e+00
0.000000000000000000e+00,-1.652515574828877006e-04,-9.794033320280091104e+00
0.000000000000000000e+00,-1.652515584353763582e-04,-9.794033320438341406e+00
0.000000000000000000e+00,-1.652515593878649345e-04,-9.794033320596593484e+00
0.000000000000000000e+00,-1.652515603403535650e-04,-9.794033320754843785e+00
0.000000000000000000e+00,-1.652515612928421684e-04,-9.794033320913095864e+00
0.000000000000000000e+00,-1.652515622453308260e-04,-9.794033321071347942e+00
0.000000000000000000e+00,-1.652515631978194023e-04,-9.794033321229598243e+00
0.000000000000000000e+00,-1.652515641503080328e-04,-9.794033321387850322e+00
0.000000000000000000e+00,-1.652515651027966362e-04,-9.794033321546100623e+00
0.000000000000000000e+00,-1.652515660552852667e-04,-9.794033321704352701e+00
0.000000000000000000e+00,-1.652515670077738430e-04,-9.794033321862604780e+00
0.000000000000000000e+00,-1.652515679602624735e-04,-9.794033322020855081e+00
0.000000000000000000e+00,-1.652515689127510227e-04,-9.794033322179107159e+00
0.000000000000000000e+00,-1.652515698652396261e-04,-9.794033322337357461e+00
0.000000000000000000e+00,-1.652515708177282566e-04,-9.794033322495611316e+00
0.000000000000000000e+00,-1.652515717702168058e-04,-9.794033322653863394e+00
0.000000000000000000e+00,-1.652515727227054363e-04,-9.794033322812115472e+00
0.000000000000000000e+00,-1.652515736751940397e-04,-9.794033322970367550e+00
0.000000000000000000e+00,-1.652515746276826160e-04,-9.794033323128617852e+00
0.000000000000000000e+00,-1.652515755801712194e-04,-9.794033323286869930e+00
0.000000000000000000e+00,-1.652515765326597415e-04,-9.794033323445123784e+00
0.000000000000000000e+00,-1.652515774851483720e-04,-9.794033323603374086e+00
0.000000000000000000e+00,-1.652515784376369754e-04,-9.794033323761626164e+00
0.000000000000000000e+00,-1.652515793901254974e-04,-9.794033323919876466e+00
0.000000000000000000e+00,-1.652515803426141280e-04,-9.794033324078128544e+00
0.000000000000000000e+00,-1.652515812951026500e-04,-9.794033324236382398e+00
0.000000000000000000e+00,-1.652515822475912805e-04,-9.794033324394629147e+00
0.000000000000000000e+00,-1.652515832000798297e-04,-9.794033324552883002e+00
0.000000000000000000e+00,-1.652515841525683518e-04,-9.794033324711133304e+00
0.000000000000000000e+00,-1.652515851050569552e-04,-9.794033324869385382e+00
0.000000000000000000e+00,-1.652515860575455315e-04,-9.794033325027639236e+00
0.000000000000000000e+00,-1.652515870100340807e-04,-9.794033325185887762e+00
0.000000000000000000e+00,-1.652515879625226570e-04,-9.794033325344139840e+00
