ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-1.502286739005279906e-04,-9.794033929844664144e+00
0.000000000000000000e+00,-1.502286746877087224e-04,-9.794033929988531284e+00
0.000000000000000000e+00,-1.502286754748894271e-04,-9.794033930132394872e+00
0.000000000000000000e+00,-1.502286762620701861e-04,-9.794033930276258459e+00
0.000000000000000000e+00,-1.502286770492509179e-04,-9.794033930420125600e+00
0.000000000000000000e+00,-1.502286778364316227e-04,-9.794033930563990964e+00
0.000000000000000000e+00,-1.502286786236123274e-04,-9.794033930707854552e+00
0.000000000000000000e+00,-1.502286794107930592e-04,-9.794033930851721692e+00
0.000000000000000000e+00,-1.502286801979737911e-04,-9.794033930995585280e+00
0.000000000000000000e+00,-1.502286809851544958e-04,-9.794033931139450644e+00
0.000000000000000000e+00,-1.502286817723352005e-04,-9.794033931283316008e+00
0.000000000000000000e+00,-1.502286825595159053e-04,-9.794033931427179596e+00
0.000000000000000000e+00,-1.502286833466966371e-04,-9.794033931571046736e+00
0.000000000000000000e+00,-1.502286841338773419e-04,-9.794033931714910324e+00
0.000000000000000000e+00,-1.502286849210580737e-04,-9.794033931858775688e+00
0.000000000000000000e+00,-1.502286857082387784e-04,-9.794033932002641052e+00
0.000000000000000000e+00,-1.502286864954194561e-04,-9.794033932146506416e+00
0.000000000000000000e+00,-1.502286872826001608e-04,-9.794033932290371780e+00
0.000000000000000000e+00,-1.502286880697808655e-04,-9.794033932434237144e+00
0.000000000000000000e+00,-1.502286888569615703e-04,-9.794033932578102508e+00
0.000000000000000000e+00,-1.502286896441422750e-04,-9.794033932721967872e+00
0.000000000000000000e+00,-1.502286904313229797e-04,-9.794033932865831460e+00
0.000000000000000000e+00,-1.502286912185036574e-04,-9.794033933009696824e+00
0.000000000000000000e+00,-1.502286920056843621e-04,-9.794033933153562188e+00
0.000000000000000000e+00,-1.502286927928650397e-04,-9.794033933297427552e+00
0.000000000000000000e+00,-1.502286935800457445e-04,-9.794033933441291140e+00
0.000000000000000000e+00,-1.502286943672264492e-04,-9.794033933585158280e+00
0.000000000000000000e+00,-1.502286951544071268e-04,-9.794033933729021868e+00
0.000000000000000000e+00,-1.502286959415877773e-04,-9.794033933872887232e+00
0.000000000000000000e+00,-1.502286967287684821e-04,-9.794033934016752596e+00
0.000000000000000000e+00,-1.502286975159491597e-04,-9.794033934160617960e+00
0.000000000000000000e+00,-1.502286983031298644e-04,-9.794033934304485101e+00
0.000000000000000000e+00,-1.502286990903105421e-04,-9.794033934448348688e+00
0.000000000000000000e+00,-1.502286998774912197e-04,-9.794033934592212276e+00
0.000000000000000000e+00,-1.502287006646718973e-04,-9.794033934736079416e+00
0.000000000000000000e+00,-1.502287014518525750e-04,-9.794033934879943004e+00
0.000000000000000000e+00,-1.502287022390332526e-04,-9.794033935023808368e+00
0.000000000000000000e+00,-1.502287030262139031e-04,-9.794033935167673732e+00
0.000000000000000000e+00,-1.502287038133945807e-04,-9.794033935311537320e+00
0.000000000000000000e+00,-1.502287046005752584e-04,-9.794033935455404460e+00
0.000000000000000000e+00,-1.502287053877559360e-04,-9.794033935599269824e+00
0.000000000000000000e+00,-1.502287061749365865e-04,-9.794033935743133412e+00
0.000000000000000000e+00,-1.502287069621172371e-04,-9.794033935887000553e+00
0.000000000000000000e+00,-1.502287077492979147e-04,-9.794033936030864140e+00
0.000000000000000000e+00,-1.502287085364785923e-04,-9.794033936174729504e+00
0.000000000000000000e+00,-1.502287093236592428e-04,-9.794033936318594868e+00
0.000000000000000000e+00,-1.502287101108399205e-04,-9.794033936462460233e+00
0.000000000000000000e+00,-1.502287108980205439e-04,-9.794033936606323820e+00
0.000000000000000000e+00,-1.502287116852011944e-04,-9.794033936750189184e+00
0.000000000000000000e+00,-1.502287124723818991e-04,-9.794033936894054548e+00
0.000000000000000000e+00,-1.502287132595625497e-04,-9.794033937037919912e+00
0.000000000000000000e+00,-1.502287140467431731e-04,-9.794033937181785276e+00
0.000000000000000000e+00,-1.502287148339238236e-04,-9.794033937325650641e+00
0.000000000000000000e+00,-1.502287156211044741e-04,-9.794033937469516005e+00
0.000000000000000000e+00,-1.502287164082850976e-04,-9.794033937613381369e+00
0.000000000000000000e+00,-1.502287171954657481e-04,-9.794033937757244956e+00
0.000000000000000000e+00,-1.502287179826464257e-04,-9.794033937901112097e+00
0.000000000000000000e+00,-1.502287187698270491e-04,-9.794033938044975685e+00
