vel_x (m/s),vel_y (m/s),vel_z (m/s)
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000023423378919585e+00,2.972564666384624099e-05,-1.486630519070663242e-06
1.999965583587892226e+00,-1.051379776899781369e-05,-5.236392904760945314e-05
1.999969787182116931e+00,-9.673570457598035135e-05,-5.600679391788322280e-05
1.999980227298789659e+00,-1.550665646216465112e-04,-4.285624392198528920e-05
1.999979169258643719e+00,-1.060690063987639010e-04,8.165282576200232545e-06
2.000003236768699733e+00,-1.315215674250609884e-04,-3.125366234502762722e-05
1.999901762771137070e+00,-1.714495521495777459e-04,-4.978242213346985442e-05
1.999851539816129620e+00,-7.363979683588852288e-05,4.429633860305013683e-05
1.999888960807016725e+00,-2.258434240126943937e-05,1.355260081154002955e-04
1.999876475303301815e+00,-6.743162303381498119e-05,2.089271093419977775e-04
1.999860661239832860e+00,-9.996061653186802376e-05,2.259942830170130962e-04
1.999839038130064361e+00,-1.892881993723062562e-05,2.892325579075791827e-04
1.999766151131911585e+00,7.460135708816611046e-05,2.837958807657787129e-04
1.999788926500050135e+00,6.290504008847403914e-05,2.516484035095986052e-04
1.999830292513337548e+00,1.249817822739259768e-04,2.481492441770705702e-04
1.999714598405992749e+00,6.916006142684488832e-05,2.245805122544784131e-04
1.999633507637922136e+00,3.953955513235767353e-05,3.820194724121137031e-04
1.999643249850896698e+00,1.061410592226323988e-04,3.370721587703706581e-04
1.999725278101656123e+00,6.103807193785478272e-05,3.452060985764001636e-04
1.999660077182140450e+00,1.076354375776878650e-04,3.667482650619930448e-04
1.999591338336215607e+00,2.186724014784823455e-04,3.538315716670855575e-04
1.999615073295798240e+00,3.121249137248655677e-04,2.764478804049913464e-04
1.999559514847264019e+00,3.343666607667762592e-04,2.921588783467119767e-04
1.999530111476749639e+00,3.708959412978702079e-04,4.356725384419095608e-04
1.999642566949245692e+00,3.660033595866723946e-04,5.003999583146653655e-04
1.999661188656510324e+00,4.643800995411518197e-04,5.115132484083537894e-04
1.999713193506996056e+00,3.284192442626449829e-04,5.034199410893685014e-04
1.999769718346891656e+00,3.694751541135597728e-04,4.984042421724092222e-04
1.999849603806688414e+00,5.117551938565910669e-04,4.983582440442740078e-04
1.999868081563048294e+00,3.957144821548157741e-04,5.783219644545376306e-04
1.999739607172468014e+00,3.685934196908020898e-04,5.766886141298440977e-04
1.999623608834278254e+00,4.039689217210551582e-04,5.391747400766246697e-04
1.999700786019435572e+00,3.942322973204397552e-04,5.812653800448318395e-04
1.999726112625818120e+00,4.258893948936432177e-04,6.479417399190879907e-04
1.999726036430675924e+00,4.516886373537613505e-04,6.397620206766428978e-04
1.999684678023190942e+00,5.247051957072532309e-04,6.145139935586780558e-04
1.999647440236785645e+00,5.577384605722119932e-04,6.736339119099442373e-04
1.999610875231105700e+00,5.708808792363688879e-04,6.052337979307173196e-04
1.999679289508308644e+00,6.441558109210923080e-04,6.669323032553824658e-04
1.999681909225831333e+00,7.020680738793052622e-04,6.097087943053320497e-04
1.999689466682929906e+00,7.364881899980214256e-04,6.670415379366862428e-04
1.999724142938572813e+00,8.177056371649392506e-04,6.737252002283689511e-04
1.999733695390297772e+00,8.229164751875397412e-04,7.237119539441810639e-04
1.999624167789000984e+00,7.653177110318366578e-04,7.822857548817124460e-04
1.999569648754608409e+00,6.821451443275200911e-04,8.419295962250798824e-04
1.999506422009715845e+00,8.325353315127323288e-04,8.723759457397203647e-04
1.999538127750046135e+00,7.923151002676339641e-04,8.375276359060001858e-04
1.999569534374587398e+00,7.405298419079851379e-04,7.863308445860580070e-04
1.999600505306253329e+00,7.577464151419878490e-04,7.904790201343341602e-04
