gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
2.599756695407606441e-02,-4.138378201716463173e-02,-2.984319209331588729e-02
-4.645998840166735977e-02,-6.202450832686279975e-02,2.331691193783123547e-03
-1.445261837254341840e-02,-3.367956346832180758e-02,-4.338949330328242815e-02
9.234012120400812706e-02,-3.307661909314877670e-03,-2.523380504882005715e-02
-2.461904853002990293e-02,-2.574015425024753917e-03,-6.309495288417746317e-02
-5.984435542916407419e-02,2.073587769439335857e-02,3.520289172149095036e-02
8.669818553711047815e-02,-5.195299300474577608e-02,-3.069460533936863023e-02
8.159238700183822635e-02,-1.225408314173073070e-03,3.007199748619177049e-02
-2.064090531424691427e-02,8.147489669931955170e-02,6.143792831006902530e-03
-4.511256956678841995e-02,6.377449465618766078e-02,2.903669816458532768e-02
-1.213871330087920065e-02,-4.985414766776399831e-02,2.553485892974885138e-02
8.347114986094257994e-04,1.112979774038937684e-02,2.345674228208986106e-02
3.570847637609260439e-02,1.598535621537828036e-02,3.082661121313255356e-02
1.625831708512593538e-02,6.373341634650923210e-03,2.559886775255964392e-02
-7.006456955795130337e-02,-4.998457026546159615e-02,-2.937162740882061016e-02
5.143855714260626294e-02,3.481078952368927421e-02,-2.700122635774184626e-02
2.603328597603920408e-02,-7.901867574588297694e-02,-4.488741112397499899e-02
-1.397328271441609622e-03,2.126028518995532607e-02,-5.364808014770053313e-02
8.130460904491415564e-02,4.238043103989641569e-02,9.057740720156246157e-04
-5.479810824822772472e-03,-1.068401230465084156e-03,5.194057530265094175e-02
6.946735103416964985e-02,-1.702200125837684524e-03,-7.563563220848919244e-02
2.969714450259033564e-02,1.271439529464188064e-03,8.402114032317924619e-04
5.472068875977592617e-02,4.092774277517825104e-02,-2.466119112402721802e-02
-3.550866185945372039e-02,8.098791343596666026e-03,1.958446360921023074e-02
1.208641877095983919e-02,5.051601252783648188e-02,6.192200156873049061e-02
2.269493029569516138e-02,1.733661597099600202e-02,1.240609567666306999e-02
-8.788715308024214537e-03,2.806839916627422785e-02,-1.817755575813514166e-03
-3.179789314001488232e-02,3.670229283995480457e-03,1.634219979015647667e-02
-4.906526773685915277e-02,-4.081147893394489190e-02,-2.804274048913628359e-02
-4.466380649990073920e-02,-4.008539954615715495e-02,-6.413349737694164915e-03
-6.102650806967680613e-02,2.278427058254740498e-02,-8.091191708499895219e-02
5.909013813031979701e-02,5.399370448033679465e-02,4.391854481436797963e-02
-2.921228662063513754e-02,-2.973537019822295336e-03,5.050875833126996367e-02
-4.137727020969306918e-04,-3.725577622277016776e-02,-3.650603018000898176e-02
-1.234648409811417262e-02,5.981664218886890289e-02,-3.239246912526549255e-02
-2.464786521169190850e-02,-4.049142973855403282e-02,-1.374162335772432381e-02
2.528563247361463248e-02,-5.428167014651469509e-03,-2.066608296698057776e-02
-4.411659349421406112e-02,-2.019298865037037413e-02,2.182994331578248792e-02
-1.397543105548931450e-02,6.173224824998770760e-02,1.651548434567030182e-02
1.260253998941186782e-01,2.367890185585035806e-02,-2.047760688652211156e-02
2.722816836365391305e-02,1.952373988497629193e-02,-6.459758530160297947e-03
8.388002275213726766e-02,-6.258832442168089927e-02,-1.053371256677263779e-01
-4.888603917172905378e-02,4.395826749003270244e-03,-5.245570988171905508e-02
8.975042849093430031e-02,2.311417466813408747e-02,6.448847778708031997e-02
-4.911058702154325745e-02,-3.926988384317538910e-02,-5.451861876347479513e-02
-8.239835939340130894e-03,1.687499931155732671e-02,6.527143558945769364e-02
9.956272644098351776e-02,5.154428141687892283e-03,2.785792918436304569e-02
-6.417724666223584631e-03,4.789570191502708768e-02,-3.075498813833503486e-03
-1.151775623614237874e-02,3.089378152178313508e-04,7.316567781813531832e-03
8.983663630911070674e-02,-6.436227581536378174e-03,-1.299413128721833566e-01
