Yaw (deg),Pitch (deg),Roll (deg)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.047011390638350324e-04,-3.628206163918384214e-04,-1.807044216159348356e-05
3.799164705492146638e-04,-6.964710995265048152e-04,1.750724230404579365e-04
6.221712685033504433e-04,-1.680079289522157671e-03,5.010638300828637159e-04
9.417194076767828898e-04,-1.682455424264545172e-03,4.917572754893046556e-04
5.199328261276472702e-04,-2.264256068163019147e-03,-5.073338160309419321e-05
9.801937463587249034e-04,-2.028582781227980438e-03,-1.267813146704224953e-03
6.930358854390991511e-04,-2.020464146811200810e-03,-1.741416363037692761e-03
5.274819838324785928e-04,-2.676535381990829878e-03,-2.048338585855193593e-03
-3.323183212732240468e-05,-2.176727431629640278e-03,-1.961691027875981253e-03
-2.319443572851858260e-05,-2.676136626002337607e-03,-1.649263765872010330e-03
-5.684862072597038162e-05,-2.842365835625527883e-03,-1.489929831120417143e-03
-3.064640802622422178e-04,-2.526742412992033591e-03,-1.499030625432959483e-03
4.264594984190003173e-04,-2.758910004118223826e-03,-6.577269844257105152e-04
6.619906876652258652e-04,-2.398142306282429782e-03,-4.500383194642873161e-04
-9.327002681028780172e-05,-3.282141285271494499e-03,-4.041759291835537202e-04
6.435536433551436236e-04,-3.405561957727338933e-03,8.414449294662478600e-06
1.242522732690227744e-03,-3.562322708144268196e-03,-2.098161724802611509e-04
1.572380788841332058e-03,-4.168295124059280890e-03,-2.788033497451012548e-04
1.833138338629929651e-03,-4.147463142754321055e-03,1.784604206257113929e-06
1.532187593621066541e-03,-4.396368983252842318e-03,3.535790365661466736e-04
1.758092760169704689e-03,-4.979619473663934696e-03,6.193487239370209325e-04
2.002036935174813462e-03,-5.200240919522613504e-03,6.457627662158227518e-05
1.792723533371371131e-03,-5.012224179962673255e-03,5.501688575030634241e-04
1.703516382299989813e-03,-5.521855403114707406e-03,1.458320139148844286e-03
1.304356561357323478e-03,-5.320800556112371092e-03,8.329419945981971158e-04
9.405271467399079063e-04,-4.866570908845937495e-03,-2.864374377494838058e-04
1.132937636262804472e-03,-5.554547817685030753e-03,-1.136532221162884007e-03
1.225106671226813609e-03,-5.582598867078627895e-03,-1.268084723391885941e-03
8.371307773264116290e-04,-6.344113438371987330e-03,-1.467740280250736393e-03
2.501126080689590968e-04,-6.499526126147014971e-03,-8.509808133336694983e-04
-2.473285906258409334e-04,-6.659299138453479185e-03,-9.247523859218305560e-04
-1.097912272711028904e-04,-6.595093814130736573e-03,-1.594178855057480680e-03
-9.504296638502887900e-04,-7.364460370146070668e-03,-1.791927541586570746e-03
-1.176014195309102841e-03,-6.631523255638453393e-03,-1.241802360980026219e-03
-1.383365105722780255e-03,-6.509380735444983065e-03,-1.434570992764277065e-03
-4.704293464877673157e-04,-6.654227842676591238e-03,-1.473421598851348000e-03
-3.780075740872329668e-04,-7.073775316942002185e-03,-1.284188321342771963e-03
-6.145522571317723433e-04,-7.476746367467393579e-03,-1.145509095447063731e-03
-5.062534347135160722e-04,-7.203258779356683933e-03,-1.569621868133042660e-03
-4.890055564744225699e-04,-7.439536611351643854e-03,-1.902633800423614470e-03
4.429008026926880117e-04,-8.252158669441221964e-03,-1.418443653502244207e-03
6.905182842515310499e-04,-7.973701024857284339e-03,-1.292514628122093433e-03
1.058921589381733516e-03,-8.119408169865857325e-03,-8.552459788821394375e-04
2.166614954003272513e-03,-8.331760911395726804e-03,-5.475381992906483029e-04
2.269879936275439811e-03,-8.604270597466717393e-03,-4.572666738644983906e-04
2.296194610218899815e-03,-8.594485026393480082e-03,-7.797977918495231685e-04
2.355046817812378544e-03,-9.111995363600871103e-03,-4.088617850080167077e-04
1.843436887595297988e-03,-9.496282166752243944e-03,-5.600346289899041591e-04
2.211449223960837169e-03,-9.688264265951037485e-03,-8.311063263335215874e-04
1.784715091024026510e-03,-1.011234452614828520e-02,2.999213713254452493e-04
1.262125503388873997e-03,-9.914037886209425832e-03,-3.808425264667913285e-04
1.509950805062695248e-03,-9.736968261553666237e-03,-4.511219317481853538e-04
2.467955395644424316e-03,-1.012670950178599059e-02,-9.281545150716909642e-04
2.759793406495654813e-03,-1.002102567769613470e-02,-7.911194044665135171e-04
2.133045382585474232e-03,-1.010351653950002440e-02,-1.509339344117989262e-03
1.950629352199032256e-03,-9.824028953717305057e-03,-1.099480803691747170e-03
1.552358078659402119e-03,-9.622008696752495580e-03,-1.477661036052104349e-03
1.311034389938258967e-03,-9.814231150171073143e-03,-2.099047347650506625e-03
9.084944805069929520e-04,-1.003046683510497826e-02,-2.025970522496565313e-03
1.162909341034693272e-03,-9.262155494710860165e-03,-2.788755058541471116e-03
8.151794323111923469e-04,-9.142201026326452276e-03,-3.209891693123861998e-03
3.552616026663786607e-04,-9.037850041010285496e-03,-3.094362718319081974e-03
3.764486611252892642e-04,-9.271263809891515037e-03,-3.458353581918219288e-03
5.969867660000758485e-04,-9.118425586460901858e-03,-3.152183272334609099e-03
6.746636759227739571e-04,-9.602335633686785374e-03,-3.043761793749323510e-03
8.959743315673207023e-04,-9.397685754805326988e-03,-3.290512104601491308e-03
8.859465876450042495e-04,-9.378269562011303656e-03,-3.202739849372497703e-03
1.401039174963548831e-03,-8.832920591914436917e-03,-4.012714815794155010e-03
1.144609263377193526e-03,-8.847770963407518285e-03,-3.560490809042218558e-03
1.424895740076280665e-03,-8.970040274198985003e-03,-3.441847035877683252e-03
1.414356215442241381e-03,-8.904626289747696877e-03,-3.749708864109876569e-03
1.432938385910249857e-03,-9.326008625401147750e-03,-3.418304123075905417e-03
2.226564805720517536e-03,-1.017035904903835705e-02,-3.367163307278271244e-03
1.554069277377588499e-03,-9.877209750032974606e-03,-3.716960474277869204e-03
1.119432841963626272e-03,-1.025380705653156262e-02,-3.017971951331745086e-03
5.525963416604861775e-04,-9.452445488688203043e-03,-2.470882356277162486e-03
4.736005107794428494e-04,-1.004014189209404342e-02,-1.716335281296367532e-03
-1.011636732352795028e-04,-9.710168085253425771e-03,-2.036304358107687233e-03
-4.628668937366456544e-04,-9.723070144811588392e-03,-2.405840250524897937e-03
1.952847869513620014e-05,-9.472240415005585279e-03,-2.204267396360918251e-03
-2.540462391766606953e-04,-9.763577679400172252e-03,-2.129301749774104458e-03
-8.921150557492298506e-04,-1.010357864622240913e-02,-2.417592865569659875e-03
-1.269918092404438790e-03,-1.043378722921887644e-02,-2.469206730354086936e-03
-1.247080137654882305e-03,-1.022665843296808631e-02,-2.080499113894261620e-03
-1.899071109536733856e-03,-9.648033572419048229e-03,-2.948876102252957418e-03
-2.326613850193984603e-03,-9.223459771172882321e-03,-3.574576425211635749e-03
-2.471884124075895972e-03,-9.421082713138797041e-03,-2.861549426460602199e-03
-2.354778539198647616e-03,-9.052944427496869770e-03,-3.233311220969080271e-03
-1.285398649219258093e-03,-9.228691271602895360e-03,-2.849700221330842258e-03
-7.953557201272187923e-04,-9.469347230023720044e-03,-2.848657989092757883e-03
-7.831978090183607834e-04,-9.102381495255265284e-03,-2.947717219613274920e-03
-4.309010451468957975e-04,-9.596688189017783116e-03,-3.205488867336363148e-03
-7.166009150062412297e-05,-8.728774345503460819e-03,-3.302222441136984637e-03
1.670777580384421701e-04,-9.369343311827977097e-03,-2.754531205370765699e-03
-1.836909846924470726e-04,-8.934783322376441475e-03,-2.865881269744157810e-03
5.040505351577103762e-06,-8.926317160121715819e-03,-1.963305628430796809e-03
4.628803272564323344e-04,-9.141633599798651422e-03,-2.244009682496365780e-03
6.923358508174626844e-04,-9.039129723432874283e-03,-2.166094352815096501e-03
5.389376901973436888e-04,-9.605404118152714721e-03,-1.315980931703894605e-03
