Yaw (deg),Pitch (deg),Roll (deg)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.172186576340599264e-04,1.153970929591290756e-04,-3.671370601882942004e-04
-1.895914657595970361e-04,1.070412505272895677e-04,2.625938411967379559e-04
-5.998998948936452170e-06,5.375500856277619626e-04,-5.467221087265154494e-04
5.706995588168359366e-04,6.778890976939128425e-04,-8.508005994721190525e-04
6.010465302786787605e-04,5.070612832810620762e-04,-1.147766821567148231e-03
1.007807540727024458e-03,7.501485604387555855e-04,-1.147673879155179525e-03
1.046044165684538235e-03,1.413773052635622753e-03,-1.055586111724973091e-03
1.621716986359771464e-03,1.746198401089725689e-03,-9.830794962369974414e-04
1.799807911175757948e-03,1.210808031800866044e-03,-6.037127762126220194e-04
2.260102198803695672e-03,1.676485812964916000e-03,-8.541640500795002556e-04
2.115401667780097972e-03,1.871060544253118178e-03,-6.896693680463647199e-04
1.831210048643425225e-03,1.786036292134999745e-03,-1.134955932364022351e-03
1.778442663837028837e-03,1.937074150564484492e-03,-1.140188227638593184e-03
1.794499900298330859e-03,1.854803476711080253e-03,-3.077657253738049045e-04
2.194153926021190186e-03,1.720859245451899621e-03,-3.532421872804048651e-04
1.621235596069889795e-03,1.488698578074726863e-03,2.090564080505899253e-04
1.685447872892058404e-03,1.090434852704236365e-03,6.040660656539500496e-04
1.017911127751906309e-03,1.131020203138986694e-03,7.514496488944714210e-04
1.363807789100525674e-03,6.192774625758003639e-04,4.569183767894224217e-04
1.288155096802260681e-03,4.607264738376835606e-04,5.293217925312430211e-04
9.327293533982886943e-04,8.267752935777973513e-04,6.253713171528482544e-04
1.019047865155907990e-03,2.279714194022464287e-04,3.573025527322097085e-04
6.745722505341963807e-04,9.193345558832031333e-04,1.282636923947619344e-03
6.508643851843640268e-04,1.850115292744342922e-03,1.172141356529417559e-03
2.345547110929936696e-04,1.734312061561597406e-03,1.090594447228326706e-03
-4.691681233389059335e-05,1.447461608877048753e-03,5.464955422413195858e-04
-9.051035046264940039e-04,1.570996588961479480e-03,1.773005937386491152e-03
-7.899000835408267725e-04,2.259614920104559450e-03,2.394166003532428345e-03
-1.406510639169318956e-03,1.713506749623157658e-03,2.470978860581131073e-03
-1.993527213986585975e-03,2.040035686448889857e-03,2.269809090118680549e-03
-2.523042578496896299e-03,1.826084500470102163e-03,1.364402484194489644e-03
-3.428102738053560687e-03,1.367930042071928247e-03,1.381981000136905469e-03
-3.899592771996294917e-03,1.348280930773068306e-03,1.354320850198972859e-03
-3.914444354382847283e-03,1.167675193960070407e-03,1.200089283898305575e-03
-3.329935166559131951e-03,8.586913061479604665e-04,7.448147779402876020e-04
-3.680567235783741530e-03,8.616590168291760445e-04,1.182104733756874282e-03
-3.426725152028469498e-03,1.343078355704230981e-03,1.393068040793999166e-03
-3.885928477284228064e-03,1.284507553411527812e-03,1.058963368157278323e-03
-3.475843933737284702e-03,8.990763891106571702e-04,8.095800603992455661e-04
-4.076139818310374648e-03,5.942528110087219595e-04,9.633153009558820300e-04
-4.409322644568154301e-03,-3.630649074427355020e-04,1.455585897692026742e-03
-4.080018833175482959e-03,1.111917390963520184e-04,1.535669578128446514e-03
-4.292288185319863628e-03,-1.935655543301312569e-04,7.899092594638557714e-04
-4.287882046479014886e-03,-6.684652122548799362e-04,4.661058889519746097e-04
-4.117115528716788417e-03,-4.270959635209202790e-04,5.680435567238949126e-04
-3.457136369565765553e-03,-1.593527797967594201e-05,2.797568369751296413e-05
-3.846518066311198445e-03,2.853811765410329019e-04,-6.839249435657921566e-04
-4.047477076457386275e-03,6.696241254765723675e-05,-4.026219273167684371e-04
-3.746452870751063209e-03,-4.237556109456982177e-04,1.797612728391280153e-04
-4.003861780914193605e-03,-6.498306696000477221e-04,3.424932119877699237e-04
-3.819610642168507798e-03,-7.123530532436261843e-04,1.336475864171839719e-03
-4.702420890977411332e-03,-9.216756344706079429e-04,1.114012518647969352e-03
-4.813563471415087391e-03,-1.286456701083627842e-03,2.131735287981359299e-03
-5.166561404281682854e-03,-1.683218149539029377e-03,2.163340745582935810e-03
-5.059269285385129510e-03,-1.316577972335997940e-03,2.048009461591622504e-03
-5.324918653278522089e-03,-2.460217742717471946e-03,2.851924706276442317e-03
-4.944515897933990205e-03,-1.980664902036802059e-03,2.926074310070038952e-03
-5.048048747285789097e-03,-2.126725716608742281e-03,2.978350244414194013e-03
-5.195240908270668152e-03,-1.382745705961910569e-03,3.101100445260252577e-03
