q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999903235182e-01,2.510930733893992412e-06,-1.766905726705949437e-06,-3.150579983930123786e-06
9.999999999939482853e-01,3.094365003317624828e-06,1.340315786205645611e-06,8.555711493993525988e-07
9.999999999967179587e-01,1.063503904093684002e-06,1.421644895618756495e-06,-1.847130431063022876e-06
9.999999999935380579e-01,7.859480663430552711e-07,3.045045713438492208e-06,1.741796686919043283e-06
9.999999999625512892e-01,6.181521162686855126e-06,6.054338194536542911e-06,1.771491640503420860e-07
9.999999999178997845e-01,4.011032151736509188e-06,1.075248258713208167e-05,-5.700546628069847229e-06
9.999999997830133491e-01,1.561638574315986662e-06,2.044086949778607879e-05,-3.702087601037914371e-06
9.999999997105787353e-01,6.666910936493014608e-07,1.969592098421347735e-05,-1.380104235295216835e-05
9.999999996634496569e-01,4.692188358364679087e-06,2.396478404890604004e-05,-8.762030971589910100e-06
9.999999995435120415e-01,8.694877266487995881e-06,2.644626545802893148e-05,-1.174606824857537094e-05
9.999999994732493569e-01,1.196381817788131649e-06,2.887847414022991983e-05,-1.476832651863447889e-05
9.999999995037844869e-01,5.179242324174401444e-07,2.895631456495268756e-05,-1.239735661603593479e-05
9.999999996336076391e-01,-8.181314520581267963e-06,2.555995785088496336e-05,-3.541110941079777853e-06
9.999999994307104956e-01,-6.153342824679469014e-06,3.316174629033334691e-05,-1.007075179032207499e-06
9.999999994317341212e-01,-2.647869083984179719e-06,3.347943674604201718e-05,2.940768696164195877e-06
9.999999991964793056e-01,-2.960267895189789549e-06,3.993160786195213308e-05,1.935165015221923856e-06
9.999999988693819564e-01,-1.141177672230371234e-06,4.713925304583634350e-05,6.150164595378801182e-06
9.999999988888852442e-01,-7.064439102812454772e-06,4.654446238807515555e-05,2.436448868157077925e-06
9.999999989751373608e-01,-8.626291906204818462e-06,4.442660718147716637e-05,1.260564868462646097e-06
9.999999991334638239e-01,-8.540991667875835028e-06,4.072092319789407739e-05,1.389352147575676138e-06
9.999999992059199760e-01,-6.594606228904956101e-06,3.930208911357549787e-05,1.307051575680706583e-07
9.999999991649709541e-01,-1.035472634670663025e-05,3.953254687284474543e-05,1.247505204900371828e-07
9.999999992148231875e-01,-1.205778085836048685e-05,3.774856167531327994e-05,9.961571514422723336e-08
9.999999991231300900e-01,-8.328070079909374919e-06,4.032445669725970354e-05,7.636843236518694195e-06
9.999999990478594114e-01,-9.134806418223063976e-06,4.055802602172410277e-05,1.326209472293162079e-05
9.999999990975289021e-01,-5.573119960398825078e-06,4.105238895456009431e-05,9.411904526202301272e-06
9.999999989714863924e-01,-8.648873369835468155e-06,4.409285475999571774e-05,6.168008536335376458e-06
9.999999989703813874e-01,-9.901397201597198977e-06,4.404589360711619659e-05,4.599878432404177338e-06
9.999999987929367729e-01,-7.018743963357786450e-06,4.845832527298794964e-05,4.080986298373841837e-06
9.999999988672180207e-01,-4.122006928985345192e-06,4.740175476448169040e-05,1.283254243168528844e-06
9.999999985755934073e-01,-3.427777022177919168e-06,5.319071044681197982e-05,2.794974891840663260e-06
9.999999983942885473e-01,-6.999877949178762963e-06,5.550973025865251869e-05,9.005242768776342024e-06
9.999999979999922850e-01,-3.452237675042198055e-06,6.283445721062297406e-05,6.318899992718588601e-06
9.999999982173896074e-01,-1.879461787040698391e-06,5.948652917055891992e-05,4.800121849355872378e-06
9.999999983412024562e-01,-1.208719466646361692e-07,5.666034857602655987e-05,1.035303287789812466e-05
9.999999982156896339e-01,8.782800896718998701e-06,5.824169351787451002e-05,9.969368067789932864e-06
9.999999978936243705e-01,5.697293634847194788e-06,6.385161583644373916e-05,1.016185590078195347e-05
9.999999972608998311e-01,8.643462455144052550e-06,7.288565909379637669e-05,9.548375422133925991e-06
9.999999973363072892e-01,1.245000408821332676e-05,7.119667975261368125e-05,1.016933877586753954e-05
9.999999974924672630e-01,1.596633178458607482e-05,6.870665393394338836e-05,6.287872042574253172e-06
9.999999973406876741e-01,1.242832430502525137e-05,7.156899279595471599e-05,6.483876328200700622e-06
9.999999971103802343e-01,1.574093376600649782e-05,7.433016423116446311e-05,2.547395572697244473e-06
9.999999966749070213e-01,1.181610456272112369e-05,8.050314362295029572e-05,5.459812398584940719e-06
9.999999967647633659e-01,1.415872779687429988e-05,7.904996334958579391e-05,4.594222924387735823e-06
9.999999967533199641e-01,1.740054808140021367e-05,7.852785656854111506e-05,4.894576510252421990e-06
9.999999974119746504e-01,1.567648429016849448e-05,7.014050916187802680e-05,3.256920744749219670e-06
9.999999970798587601e-01,2.164379083240068044e-05,7.209076686404478204e-05,1.321930231061819590e-05
9.999999970565009999e-01,1.167126214186020956e-05,7.370708939876312261e-05,1.783380401373326317e-05
9.999999971025870238e-01,7.748063480231963428e-06,7.292859941986587914e-05,2.040129813724289701e-05
9.999999972350780419e-01,1.145843954786718539e-05,7.209338340883719286e-05,1.418070175210633654e-05
9.999999970069153310e-01,9.793134957756971276e-06,7.492403054698852562e-05,1.663289831002072905e-05
9.999999968658850324e-01,1.486814839827665411e-05,7.449987935863664054e-05,2.229206718015171328e-05
9.999999967396836498e-01,1.491709270008773659e-05,7.515367598452440934e-05,2.549584150298809940e-05
9.999999967851732618e-01,2.224503527108989665e-05,7.316383641579611141e-05,2.412187950030268637e-05
9.999999966579539157e-01,2.438033817383546888e-05,7.553182762124098179e-05,1.961209725122181347e-05
9.999999966162151921e-01,2.516352666889847103e-05,7.592717041050111952e-05,1.922059911560454489e-05
9.999999967254317168e-01,2.536305413107738498e-05,7.344610474214953878e-05,2.261685090982433325e-05
9.999999967096001585e-01,2.362618986403178801e-05,7.145522268777373801e-05,3.027794066893953992e-05
9.999999968511882331e-01,2.348748722476318710e-05,6.970522761835135658e-05,2.978494135732814570e-05
9.999999969669314259e-01,2.107581555724517144e-05,6.974643918655926437e-05,2.752056210645030469e-05
9.999999967125057232e-01,2.463485687755800877e-05,7.299206324639185629e-05,2.530357862071931925e-05
9.999999967507472443e-01,2.256647820506203615e-05,7.302807476913679744e-05,2.561561374729304715e-05
9.999999968768976677e-01,1.724086815937192431e-05,7.388392506895950101e-05,2.213871357392348816e-05
9.999999968867925304e-01,1.689858712737639336e-05,7.480418344209698630e-05,1.857920516394429109e-05
9.999999972505470014e-01,1.531630219156267743e-05,7.206543681756780303e-05,8.419612461736698461e-06
9.999999972142954441e-01,1.071164282602404747e-05,7.284773530994886382e-05,1.224243521554561822e-05
9.999999973711682921e-01,6.175749822593631717e-06,7.182926717776112269e-05,7.751123268458267180e-06
9.999999974197473218e-01,-9.888765631582767595e-07,7.074430691430187398e-05,1.244068574955833366e-05
9.999999973490536487e-01,9.031190865113791711e-07,7.227116596460119260e-05,8.829241293284928192e-06
9.999999976952249625e-01,4.351564457603863452e-06,6.739980702765327827e-05,6.919529746034845771e-06
9.999999974687465709e-01,-8.935428263828396489e-07,7.019322481285641100e-05,1.160256280259333053e-05
9.999999972844795249e-01,-1.705711685853897901e-06,7.114052857617814759e-05,1.916133594422647605e-05
9.999999971526719600e-01,-3.665379321886528335e-06,7.347798551264756448e-05,1.679900950566944791e-05
9.999999977799785000e-01,-4.121240880903635592e-06,6.528400618513399581e-05,1.269082334960949484e-05
9.999999976868586549e-01,-6.121958637060719332e-06,6.638574183995313673e-05,1.348101764563153138e-05
9.999999975743766312e-01,-7.626856679730448034e-06,6.851443076752984315e-05,9.942360392985769517e-06
9.999999971229581730e-01,-9.464107959954557337e-06,7.456836539497746713e-05,1.020162517605453847e-05
9.999999971567110624e-01,-8.171695111339216146e-06,7.495363236689901027e-05,-1.324518309661027912e-06
9.999999970286077566e-01,-7.879988975312173432e-06,7.667722668295716588e-05,1.137200448736756698e-06
9.999999973325627289e-01,-9.340121304121871881e-06,7.243972526785746478e-05,3.507735868565858331e-07
9.999999969392500132e-01,-1.259608397365464019e-05,7.720083556519046267e-05,-1.694032399987938258e-06
9.999999971117947695e-01,-1.851924249230487855e-05,7.371177394443840299e-05,1.505940044005978198e-07
9.999999971598093618e-01,-1.788535824412444146e-05,7.318677744494700259e-05,2.047126682324115750e-06
9.999999969209333317e-01,-1.823406689202689606e-05,7.594818162631202484e-05,7.584571008742737837e-06
9.999999968602034661e-01,-1.318560185546911148e-05,7.686200669751891987e-05,1.407000066466544332e-05
9.999999969237696185e-01,-1.180393963392148106e-05,7.688930177260130797e-05,1.005798655170001694e-05
9.999999969302149072e-01,-1.506769271742758341e-05,7.608606261263654120e-05,1.111062154835596115e-05
9.999999969964155078e-01,-2.013032252590111649e-05,7.388221210155590459e-05,1.197321845727389776e-05
9.999999966806981666e-01,-1.664590534220603341e-05,7.877158626095981744e-05,1.251218284771238898e-05
9.999999967385262423e-01,-1.799410300811855933e-05,7.747504351474612707e-05,1.402774350610614723e-05
9.999999968964810027e-01,-1.726090858771169414e-05,7.577939837024997606e-05,1.290665818752833899e-05
9.999999976343082464e-01,-1.381090017616167571e-05,6.676221036681646414e-05,9.135087114104903816e-06
9.999999972771053125e-01,-1.473659540902401110e-05,7.198933515822760561e-05,6.793946015561101758e-06
9.999999973673872056e-01,-1.306937003122568345e-05,7.136591622469320680e-05,1.150297051044433039e-06
9.999999974478792630e-01,-1.364814079204199461e-05,7.007498493061159093e-05,2.732409866416441509e-06
9.999999970930233406e-01,-1.249651275456189372e-05,7.512983354770312887e-05,3.646742964051495535e-06
9.999999973025496258e-01,-1.967208220556617695e-05,7.055666541699255048e-05,5.446709542127049833e-06
9.999999970064167298e-01,-1.598609310820180149e-05,7.556465345155028584e-05,4.646972111290741400e-06
9.999999970783089998e-01,-1.683999641814989015e-05,7.441844022440363400e-05,4.657485800385585526e-06
