Yaw (deg),Pitch (deg),Roll (deg)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.082902403967516138e-04,-1.723908425149255498e-04,6.441161669214630044e-04
-6.540862172738666621e-04,1.774219201998824733e-04,1.404969177595745454e-03
-1.063932599743992171e-03,-6.678875847785109175e-04,1.222983499120029131e-03
-6.191955129273511022e-04,-4.952140972008190140e-04,1.859850016723167904e-03
-4.721418688865563779e-04,3.016550317303073035e-04,2.377607814066826867e-03
-5.132646524802150778e-04,-4.327982989909051262e-05,2.529924713576352756e-03
-8.732194049265520897e-04,1.168710581816170894e-04,3.005195133209894072e-03
-1.039023088741422443e-03,-1.424238372684275781e-04,2.674409539624299226e-03
-1.378377013810185058e-03,-3.338408677952389497e-04,2.564553461040305991e-03
-1.761443897213968608e-03,-3.093989153543113451e-04,1.915335208528009961e-03
-1.727013092389559660e-03,6.768794700171310865e-05,2.058283269553986498e-03
-1.235760145063745548e-03,1.755142783809101887e-04,1.704966850851128519e-03
-1.619518243548623239e-03,-1.369107631938160216e-04,2.382120754312208773e-03
-1.444272864476832483e-03,-2.227576672554421381e-04,1.456460806206294999e-03
-1.405417777119553121e-03,-2.233111443154583097e-04,1.237799090959552321e-03
-8.670901059071700178e-04,2.579044320690812402e-04,8.548079919776748782e-04
-1.270116022265319750e-03,1.891577458020816233e-04,4.659168453307251535e-04
-8.019651010229750026e-04,4.316942000836793787e-04,1.209786784670252840e-03
-7.633832657518881256e-04,7.992798033759403056e-05,1.594409657435731697e-03
-1.347313089333917590e-03,4.533023081555448007e-04,1.616327272205714651e-03
-1.632747352418594238e-03,2.178827456121339092e-04,1.627869426671072709e-03
-2.095656965948101014e-03,-1.829203131569699366e-04,1.686436631050598203e-03
-1.918208315850973653e-03,-6.014943277178202996e-05,1.581405425103594173e-03
-2.866967647562747561e-03,8.958016115643759340e-05,2.273614050926527509e-03
-3.312504995533158050e-03,6.965846588405609757e-04,2.121496159890209204e-03
-3.618615540476292566e-03,2.720526175682228009e-04,1.465484114815443582e-03
-2.680511734197441129e-03,3.445502768653312250e-04,1.737864889572402491e-03
-2.374047085777670346e-03,1.068618708686921558e-03,2.052725130000286613e-03
-3.136971816414400177e-03,1.386997772796922431e-03,2.684804432509456471e-03
-2.664290300329201760e-03,1.438217216229443086e-03,2.651615188899526191e-03
-2.641097363289684596e-03,9.940544768316007546e-04,2.348939688532307099e-03
-1.867300143363784509e-03,6.926097671552092130e-04,1.967937601420056883e-03
-1.094399775608986131e-03,8.506907862418010237e-04,1.435406409801348853e-03
-9.495884014813619524e-04,7.676805693880502405e-04,2.257976009560608028e-03
-1.817376244807701992e-03,3.725386436387098784e-04,2.512641475628892528e-03
-1.273844496098809924e-03,5.003545650444025982e-04,3.025276802050632860e-03
-1.862122231803110903e-03,4.818215861156471803e-04,2.496154595408290374e-03
-1.528844421333373045e-03,-1.730296828209975518e-04,1.997715883583862928e-03
-1.506695487086673899e-03,-4.658914480195020468e-04,1.397539745461321955e-03
-1.146998064436219366e-03,-4.276929740713950197e-04,1.412935881425899428e-03
-9.199229723140220404e-04,1.711690943762535168e-04,1.183903253662527003e-03
-7.576468833450952615e-04,7.177799135848708266e-04,1.386137251462039519e-03
-1.273832976699088492e-03,4.604881433600828649e-04,1.711289172540470579e-03
-2.115093242077988695e-04,5.080480522163460322e-04,2.199886747128874682e-03
2.332124503393441062e-04,2.949456969543854420e-04,2.568859522472890199e-03
-5.578361759671830484e-05,8.984696237244798808e-04,2.262767360956090268e-03
-4.584456807260550932e-04,1.401682515461319693e-03,2.354380624648498392e-03
-1.615375811329259692e-04,1.341972837166352820e-03,2.194768551430046309e-03
6.378303930559964218e-06,2.019250922007764619e-03,1.795397672368762671e-03
-2.713643097968350079e-04,2.368084497003786117e-03,2.023889643675215629e-03
-6.692741838858294991e-04,2.278192808546027504e-03,1.777172724512376999e-03
-9.221919395168836102e-04,2.453197451710127912e-03,1.846901562816421040e-03
-1.105382637889475638e-03,2.678069314416621580e-03,1.499336594567416987e-03
-8.134895254791829839e-04,1.763946402422672186e-03,1.282667615796591158e-03
-1.164765422877474255e-03,1.219134121310691066e-03,1.598394191071780737e-03
-2.063404724713873133e-03,9.367510872672047371e-04,2.373725616565229134e-03
-2.581252257123004337e-03,4.020693672581645423e-04,3.476330316774541192e-03
-3.417543151118511684e-03,1.141483060290795788e-03,3.572456169232525892e-03
-3.297145465320777593e-03,1.671949542530846251e-03,2.757954930907277006e-03
-3.541456626425881771e-03,1.246735357963794574e-03,2.962130359829619110e-03
-3.266749462684799543e-03,1.173299559235254719e-03,3.956389104212695157e-03
-3.650843075396161940e-03,1.259756401030076665e-03,4.218990571609895421e-03
-4.129935993048135419e-03,1.538337335071327102e-03,3.725754116672179688e-03
-4.307337857513969179e-03,1.037508725130649673e-03,3.422361614990659159e-03
-4.638275515036031915e-03,1.038096613428730408e-03,4.506163495498660861e-03
-4.249275061880305841e-03,1.374290637669598782e-03,4.164062071102142895e-03
-4.566636976738753899e-03,1.681234291176661975e-03,3.857617145757504841e-03
-4.349115355473162810e-03,1.279673698986692580e-03,3.372734849389350149e-03
-4.345555480706790423e-03,1.316721539279481394e-03,3.437759856734317037e-03
-4.313013559906085127e-03,1.625250651436197478e-03,4.307279421775672343e-03
-4.401584150510708983e-03,2.376410535428734143e-03,5.178100549363987178e-03
-3.667282623049617982e-03,2.025549515325860729e-03,5.146703979947601232e-03
-3.353864296073532248e-03,1.689427862462139539e-03,5.254780448925262110e-03
-3.620576622010866340e-03,1.320008245370884754e-03,4.943472108561522589e-03
-3.656819620000926856e-03,1.168517414802908161e-03,4.684868366279216177e-03
-3.897867409230672524e-03,1.263645396721073400e-03,4.919880318613616133e-03
-4.055196238604188118e-03,1.621204857358220230e-03,4.810035751003591611e-03
-3.920431985667276360e-03,1.455922091369522527e-03,4.900084716778033492e-03
-3.765379849080760684e-03,1.696843711957926604e-03,4.878079711206569774e-03
-2.587216399313873021e-03,1.765250631267081035e-03,4.503436321738879880e-03
-2.233680347454236863e-03,1.823683269762875871e-03,3.992736725187109349e-03
-2.405377991922327905e-03,2.288434531147111317e-03,4.461226276365172494e-03
-1.897818962284939350e-03,2.283875316210391519e-03,4.905927871617764106e-03
-2.132064798337839767e-03,1.286295469364361413e-03,4.940472542409984555e-03
-2.526767547576039274e-03,8.934605973786361420e-04,5.577195355510383354e-03
-2.845599115275044156e-03,1.199564294658006080e-03,5.824463312546083842e-03
-2.186431504544138638e-03,1.343412403481370268e-03,5.725978490827225709e-03
-2.620174554906210245e-03,1.514356275261552389e-03,5.038372509661666332e-03
-2.925562310113644874e-03,9.049618850456408580e-04,5.341208094665295635e-03
