pos_lat (deg),pos_lon (deg),pos_alt (m)
3.099999977900000303e+01,1.209999997790000066e+02,9.951627060000000080e-01
3.099999995939229791e+01,1.209999997790000066e+02,9.951627060000000080e-01
3.100000013978010571e+01,1.209999997790009729e+02,9.951624992717076346e-01
3.100000032016789575e+01,1.209999997789985571e+02,9.951615808484698400e-01
3.100000050055792755e+01,1.209999997789941517e+02,9.951603533873272234e-01
3.100000068095107508e+01,1.209999997789957860e+02,9.951585047690959529e-01
3.100000086134687649e+01,1.209999997790014987e+02,9.951570058139536101e-01
3.100000104174311844e+01,1.209999997790106647e+02,9.951544003674550609e-01
3.100000122213493725e+01,1.209999997790190349e+02,9.951521932765280409e-01
3.100000140252503655e+01,1.209999997790323221e+02,9.951506426004902428e-01
3.100000158291593877e+01,1.209999997790538657e+02,9.951487250614414748e-01
3.100000176329917778e+01,1.209999997790688013e+02,9.951464866690864497e-01
3.100000194369009421e+01,1.209999997790883981e+02,9.951441115193205844e-01
3.100000212408020772e+01,1.209999997790995678e+02,9.951411556029889915e-01
3.100000230446433491e+01,1.209999997791153703e+02,9.951380595989932631e-01
3.100000248484952436e+01,1.209999997791289275e+02,9.951352175329249983e-01
3.100000266523244008e+01,1.209999997791446020e+02,9.951324685532091374e-01
3.100000284561528829e+01,1.209999997791635593e+02,9.951291067601254481e-01
3.100000302600065183e+01,1.209999997791782675e+02,9.951261408490221783e-01
3.100000320638302398e+01,1.209999997791911710e+02,9.951238451980048971e-01
3.100000338675903677e+01,1.209999997791983901e+02,9.951217412194475198e-01
3.100000356714103944e+01,1.209999997792024118e+02,9.951207340035831406e-01
3.100000374752537624e+01,1.209999997792119615e+02,9.951193076481771316e-01
3.100000392790690995e+01,1.209999997792214685e+02,9.951182319219623595e-01
3.100000410828708652e+01,1.209999997792351820e+02,9.951173886358373188e-01
3.100000428866290392e+01,1.209999997792542388e+02,9.951168231661881025e-01
3.100000446903793261e+01,1.209999997792819499e+02,9.951160710102778806e-01
3.100000464941383882e+01,1.209999997793021009e+02,9.951158326114761810e-01
3.100000482979177718e+01,1.209999997793172639e+02,9.951163755049141635e-01
3.100000501017390064e+01,1.209999997793268136e+02,9.951165170690474682e-01
3.100000519055490500e+01,1.209999997793337627e+02,9.951170231878392336e-01
3.100000537093634279e+01,1.209999997793344164e+02,9.951178702258917097e-01
3.100000555131930824e+01,1.209999997793325548e+02,9.951176752056049013e-01
3.100000573170650853e+01,1.209999997793341606e+02,9.951164412109078095e-01
3.100000591209307998e+01,1.209999997793346012e+02,9.951150539921139737e-01
3.100000609246936278e+01,1.209999997793311053e+02,9.951132204140770154e-01
3.100000627284707377e+01,1.209999997793213709e+02,9.951104788731441886e-01
3.100000645322247550e+01,1.209999997793091779e+02,9.951085905372035745e-01
3.100000663359836039e+01,1.209999997793011346e+02,9.951065402803550564e-01
3.100000681397783708e+01,1.209999997792907322e+02,9.951041347715453567e-01
3.100000699435156548e+01,1.209999997792820494e+02,9.951012782603836371e-01
3.100000717472421741e+01,1.209999997792723292e+02,9.950981596285264352e-01
3.100000735510360172e+01,1.209999997792636037e+02,9.950955840915499673e-01
3.100000753548353671e+01,1.209999997792560009e+02,9.950933366301467631e-01
3.100000771585996162e+01,1.209999997792542672e+02,9.950912176550099630e-01
3.100000789623668140e+01,1.209999997792533719e+02,9.950894565859300656e-01
3.100000807660980229e+01,1.209999997792571946e+02,9.950880827859814870e-01
3.100000825698697327e+01,1.209999997792618984e+02,9.950869451632657903e-01
3.100000843736363976e+01,1.209999997792666591e+02,9.950870477142061965e-01
3.100000861774008953e+01,1.209999997792634332e+02,9.950868412151202547e-01
3.100000879812320065e+01,1.209999997792652380e+02,9.950858967480397110e-01
3.100000897850348025e+01,1.209999997792727413e+02,9.950855934698156213e-01
3.100000915888609399e+01,1.209999997792843658e+02,9.950850001888921215e-01
3.100000933926584068e+01,1.209999997792987472e+02,9.950839511283454675e-01
3.100000951964115714e+01,1.209999997793131001e+02,9.950823774862500581e-01
3.100000970001626754e+01,1.209999997793276520e+02,9.950812526817705006e-01
3.100000988039261429e+01,1.209999997793387649e+02,9.950800298696014234e-01
3.100001006077101096e+01,1.209999997793441082e+02,9.950790235152064955e-01
3.100001024114764547e+01,1.209999997793473767e+02,9.950778018772356015e-01
3.100001042152261377e+01,1.209999997793543116e+02,9.950768720868088391e-01
3.100001060190012225e+01,1.209999997793621844e+02,9.950758658351899211e-01
3.100001078227269247e+01,1.209999997793736810e+02,9.950743041746499262e-01
3.100001096264498912e+01,1.209999997793847513e+02,9.950732147928355031e-01
3.100001114301737459e+01,1.209999997794017901e+02,9.950715236875221636e-01
3.100001132338213239e+01,1.209999997794222821e+02,9.950705561227359830e-01
3.100001150374563252e+01,1.209999997794455311e+02,9.950693102399853496e-01
3.100001168411318986e+01,1.209999997794740381e+02,9.950675125768977392e-01
3.100001186448285040e+01,1.209999997795012803e+02,9.950655009178995813e-01
3.100001204485099393e+01,1.209999997795387685e+02,9.950633371712741537e-01
3.100001222522154976e+01,1.209999997795840017e+02,9.950614307008230908e-01
3.100001240559658555e+01,1.209999997796328586e+02,9.950595070406254017e-01
3.100001258596921971e+01,1.209999997796836197e+02,9.950572290507979645e-01
3.100001276635152792e+01,1.209999997797403068e+02,9.950547815903029170e-01
3.100001294673704422e+01,1.209999997797943792e+02,9.950522729975616043e-01
3.100001312712763379e+01,1.209999997798447566e+02,9.950495559263231593e-01
3.100001330751891260e+01,1.209999997798911693e+02,9.950459635298759542e-01
3.100001348791537126e+01,1.209999997799343703e+02,9.950418664515142675e-01
3.100001366830663585e+01,1.209999997799838383e+02,9.950367562136389621e-01
3.100001384870500587e+01,1.209999997800381806e+02,9.950309356662888627e-01
3.100001402911193082e+01,1.209999997800953793e+02,9.950256960504713089e-01
3.100001420951963382e+01,1.209999997801585607e+02,9.950200461650406947e-01
3.100001438993015412e+01,1.209999997802239307e+02,9.950144860161515004e-01
3.100001457034196761e+01,1.209999997802920007e+02,9.950084172118439652e-01
3.100001475076216195e+01,1.209999997803590475e+02,9.950022815865152692e-01
3.100001493118973173e+01,1.209999997804234653e+02,9.949959622358008904e-01
3.100001511161855206e+01,1.209999997804872862e+02,9.949900793006224431e-01
3.100001529204501338e+01,1.209999997805584684e+02,9.949845664086935937e-01
3.100001547247237710e+01,1.209999997806198735e+02,9.949789861599664942e-01
3.100001565289381489e+01,1.209999997806784933e+02,9.949734472325095780e-01
3.100001583331118482e+01,1.209999997807411916e+02,9.949680998364227591e-01
3.100001601372805027e+01,1.209999997808129706e+02,9.949618908849025001e-01
3.100001619414718235e+01,1.209999997808891266e+02,9.949552469684899147e-01
3.100001637456638548e+01,1.209999997809678547e+02,9.949490581996258687e-01
3.100001655499443842e+01,1.209999997810453749e+02,9.949421859811686808e-01
3.100001673542142555e+01,1.209999997811158607e+02,9.949352776114345209e-01
