ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
3.599210081896337624e-03,-1.804056837417831267e-05,-2.121789395975046816e-03
3.599210075215516797e-03,-1.804056837367837350e-05,-2.121789407307783214e-03
3.599210068534694669e-03,-1.804056837317843433e-05,-2.121789418640519179e-03
3.599210061853873408e-03,-1.804056837267849515e-05,-2.121789429973255144e-03
3.599210055173051714e-03,-1.804056837217855936e-05,-2.121789441305991977e-03
3.599210048492230453e-03,-1.804056837167861341e-05,-2.121789452638727508e-03
3.599210041811409626e-03,-1.804056837117867763e-05,-2.121789463971463473e-03
3.599210035130587498e-03,-1.804056837067874184e-05,-2.121789475304199438e-03
3.599210028449765803e-03,-1.804056837017879928e-05,-2.121789486636935836e-03
3.599210021768943675e-03,-1.804056836967886349e-05,-2.121789497969671801e-03
3.599210015088122848e-03,-1.804056836917892093e-05,-2.121789509302407332e-03
3.599210008407300720e-03,-1.804056836867898176e-05,-2.121789520635143731e-03
3.599210001726479025e-03,-1.804056836817904597e-05,-2.121789531967879696e-03
3.599209995045656897e-03,-1.804056836767910341e-05,-2.121789543300615661e-03
3.599209988364835203e-03,-1.804056836717916423e-05,-2.121789554633352493e-03
3.599209981684013075e-03,-1.804056836667922845e-05,-2.121789565966087591e-03
3.599209975003191380e-03,-1.804056836617928927e-05,-2.121789577298823556e-03
3.599209968322369686e-03,-1.804056836567935010e-05,-2.121789588631559521e-03
3.599209961641547557e-03,-1.804056836517941093e-05,-2.121789599964295052e-03
3.599209954960725863e-03,-1.804056836467947175e-05,-2.121789611297031451e-03
3.599209948279903735e-03,-1.804056836417952919e-05,-2.121789622629766982e-03
3.599209941599082040e-03,-1.804056836367959001e-05,-2.121789633962502947e-03
3.599209934918259478e-03,-1.804056836317965423e-05,-2.121789645295238478e-03
3.599209928237437350e-03,-1.804056836267971505e-05,-2.121789656627974009e-03
3.599209921556614789e-03,-1.804056836217977588e-05,-2.121789667960709974e-03
3.599209914875792660e-03,-1.804056836167983671e-05,-2.121789679293445505e-03
3.599209908194970966e-03,-1.804056836117990092e-05,-2.121789690626181470e-03
3.599209901514148404e-03,-1.804056836067995497e-05,-2.121789701958917002e-03
3.599209894833326276e-03,-1.804056836018001918e-05,-2.121789713291652966e-03
3.599209888152503714e-03,-1.804056835968008001e-05,-2.121789724624388064e-03
3.599209881471681152e-03,-1.804056835918014083e-05,-2.121789735957123595e-03
3.599209874790859024e-03,-1.804056835868020505e-05,-2.121789747289859560e-03
