ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-2.037100818091159725e-04,-9.794032921682363835e+00
0.000000000000000000e+00,-2.037100832565334892e-04,-9.794032921877448672e+00
0.000000000000000000e+00,-2.037100847039510331e-04,-9.794032922072526404e+00
0.000000000000000000e+00,-2.037100861513684957e-04,-9.794032922267609464e+00
0.000000000000000000e+00,-2.037100875987859583e-04,-9.794032922462688973e+00
0.000000000000000000e+00,-2.037100890462034751e-04,-9.794032922657770257e+00
0.000000000000000000e+00,-2.037100904936209919e-04,-9.794032922852851542e+00
0.000000000000000000e+00,-2.037100919410384544e-04,-9.794032923047932826e+00
0.000000000000000000e+00,-2.037100933884559441e-04,-9.794032923243014110e+00
0.000000000000000000e+00,-2.037100948358734067e-04,-9.794032923438095395e+00
0.000000000000000000e+00,-2.037100962832908422e-04,-9.794032923633174903e+00
0.000000000000000000e+00,-2.037100977307083048e-04,-9.794032923828257964e+00
0.000000000000000000e+00,-2.037100991781257944e-04,-9.794032924023337472e+00
0.000000000000000000e+00,-2.037101006255432570e-04,-9.794032924218422309e+00
0.000000000000000000e+00,-2.037101020729606925e-04,-9.794032924413501817e+00
0.000000000000000000e+00,-2.037101035203782093e-04,-9.794032924608584878e+00
0.000000000000000000e+00,-2.037101049677956177e-04,-9.794032924803664386e+00
0.000000000000000000e+00,-2.037101064152131073e-04,-9.794032924998743894e+00
0.000000000000000000e+00,-2.037101078626304886e-04,-9.794032925193823402e+00
0.000000000000000000e+00,-2.037101093100479783e-04,-9.794032925388902910e+00
0.000000000000000000e+00,-2.037101107574654138e-04,-9.794032925583987748e+00
0.000000000000000000e+00,-2.037101122048828221e-04,-9.794032925779069032e+00
0.000000000000000000e+00,-2.037101136523002305e-04,-9.794032925974150317e+00
0.000000000000000000e+00,-2.037101150997176660e-04,-9.794032926169228048e+00
0.000000000000000000e+00,-2.037101165471351014e-04,-9.794032926364312885e+00
0.000000000000000000e+00,-2.037101179945524827e-04,-9.794032926559394170e+00
0.000000000000000000e+00,-2.037101194419699182e-04,-9.794032926754473678e+00
0.000000000000000000e+00,-2.037101208893873536e-04,-9.794032926949554962e+00
0.000000000000000000e+00,-2.037101223368047620e-04,-9.794032927144636247e+00
0.000000000000000000e+00,-2.037101237842221162e-04,-9.794032927339721084e+00
0.000000000000000000e+00,-2.037101252316395245e-04,-9.794032927534798816e+00
0.000000000000000000e+00,-2.037101266790569329e-04,-9.794032927729880100e+00
0.000000000000000000e+00,-2.037101281264743142e-04,-9.794032927924963161e+00
0.000000000000000000e+00,-2.037101295738916954e-04,-9.794032928120046222e+00
0.000000000000000000e+00,-2.037101310213090767e-04,-9.794032928315127506e+00
0.000000000000000000e+00,-2.037101324687264851e-04,-9.794032928510203462e+00
0.000000000000000000e+00,-2.037101339161438121e-04,-9.794032928705286523e+00
0.000000000000000000e+00,-2.037101353635612205e-04,-9.794032928900366031e+00
0.000000000000000000e+00,-2.037101368109786018e-04,-9.794032929095449092e+00
0.000000000000000000e+00,-2.037101382583959017e-04,-9.794032929290528600e+00
0.000000000000000000e+00,-2.037101397058132830e-04,-9.794032929485609884e+00
0.000000000000000000e+00,-2.037101411532306642e-04,-9.794032929680692945e+00
0.000000000000000000e+00,-2.037101426006479913e-04,-9.794032929875772453e+00
0.000000000000000000e+00,-2.037101440480653454e-04,-9.794032930070855514e+00
0.000000000000000000e+00,-2.037101454954826725e-04,-9.794032930265936798e+00
0.000000000000000000e+00,-2.037101469429000267e-04,-9.794032930461018083e+00
0.000000000000000000e+00,-2.037101483903174079e-04,-9.794032930656099367e+00
0.000000000000000000e+00,-2.037101498377347350e-04,-9.794032930851180652e+00
0.000000000000000000e+00,-2.037101512851520891e-04,-9.794032931046261936e+00
0.000000000000000000e+00,-2.037101527325693620e-04,-9.794032931241341444e+00
0.000000000000000000e+00,-2.037101541799866619e-04,-9.794032931436424505e+00
0.000000000000000000e+00,-2.037101556274040161e-04,-9.794032931631504013e+00
0.000000000000000000e+00,-2.037101570748213160e-04,-9.794032931826587074e+00
0.000000000000000000e+00,-2.037101585222386431e-04,-9.794032932021664806e+00
