ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.712000000000000188e+00,0.000000000000000000e+00,0.000000000000000000e+00
