q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999807567264e-01,3.690437148056521061e-07,5.748623376905578586e-06,2.302982292597329271e-06
9.999999999326512068e-01,-3.321635427241590702e-06,1.070793048931160771e-05,3.000765795016256934e-06
9.999999998817433733e-01,-7.644164357172221911e-06,1.333638278080285734e-05,-4.699189702678463608e-07
9.999999998287600889e-01,-9.175079530684405701e-06,1.595584300737384352e-05,1.925797821396445178e-06
9.999999997182568157e-01,-8.399753688386619039e-06,2.151180870362502258e-05,5.492968212810464058e-06
9.999999997445307987e-01,-1.132044470369869558e-05,1.955972169779619015e-05,-4.511135173448078630e-07
9.999999996644358680e-01,-1.471319423085085099e-05,2.125125063399857487e-05,1.741977263502068201e-06
9.999999996571423688e-01,-9.127058766787776178e-06,2.445253175638553264e-05,-2.117950374692708696e-06
9.999999997080871728e-01,-1.091539953037319966e-05,1.920493191828186004e-05,-9.790312062175556915e-06
9.999999996221456966e-01,-1.459785564100198624e-05,1.778068017432531925e-05,-1.504853773669883488e-05
9.999999996469040031e-01,-1.420255388613843736e-05,1.620552577319558531e-05,-1.555185591222989943e-05
9.999999995284991616e-01,-1.925095776825859673e-05,1.606050667065357196e-05,-1.773307750262310498e-05
9.999999995108527218e-01,-1.549461896272287382e-05,2.064085853451675252e-05,-1.766823014462670503e-05
9.999999996466131247e-01,-1.315064969619244058e-05,1.789746332939748760e-05,-1.461214927024920687e-05
9.999999997586439537e-01,-1.560440777507578571e-05,1.248520160496808815e-05,-9.128772933408234010e-06
9.999999998129649459e-01,-1.344173982780662115e-05,1.284062835677733514e-05,-5.339290129244743334e-06
9.999999998141521074e-01,-8.537625251886449219e-06,1.676401272113677360e-05,-4.215737306979828811e-06
9.999999996818479397e-01,-1.531562605397584708e-05,1.818840443131424656e-05,-8.421259080813651334e-06
9.999999997126668427e-01,-1.211442327464024673e-05,1.780834146413191933e-05,-1.052472643027175840e-05
9.999999995023164390e-01,-1.777819000793540237e-05,2.369568394209846797e-05,-1.085438562210208731e-05
