q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999888530278e-01,-1.015060579088210085e-06,-4.433915892820029182e-06,-1.266554762905372221e-06
9.999999999953042007e-01,-5.581097635295360407e-07,-2.984157989692882817e-06,-4.183010341731570120e-07
9.999999999666268069e-01,2.403697897484669134e-06,-3.454411412096044021e-06,-7.002556956645084002e-06
9.999999999943968154e-01,2.965751943287564613e-06,1.425109381403928796e-06,-6.161451613328944743e-07
9.999999999925432981e-01,-2.271544046413354708e-06,3.122353134044657261e-06,-6.644585953644443108e-08
9.999999999819626506e-01,-5.704690908538293927e-06,4.958625084968963539e-07,1.812585626244945804e-06
9.999999999622021241e-01,-7.500015066490529905e-06,1.244015717133776168e-06,4.218772371732999438e-06
9.999999999164567166e-01,-1.079846601198420197e-05,6.928204038073653369e-06,1.574671004119112943e-06
9.999999999092241687e-01,-1.228133070805511437e-05,5.249214872002954685e-06,-1.779430150452476697e-06
9.999999998667413736e-01,-1.241712303517352900e-05,8.921442647951390847e-06,5.721877050194315904e-06
9.999999999344073576e-01,-1.036000192166503055e-05,4.676928434887858746e-06,1.407809243107258576e-06
9.999999999197806133e-01,-1.181974864907420122e-05,-1.073241783774982422e-06,4.425007596202185081e-06
9.999999999522081184e-01,-8.034000629291809760e-06,3.606513533729047158e-06,4.246391399945145139e-06
9.999999999839148668e-01,-4.627703002667823067e-06,2.482403593619204753e-06,2.143001427238317220e-06
9.999999999837754228e-01,-1.537427070903190844e-06,-1.329825623933251632e-06,5.321380761686560414e-06
9.999999999797414274e-01,-5.887646041264499387e-06,2.203352421590972387e-06,-9.989126512033153538e-07
9.999999999561921538e-01,-7.582335991898933226e-06,4.471570759586433108e-06,-3.182621053289276424e-06
9.999999999500899239e-01,-3.949148052754850613e-06,2.964034433990793695e-06,-8.685566202652614652e-06
9.999999999467659162e-01,-9.400681782957352034e-06,4.204593786427735182e-06,-6.455937937872196568e-07
9.999999999237031423e-01,-8.444747940652025273e-06,8.911488108176635796e-06,-1.365683410384171230e-06
9.999999998970283688e-01,-7.813376279046850713e-06,1.194940580806503540e-05,1.451246359812278447e-06
9.999999998141045898e-01,-1.445665530975676591e-05,1.275887820114025590e-05,-8.440288273997069612e-08
9.999999997729716039e-01,-1.295809794310340104e-05,1.560303559875243388e-05,6.533740581151161020e-06
9.999999997252473349e-01,-1.407318199123660743e-05,8.534792727854122177e-06,1.669156199067602797e-05
9.999999998065467466e-01,-1.025310789053443265e-05,7.629602009618783570e-06,1.495223053943242016e-05
9.999999998090447484e-01,-6.666712835174896342e-06,4.444982458516516779e-06,1.782435424471730097e-05
9.999999998607087548e-01,-6.796555537453010409e-06,3.223963185383678963e-06,1.489950650292030501e-05
9.999999997949013952e-01,-1.956920505166715998e-06,8.115568269679311793e-06,1.845277916251224589e-05
9.999999998783347666e-01,8.722860725670697940e-07,1.018820754618599507e-05,1.178006152991365016e-05
9.999999998303729098e-01,6.180308603460836652e-06,1.476884182457091635e-05,9.107085370482170637e-06
9.999999999132810347e-01,7.493309408857075514e-06,7.168283435204405769e-06,8.118125611275916836e-06
9.999999998412587576e-01,9.959072416408358783e-06,1.191658620456097118e-05,8.734674251283003314e-06
