Yaw (deg),Pitch (deg),Roll (deg)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.405328213841426400e-04,-4.692101208907262645e-04,-2.705020573272026024e-04
1.275932171421350389e-04,-3.635133379391042454e-05,3.423734088841847399e-04
-7.992548658640652768e-06,-8.504086707650968479e-05,6.552424019586232861e-04
-8.386875745552910006e-04,-1.279125659685852482e-03,1.213471020063224774e-03
-1.569100561805758087e-03,-1.486294078930607259e-03,1.249648430070162547e-03
-1.466772404904662834e-03,-9.498189103990696677e-04,1.187258822601786881e-03
-1.087792900430063379e-03,-1.133660534645437390e-03,6.922330768377652063e-04
-1.760744039337851837e-03,-1.324530147973332567e-03,2.095739030532511524e-03
-1.397185894895850138e-03,-1.641267864869419644e-03,2.555651900204207114e-03
-1.145758065165987383e-03,-1.749868197309109499e-03,2.624874530836030645e-03
-1.323745111487480359e-03,-2.269381141249685561e-03,2.178475686872922285e-03
-1.316589361906265977e-03,-2.712594851007789441e-03,1.743061668090090804e-03
-1.371896113906990013e-03,-2.417188434542596586e-03,1.346140036506576418e-03
-2.162604544474003906e-03,-2.469438463722993179e-03,9.202434957046280121e-04
-1.966985228777323128e-03,-2.157951893940171853e-03,7.121265199173447370e-04
-1.666976368776823883e-03,-1.933861801968368710e-03,8.305442782851796312e-04
-1.491942678458574485e-03,-1.909469446313697165e-03,1.056591844367543286e-03
-1.865341612534471023e-03,-1.255257437242274145e-03,7.763139472300664571e-04
-1.686692488208472182e-03,-9.395403323411732378e-04,3.771580179072980907e-04
-1.953521487487079079e-03,-6.624405485933528535e-04,3.688042552585929371e-04
-2.357440785266544641e-03,-3.429642332924648460e-04,9.739572930955165114e-04
-2.473213744573629028e-03,-4.276766367722521041e-04,1.156906509456909248e-03
-2.809057737151894867e-03,7.289756772038946111e-04,6.628404114210619761e-04
-2.338024697322485523e-03,8.123944559102798261e-05,2.763064884220936567e-04
-2.324229632550072356e-03,1.327040341671625705e-04,5.156805789862688909e-04
-2.098454921379512648e-03,-9.034085072236038786e-05,6.425415404461290924e-04
-2.266927378360384434e-03,1.915141289985173494e-04,6.375949647254162327e-05
-2.962428994786185307e-03,-1.916921278366078363e-05,-5.047657748023065246e-04
-2.778390356258639282e-03,1.292158844857577626e-04,-9.021045520360801862e-04
-2.826265088859009240e-03,-7.628037634115629635e-04,-1.404855943831836030e-03
-2.287877215054065928e-03,-7.284617957541174565e-04,-1.379308833479902597e-03
-2.390739162625476685e-03,-8.425450583596340651e-04,-1.047320292678545700e-03
-3.099887549540120395e-03,-1.721418931692602142e-03,-8.778464480473837511e-04
-3.020103149917423638e-03,-1.255264918768035686e-03,-1.082540703807636194e-03
-3.767686725783285159e-03,-9.333429194478461838e-04,-1.291604576300442063e-03
-3.516387833623128151e-03,-9.816950247765290124e-04,-9.707898044053710944e-04
-3.817784499936908993e-03,-1.262992275791366848e-03,-8.993231615486928753e-04
-3.317359854867757505e-03,-7.668816765050797844e-04,-9.732795863507734532e-04
-2.993821620675413651e-03,-6.628098187309804622e-04,-1.946842145438204726e-03
-3.266702377694036003e-03,-4.003958123295799088e-04,-2.039985316983843923e-03
-2.951010987894195706e-03,-4.243138034616079565e-04,-1.807524373490446926e-03
-2.488511109597306599e-03,2.427833340147798067e-04,-1.697156169803515878e-03
-2.097821601339892959e-03,5.284286751687882313e-04,-1.535943780721821294e-03
-2.720154691495667819e-03,6.699603202182790197e-04,-2.199200612506828790e-03
-2.687146337738948419e-03,6.506105574952010789e-04,-1.662987306709218889e-03
-2.819067718702623210e-03,7.326963893130575061e-04,-1.657474355422775556e-03
-2.353283827253603577e-03,1.300811564021049508e-03,-2.310494403010418616e-03
-2.984090077306006655e-03,1.263645724336554584e-03,-2.300012548703875889e-03
-2.928371803326431343e-03,1.281265496588746000e-03,-2.948708323147939802e-03
