pos_lat (deg),pos_lon (deg),pos_alt (m)
3.090668799999999905e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090668818039493004e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.090668836078947024e+01,1.200000000000076739e+02,-1.127121637875643582e-07
3.090668854118507625e+01,1.200000000000256648e+02,5.207828661681933495e-08
3.090668872158109082e+01,1.200000000000438263e+02,5.215531693485859962e-07
3.090668890197287411e+01,1.200000000000621299e+02,6.353732978396444905e-07
3.090668908237244494e+01,1.200000000000733280e+02,5.909158709258659864e-07
3.090668926276906703e+01,1.200000000000912905e+02,6.170856717740102322e-07
3.090668944316475475e+01,1.200000000001093241e+02,-1.821186097857115492e-08
3.090668962355390548e+01,1.200000000001218723e+02,-1.767863065065684021e-06
3.090668980394068655e+01,1.200000000001306546e+02,-3.847912924191827462e-06
3.090668998432418491e+01,1.200000000001460450e+02,-5.372847864108706117e-06
3.090669016470964436e+01,1.200000000001628564e+02,-6.312846218190435543e-06
3.090669034509847890e+01,1.200000000001680007e+02,-6.910436792604792107e-06
3.090669052549319318e+01,1.200000000001714398e+02,-7.449638807204484404e-06
3.090669070588494804e+01,1.200000000001750209e+02,-8.077046626449616381e-06
3.090669088627655015e+01,1.200000000001798099e+02,-9.418944406028181715e-06
3.090669106667102994e+01,1.200000000001885070e+02,-1.074712890311364420e-05
3.090669124706360904e+01,1.200000000001981562e+02,-1.145432702699321576e-05
3.090669142745994691e+01,1.200000000002009699e+02,-1.211150451768677789e-05
3.090669160785470382e+01,1.200000000002031442e+02,-1.327279155928337803e-05
3.090669178824472141e+01,1.200000000002112301e+02,-1.449289436146221143e-05
3.090669196862805990e+01,1.200000000002244605e+02,-1.614425974513060627e-05
3.090669214901080153e+01,1.200000000002429914e+02,-1.811387194950424560e-05
3.090669232939545452e+01,1.200000000002639240e+02,-1.925321220102519781e-05
3.090669250977724047e+01,1.200000000002905125e+02,-2.024337091555280808e-05
3.090669269015895892e+01,1.200000000003211227e+02,-2.074978087541375625e-05
3.090669287053605530e+01,1.200000000003490328e+02,-2.109107879718575477e-05
3.090669305091190466e+01,1.200000000003734897e+02,-2.187355304225826861e-05
3.090669323128472001e+01,1.200000000003915801e+02,-2.286129069536782215e-05
3.090669341166609030e+01,1.200000000004135927e+02,-2.501092713057016462e-05
3.090669359204062516e+01,1.200000000004216787e+02,-2.724053335397004890e-05
3.090669377241938420e+01,1.200000000004286846e+02,-2.959700907619686742e-05
3.090669395279014253e+01,1.200000000004354206e+02,-3.181431046227313562e-05
3.090669413316649639e+01,1.200000000004482672e+02,-3.432035182672192749e-05
3.090669431354054097e+01,1.200000000004594654e+02,-3.628914821402130135e-05
3.090669449391231538e+01,1.200000000004673808e+02,-3.811967345664170256e-05
3.090669467428728368e+01,1.200000000004787779e+02,-3.991632057096357539e-05
3.090669485465791411e+01,1.200000000004841922e+02,-4.210774820682149978e-05
3.090669503503165672e+01,1.200000000004973089e+02,-4.525178146701757927e-05
3.090669521540276321e+01,1.200000000005087770e+02,-4.819113116792288410e-05
3.090669539577691083e+01,1.200000000005287006e+02,-5.154730208791312852e-05
3.090669557614254614e+01,1.200000000005535412e+02,-5.507518143234403976e-05
3.090669575651065060e+01,1.200000000005732232e+02,-5.849766773756450680e-05
3.090669593687793082e+01,1.200000000005941416e+02,-6.162864404219052321e-05
