q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999671858042e-01,8.011685949051015575e-06,1.146223509025677777e-06,-3.570620970054463482e-07
9.999999999283181173e-01,1.133641438017963416e-05,-1.666799299337414060e-06,-3.474370310518565655e-06
9.999999998783667410e-01,1.479958861424836629e-05,4.852640337753848338e-06,-8.309230034709039101e-07
9.999999998536327483e-01,1.708163098034825019e-05,8.443777512281452429e-07,-4.893285206130623629e-07
9.999999998500977982e-01,1.667294456819667169e-05,-7.614462136822355467e-07,4.608403509683338453e-06
9.999999997997820467e-01,1.883167513966514466e-05,-6.494827767423433978e-06,1.902998934157490932e-06
9.999999997607560420e-01,2.092521805582223940e-05,-5.889266977033975814e-06,2.437124449819919416e-06
9.999999997299701127e-01,2.286931449977278280e-05,-4.097422584116333744e-06,5.152836355344318346e-07
9.999999996987236628e-01,2.364684611221576967e-05,-5.721190550022303420e-06,3.263028413209406851e-06
9.999999998366111420e-01,1.692100507878996777e-05,-3.763115307738961456e-06,5.127958706395487087e-06
9.999999997831208187e-01,2.065816854179736460e-05,2.635090667093165264e-06,2.338965677624596035e-07
9.999999997097411830e-01,2.250729482176559942e-05,2.942403651253342253e-06,8.079706327112431437e-06
9.999999997635018456e-01,1.975194007346672758e-05,5.679612467152411108e-06,7.113298094903445564e-06
9.999999997738022728e-01,2.079971539116366510e-05,3.987566028968326116e-06,1.966387704244252754e-06
9.999999997487307724e-01,2.197084045191090439e-05,3.152877516164739109e-06,3.143223321804611877e-06
9.999999998180536531e-01,1.761024260828180442e-05,1.511360388238352246e-06,7.175511956996789130e-06
9.999999998233329856e-01,1.828820323357804986e-05,-3.496247026520685335e-06,2.579175461258185426e-06
9.999999998624981012e-01,1.508092407433356388e-05,-5.319350792890248208e-06,4.390220645206639773e-06
9.999999998993127637e-01,1.320089240210886519e-05,-4.079492301670216082e-06,3.235503297869632398e-06
9.999999998108733967e-01,1.641163959697829487e-05,-7.564831647560846034e-06,7.189197660201900583e-06
9.999999998121158473e-01,1.161985871688539176e-05,-1.533129706410437353e-05,2.387141963702774607e-06
9.999999998443748206e-01,9.646661281837265757e-06,-1.224710125148009193e-05,8.258368851266447951e-06
9.999999997489292802e-01,1.244633803798927558e-05,-1.629007745588391547e-05,9.047838619532617301e-06
9.999999997251972639e-01,1.347884428110597020e-05,-1.725189350604544575e-05,8.384406156766820224e-06
9.999999998568868120e-01,9.359767259641244252e-06,-1.365284756054732697e-05,3.495850409710892155e-06
9.999999997846650279e-01,9.898308687935885452e-06,-1.638297446342383909e-05,8.018207418611281829e-06
9.999999998353606978e-01,6.976325317768602627e-06,-1.598990180682892506e-05,4.993251928730268834e-06
9.999999996606884212e-01,1.065531868805001338e-05,-1.842068484045050267e-05,1.502550467816161790e-05
9.999999996225610310e-01,1.241818119253652880e-05,-1.956190549239795882e-05,1.476478579699165218e-05
9.999999996983778283e-01,1.222320212043864807e-05,-1.766148209711811872e-05,1.191257971645083561e-05
9.999999996528635693e-01,1.314955460567786759e-05,-1.788373862802064931e-05,1.419626412150862773e-05
9.999999996080447540e-01,1.580626914000840007e-05,-1.932544610984938426e-05,1.267278507308267591e-05
9.999999995659050178e-01,1.372888012313790624e-05,-2.119965937623419412e-05,1.517505254135071514e-05
9.999999993130790354e-01,1.826689008482041112e-05,-2.694319623509791681e-05,1.772644490563830366e-05
9.999999991392144461e-01,2.060046455023191328e-05,-3.126541304534987575e-05,1.787919967383551313e-05
9.999999990283364726e-01,2.241485706624053809e-05,-3.441916619876288561e-05,1.600695014321161541e-05
9.999999990103815017e-01,1.754325131172677069e-05,-3.884521811088149300e-05,1.274835086485473867e-05
9.999999992087513778e-01,1.200245930508794059e-05,-3.625926631142680184e-05,1.112221149131296202e-05
9.999999994102318768e-01,1.293944121954550432e-05,-3.066652046112590532e-05,8.465912538011483303e-06
9.999999993748506233e-01,1.279616225569583541e-05,-3.233148087534709603e-05,6.421242275483897819e-06
9.999999991871686422e-01,1.496364162363694260e-05,-3.724995823943943199e-05,3.767301724251967975e-06
9.999999992832848683e-01,1.719327621819352343e-05,-3.238914858423016309e-05,9.421502107142938972e-06
9.999999990981681686e-01,1.840715360218543644e-05,-3.729189912985990027e-05,8.611308296630443718e-06
9.999999990227265156e-01,1.665257923424333931e-05,-4.064768812971620540e-05,5.000414091310745039e-06
9.999999991220278606e-01,1.886015143118630486e-05,-3.687231643022065107e-05,6.377407604204228299e-06
9.999999991948200773e-01,1.684189893157074191e-05,-3.596845528962304477e-05,5.742874366314212035e-06
9.999999991320169812e-01,1.290422190377277398e-05,-3.792259962514149844e-05,1.145964647132426883e-05
9.999999988958049313e-01,1.086953907441821060e-05,-4.424376371245060998e-05,1.152096657489352190e-05
9.999999989720729232e-01,1.125624246499424282e-05,-4.358321541494288823e-05,5.445592442941914519e-06
