Yaw (deg),Pitch (deg),Roll (deg)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.091525004854230046e-05,1.313478666960632261e-04,9.180715364421177362e-04
-3.981356757613795073e-04,-1.909966168750017353e-04,1.299058061225470077e-03
-9.520853276013921428e-05,5.560730308064731767e-04,1.695907470321120344e-03
-5.607126525083323267e-05,9.675952072301806286e-05,1.957410677498063432e-03
5.280826879222649730e-04,-8.726411344501162784e-05,1.910578309588702346e-03
2.180535991453361351e-04,-7.442565459258711300e-04,2.157949597277078642e-03
2.792597686007024693e-04,-6.748661281408302893e-04,2.397851715553239380e-03
5.903641729241344176e-05,-4.695313921493361980e-04,2.620630160741571190e-03
3.739000100550868982e-04,-6.556089863522012113e-04,2.709726823179859322e-03
5.876134860216272000e-04,-4.312311929768975556e-04,1.939002141091654202e-03
2.680881026829586041e-05,3.019585939613541790e-04,2.367251810650004926e-03
9.258737331735817592e-04,3.371537828431978479e-04,2.579148727526629509e-03
8.151367736668445069e-04,6.508195468567192681e-04,2.263410236597325920e-03
2.253409368872435743e-04,4.569367210510690220e-04,2.383472712722021786e-03
3.601947986461750051e-04,3.612852362994196280e-04,2.517673996352306435e-03
8.222561517483496134e-04,1.731746630307637888e-04,2.017986398092037024e-03
2.955444100709113788e-04,-4.006458025523170667e-04,2.095672687149446965e-03
5.030730355508490886e-04,-6.095602872369294302e-04,1.728143925284454001e-03
3.707551960225454824e-04,-4.674802772226592604e-04,1.512709328449943344e-03
8.238071413067128267e-04,-8.668793723929776526e-04,1.880629135720581239e-03
2.735259051152794866e-04,-1.756840410983777790e-03,1.331533532707418954e-03
9.463258235957700644e-04,-1.403423554895605373e-03,1.105414365997246058e-03
1.036782699929834342e-03,-1.866718276625413181e-03,1.426228390837045324e-03
9.607555267500415743e-04,-1.976934323093414072e-03,1.544545205413137270e-03
4.005803053002449272e-04,-1.564504836555687117e-03,1.072544853451567375e-03
9.188003064329633126e-04,-1.877359679934238138e-03,1.134247571725125478e-03
5.721717405563617924e-04,-1.832311768475840350e-03,7.994188455655754392e-04
1.721773515236205707e-03,-2.110873340243302806e-03,1.220977864229419842e-03
1.691891987108652034e-03,-2.241650258189106359e-03,1.422985646644742619e-03
1.365056344290239239e-03,-2.023873453693869617e-03,1.400651678508751073e-03
1.626745091007859205e-03,-2.049346881654646492e-03,1.506798870612841316e-03
1.452159195894437782e-03,-2.214555952059516289e-03,1.811236959784645563e-03
1.738899578496270765e-03,-2.429325892021383815e-03,1.573176913136746036e-03
2.031244561363095957e-03,-3.087499966652494654e-03,2.093176685705664102e-03
2.048731561079057597e-03,-3.582794630056839857e-03,2.360575295979302872e-03
1.834172967574665154e-03,-3.944187029086132848e-03,2.568490287272430766e-03
1.460775312864492871e-03,-4.451359732228503743e-03,2.010251775519412368e-03
1.274461686767401581e-03,-4.155021153398573419e-03,1.375334313724483433e-03
9.700766468027153915e-04,-3.514136942517004283e-03,1.482720994085248234e-03
7.357727556399792880e-04,-3.704924215070636278e-03,1.466308394585348488e-03
4.316371059900460730e-04,-4.268537248614596991e-03,1.714690945138639495e-03
1.079560803140286506e-03,-3.711541594016908637e-03,1.970169361598069109e-03
9.867045849011209496e-04,-4.273355024315976698e-03,2.109267633928249910e-03
5.729276820941992497e-04,-4.657891496187391463e-03,1.908221729713699714e-03
7.307173923039692346e-04,-4.225270007708704055e-03,2.161187214279609858e-03
6.580155111735107136e-04,-4.121692451036858620e-03,1.929915789036111551e-03
1.313122681076426060e-03,-4.345626759314548740e-03,1.478665109954420236e-03
1.320150416984317270e-03,-5.069976212038630921e-03,1.245499021171197129e-03
6.239627129008218582e-04,-4.994275627070512112e-03,1.289843179772026411e-03
