vel_x (m/s),vel_y (m/s),vel_z (m/s)
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000013414599269179e+00,1.887946342000320106e-05,3.843697342003422047e-06
2.000010557609245954e+00,2.077932200064446969e-05,4.569230041060867703e-05
2.000017561437224423e+00,3.902650853212285349e-06,4.660938771182111085e-05
2.000027092607814527e+00,-7.335820531510728012e-06,8.264861335851523541e-05
2.000041962939234086e+00,-2.040282042840385569e-05,8.069290003657993897e-05
2.000032056451285456e+00,-1.396023240593026357e-05,8.378234380185118333e-05
2.000047847679978563e+00,-2.270061565317243378e-05,8.066112953915881084e-05
2.000054354182798644e+00,-2.214741093803628815e-05,6.204490365655120337e-05
2.000036147998418556e+00,-5.630005208656387570e-06,7.676417878259959057e-05
2.000029806666168142e+00,-1.793387807759255241e-05,5.984101927617367330e-05
2.000057150228351954e+00,-1.533243072350097902e-05,4.550666807486500873e-05
2.000048829905092695e+00,-1.831027728665975124e-05,4.423373638216148064e-05
2.000038067367973404e+00,-3.073478092269370568e-05,3.183140758104884769e-05
2.000041962400346041e+00,-2.403150661042514051e-06,5.070090575419994013e-05
2.000051029380017997e+00,-2.076784312866821348e-05,3.076151950658872049e-05
2.000037408406003969e+00,-4.783818716019280553e-05,4.173482262657944879e-05
2.000013283484433746e+00,-5.459235015950213073e-05,2.915962740745455884e-05
2.000032945642264526e+00,-5.777190693742920938e-05,4.743241834102844719e-05
2.000056255498781965e+00,-3.015839835178987983e-05,4.796983413778087529e-05
2.000055799643591037e+00,-4.531398173967983044e-05,5.282104389903721157e-05
2.000031770330779501e+00,-4.396188886200871052e-05,6.729283507556860981e-05
2.000028716584483224e+00,-4.952614352393284379e-05,8.122948187226555067e-05
2.000022269915929130e+00,-5.228352238876316779e-05,6.315451369144434721e-05
2.000009333922925236e+00,-6.163923834432558286e-05,5.932620334733034877e-05
2.000018632853291400e+00,-7.434894852906009271e-05,3.918071944377597140e-05
2.000019479029818914e+00,-9.730335423482697752e-05,4.490362721596890064e-05
2.000023718335045775e+00,-1.106595037914654800e-04,4.555038468974508149e-05
2.000040462791803364e+00,-9.891048553805107616e-05,3.441292857424883302e-05
2.000036853933029324e+00,-7.188799764176146355e-05,4.698636115897095509e-05
2.000026784532600743e+00,-8.476617290923733764e-05,5.062890231256323266e-05
2.000040233682023327e+00,-7.617502529929836349e-05,5.614975796981789262e-05
2.000043884007077999e+00,-7.620522911509936285e-05,2.304285965359707366e-05
2.000060517340036537e+00,-8.500111983491726616e-05,2.926458838138763471e-05
2.000048682964168822e+00,-1.010477275368725945e-04,1.378373768533480085e-05
2.000017629349803094e+00,-1.047023426617547937e-04,2.418399850974599846e-05
2.000024773430390201e+00,-7.206061291830615379e-05,4.885710181895648802e-05
2.000021304484979279e+00,-6.124545364671807790e-05,5.227777689266809122e-05
2.000005283234080000e+00,-7.645527470726612960e-05,6.448863081668049051e-05
2.000000812563015540e+00,-5.539651181950886307e-05,4.075909027172139331e-05
1.999975016277320217e+00,-1.712065486392897883e-05,3.737849823181279473e-05
1.999964764338758583e+00,-1.682820962505518733e-05,3.912004210437624452e-05
1.999960583555827398e+00,-2.814363988244153269e-05,2.947390293162619000e-05
1.999996751861058408e+00,-2.153574243024885011e-05,8.104326236612081620e-06
2.000006278085905809e+00,-3.676999835017634596e-05,-6.185066030245252560e-06
1.999970951457596069e+00,-2.666105333452465043e-05,1.601559014747049839e-07
1.999964552428248110e+00,3.023133814191018593e-06,-1.792841025762137786e-05
1.999987520192626711e+00,1.584548246643460655e-05,-2.891806025142458719e-05
1.999969935590272696e+00,2.206106127119350320e-05,-5.052144322697142774e-06
1.999963175572776253e+00,3.878268826445975033e-05,1.055046366825437750e-05
