Yaw (deg),Pitch (deg),Roll (deg)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.260688165661453532e-04,-5.891045371660352342e-05,-6.920109482481472498e-05
-1.086202698773603277e-04,-2.176040027781138517e-04,-1.292351534048192618e-04
-1.757374997176088471e-04,-3.233275800559769680e-05,-1.779679636619225971e-04
-1.820669292113957229e-04,7.723027823878852657e-05,-3.027020991391863518e-04
5.064831230716510105e-05,2.858728588744379904e-04,-4.292336035566688513e-05
1.576301496855546619e-04,3.717469288926961613e-04,1.543518976663510824e-04
1.206265752053585028e-04,2.651549062368974575e-04,-4.332628592634848852e-06
3.635321157501103582e-04,3.317658684878409215e-04,-1.981530261141898155e-05
1.865438933098854609e-04,4.251573155969215435e-04,4.250332154325438011e-05
1.699207389402613015e-04,5.534349901346949374e-04,-1.583776559892697319e-04
2.313005045408014293e-04,6.346038362354718956e-04,-4.396732799765521452e-05
1.443264147851308979e-04,6.972212995300596482e-04,-2.534265253965652798e-05
2.327459493445622942e-04,8.742924441550513175e-04,-1.195774029813010628e-04
3.586086400419199690e-04,8.450763699657446153e-04,-8.780506335778253877e-05
5.759000373132450081e-04,8.363220873673781093e-04,-1.528013524312588078e-04
5.017346865217339833e-04,7.409113543359983900e-04,-1.985637052253414923e-04
3.723104791029437782e-04,7.864796534035737360e-04,-1.559276892600583843e-04
1.748336760212234004e-04,7.778685218052030234e-04,-1.899339221373267425e-04
1.470837272757986945e-04,9.475707776478266764e-04,-1.052326670288837720e-04
1.737033170632986171e-04,1.031639681595208002e-03,-1.418305070364359922e-04
3.161311556118490758e-04,1.043096524706333154e-03,4.753995981800691374e-05
2.935542270880701519e-04,1.038619181609485220e-03,1.532376033438023245e-04
4.793844187970270222e-04,7.553964104065607078e-04,5.102187805381385984e-05
2.628516128850035796e-04,5.678442930749737607e-04,2.216182059257739963e-04
2.171060247336196710e-04,6.270635208618710729e-04,1.927875956926788416e-04
4.913932584023067299e-04,7.726617756888150539e-04,2.682565940183013727e-04
3.650444331175135577e-04,9.202458679203177373e-04,3.954538910379333072e-04
6.308241494573054624e-04,7.696262984320542764e-04,2.492477787202405470e-04
7.615926179540994127e-04,7.343620188413024471e-04,4.004724699724024361e-04
6.603889683085519728e-04,6.167494619496068087e-04,5.275267838636524308e-04
7.703510235444452131e-04,5.920885379379572542e-04,4.491032455627302108e-04
6.500681619578482394e-04,7.227842176706023242e-04,4.086436570718135009e-04
7.431874913542448058e-04,7.366075762930841256e-04,3.293036329520932187e-04
8.304634633888895775e-04,6.295828385564990366e-04,3.180790186988188893e-04
8.221959920634779821e-04,6.403692480581847863e-04,3.555578365090832993e-04
8.780198018717667516e-04,4.227890557866575407e-04,4.874748111060299991e-04
7.403676404904260171e-04,4.375540189325126134e-04,5.117654456255492281e-04
6.877505530769689821e-04,3.750618840681741828e-04,2.807310955447411653e-04
7.753988440187443857e-04,2.911085768443285346e-04,2.301721556752215790e-04
7.168100628631004839e-04,1.297466194860744993e-04,1.031012049853124302e-04
4.851605148461534452e-04,1.600424262050464854e-04,-2.094746449007564885e-04
3.353378556548304687e-04,4.330537897786469162e-04,-2.795686772092879457e-04
2.195466553539834442e-04,4.964109378241427515e-04,-1.494422098439490308e-04
2.296935904763900034e-04,6.013369873691449445e-04,-5.864548457904424908e-04
1.153538386062486436e-04,4.867102422557460155e-04,-4.867212013226840731e-04
1.247732120605895808e-04,2.674738712711235587e-04,-5.061214709120515423e-04
1.685051752270130484e-04,3.989572098473304665e-05,-2.291301353587469399e-04
3.015206158454195821e-04,-9.648054227102942541e-06,-2.285212045516732914e-04
3.261480061425869902e-04,-2.300572774211427629e-04,-3.637930840992640701e-04
