q0 (),q1,q2,q3
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999971415088e-01,3.474973905520162587e-07,-7.412076264661107120e-07,-2.246511812305919157e-06
9.999999999986303179e-01,4.789435214859942458e-07,-1.180249230536399294e-06,-1.056931085069669936e-06
9.999999999767898995e-01,-1.588093284198368634e-06,-6.601748362760882635e-06,5.612850308113469622e-07
9.999999999876308943e-01,-2.359634694835749298e-06,-2.873860930450799476e-06,3.303208503088478540e-06
9.999999999781932214e-01,-5.395283482403843121e-06,-3.667310804597718791e-06,1.027255596205939717e-06
9.999999999912806414e-01,1.113319094614152503e-07,1.585110299273270997e-07,-4.171466083432326142e-06
9.999999999676243423e-01,-1.151046789431688938e-06,1.243903466801925201e-06,-7.866332923121470102e-06
9.999999999401877337e-01,4.634849949646595202e-06,7.337718892046253492e-06,-6.655864028622107204e-06
9.999999998882704855e-01,5.057581156461452022e-06,1.043333410965447661e-05,-9.435339329049071951e-06
9.999999999182217492e-01,3.431096280289983547e-06,7.952607620949611180e-06,-9.409579251067338158e-06
9.999999999115498639e-01,2.110182909128656977e-06,5.042086358311446640e-06,-1.212536867946626239e-05
9.999999998897293185e-01,-1.062092554319343971e-06,6.641766109530443659e-06,-1.324009938438344077e-05
9.999999998569746307e-01,-5.293038534109120075e-06,6.652436629402283718e-06,-1.462119889582490230e-05
9.999999998783618560e-01,-6.119178792770420449e-06,7.472614722660521453e-06,-1.224711866763718231e-05
9.999999998806408108e-01,-3.636142116878678628e-06,6.773935950609334141e-06,-1.340189463594300229e-05
9.999999998324072825e-01,-2.209864258457142786e-06,1.099897608634713690e-05,-1.446804851619932255e-05
9.999999998571060811e-01,3.983806888190195614e-06,9.708573232393218091e-06,-1.325369948228148374e-05
9.999999999406372631e-01,3.447358329176214352e-06,2.057333441135416271e-07,-1.033435302662387552e-05
9.999999999410190687e-01,5.152586116011683599e-06,-1.394335660416486004e-06,-9.458788386627264299e-06
9.999999999454628474e-01,1.531633675274276416e-06,-3.661041161555778546e-07,-1.032445468585299251e-05
9.999999998925415134e-01,2.869601270074434894e-06,-6.506508941964125740e-07,-1.436171815634464613e-05
9.999999999099623560e-01,5.116648297163668395e-06,4.604937083676083593e-06,-1.151911696842691064e-05
9.999999998348130248e-01,3.463612339619426027e-06,-1.700394980564841652e-07,-1.784232268427538053e-05
9.999999997672834873e-01,-1.383188825539069515e-06,5.544654076466464748e-07,-2.152237339169669022e-05
9.999999997518715933e-01,-2.586171726287341571e-06,6.896044866658510979e-06,-2.102410287146837359e-05
9.999999995417041543e-01,-8.678092173180761763e-07,1.102724848701442019e-05,-2.818223396624775873e-05
9.999999995064058345e-01,-5.697185624418157936e-06,1.369803040903986609e-05,-2.769646676879480279e-05
9.999999995791659657e-01,-1.102111053312070496e-05,9.000598666193640083e-06,-2.528225258892813945e-05
9.999999995957470356e-01,-1.092533014818498937e-05,8.426184473203523174e-06,-2.486247184998730184e-05
9.999999996656330215e-01,-1.292855418733745636e-05,3.830316815104280023e-06,-2.206615712988837703e-05
9.999999996451367501e-01,-9.137161829710159066e-06,2.480541132413504471e-06,-2.490152059861845847e-05
9.999999996221375920e-01,-1.025035987432596545e-05,-9.359458365829819099e-07,-2.549076498283885927e-05
9.999999995239512440e-01,-6.853941381685062257e-06,2.017425010266336630e-06,-3.001751436142698344e-05
9.999999996473146746e-01,-1.377386996564020334e-05,2.879197736662216863e-06,-2.252467943769602597e-05
9.999999996475498198e-01,-7.747938850559619499e-06,2.067921300225795593e-06,-2.530995074500787601e-05
9.999999996838536687e-01,-5.803910246583439399e-06,1.098491278792347975e-05,-2.186181974943175643e-05
9.999999997023756304e-01,-2.929524859770108420e-07,1.246121231278169451e-05,-2.097334583414550124e-05
9.999999996959205717e-01,3.336157298470707038e-06,1.305010740843223623e-05,-2.065728745883690457e-05
9.999999996938153668e-01,-7.133312594560437134e-07,1.683913358853587596e-05,-1.811915966530353828e-05
9.999999997251580730e-01,-2.245672884116253840e-06,1.721693920625314383e-05,-1.575493192019916062e-05
9.999999996686493864e-01,-1.913375577724093309e-06,1.570419637240048173e-05,-2.030808822781730397e-05
9.999999997043780287e-01,-4.350360601494848092e-06,1.897588819838082479e-05,-1.456825663929542378e-05
9.999999997860349321e-01,4.256837524705025979e-06,1.439116994619368212e-05,-1.423741025670300027e-05
9.999999998534303547e-01,4.281627108983492797e-06,1.247410701980809810e-05,-1.091804793874011150e-05
9.999999998134885271e-01,7.789658881032740745e-06,1.250988588138373747e-05,-1.248386925192821468e-05
9.999999998135837842e-01,8.774413292324167711e-06,6.725909830750515798e-06,-1.583048698569887333e-05
9.999999996776326450e-01,3.258631371459841059e-06,8.855443083038936898e-06,-2.357323322079338834e-05
