Yaw (deg),Pitch (deg),Roll (deg)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.919008927465784265e-04,-3.234755986734330819e-04,4.846479254582839510e-04
4.970395065109334655e-04,1.582193292713782542e-04,2.845975103179523781e-04
1.101731635087618995e-04,6.120813526997644647e-04,1.798581034560869029e-04
3.319181170460014743e-04,7.438732967531183193e-04,2.457518722750557326e-04
6.079242512710039247e-04,8.956287722804649309e-04,-2.395263206193728786e-05
8.841668238841255594e-04,5.390876399777451118e-04,1.426500896574607342e-04
7.327312526044367459e-04,7.448093013646535322e-04,8.643515411038162326e-05
8.993296226813026059e-04,5.762069526789939666e-04,2.145005326349790737e-05
8.822536401764972600e-04,2.545690049018190713e-05,-7.253524940956698319e-04
1.144928756890782389e-03,2.428286765697205496e-04,4.471556813635438441e-04
1.931584076804632394e-03,9.292082349058789804e-04,4.694526151918525150e-04
2.004038889164532020e-03,1.070431888885598967e-03,6.873532673675710391e-04
1.912699693150628167e-03,1.413256269403568785e-03,6.099427500927124797e-04
1.235228259040435910e-03,1.740412150769103357e-03,1.220257821726522529e-03
1.115262457565036535e-03,2.190914649915946116e-03,7.620144647697201998e-04
1.319221775970035168e-03,2.361476678041580721e-03,1.303100650750335958e-03
1.945181763330194663e-03,2.745377977768864806e-03,9.296521106283535873e-04
2.096254767270005863e-03,2.824315722779933112e-03,1.275453442174821674e-03
2.104145972169275611e-03,3.007087124384038093e-03,1.135384618848699848e-03
1.438094469377089934e-03,3.018562462130793076e-03,1.420796439020053379e-03
1.304761700706858624e-03,3.555181360377688768e-03,1.507236102487065181e-03
1.171213889715555945e-03,3.452988428891423395e-03,1.013801807357491997e-03
1.102826872050459948e-03,3.718737394833625601e-03,1.422359072878068590e-03
1.070402977473496487e-03,3.338826595430273263e-03,1.831054204314223671e-03
1.012833437707338349e-03,3.368767597232674715e-03,1.449587702675250028e-03
8.079106452184499658e-04,3.338228470648063433e-03,2.177754947686712152e-03
8.315151351559366914e-04,2.511477882901162143e-03,2.124421485795434297e-03
8.909990238172077123e-04,2.781109087794831659e-03,2.772033107699968437e-03
1.852009353444277265e-03,2.500727770820910904e-03,2.585419482777602009e-03
1.258726711697868549e-03,3.074424138505908212e-03,2.793527721727656014e-03
1.085325769665154141e-03,3.180565088089735808e-03,3.094281214157429145e-03
1.121946244802447812e-03,3.060717122870457423e-03,3.351994123602279954e-03
4.440810190008833108e-04,2.726568032010198272e-03,2.343078628586650353e-03
-5.181836285086001675e-04,2.285580020088418072e-03,1.927560747510065169e-03
-4.882800687814517330e-04,2.952981172184111942e-03,2.269039957780030672e-03
2.408176746231030898e-04,3.576223006969480450e-03,1.408157400932184096e-03
-1.543389567672071125e-04,3.409757441842010267e-03,1.747495292754287126e-03
-1.268173640967021581e-04,3.083598425937235030e-03,1.210590286787835770e-03
-5.284603062127733237e-05,3.321149175669529507e-03,7.883168141718185657e-04
4.921366436761188132e-04,3.325527447216008580e-03,2.676489002881476845e-04
1.489669143397292410e-03,2.876557536570636085e-03,9.075747039593671118e-04
1.740947757677354518e-03,2.580470402879332832e-03,1.014697686287935070e-03
1.198704865745556280e-03,2.654464250353219534e-03,1.309514304482685279e-03
2.957818200733824715e-04,2.756745636568483804e-03,7.320732717561957486e-04
1.461687308473412971e-03,2.443805024834333223e-03,7.320760949497504434e-04
1.943369357475850266e-03,2.410480350988848663e-03,8.356861603397829899e-04
2.562655703062599946e-03,2.525938914392701021e-03,1.141973329033252804e-03
2.236168360288776427e-03,2.355808680675566293e-03,1.447984068463675300e-03
2.246231794684276292e-03,2.177404983847786198e-03,5.902896006678172696e-04
1.569495382726492387e-03,1.659884616422619471e-03,1.085274147514164516e-03
1.102686228807493642e-03,1.464476428164487518e-03,9.493469292374232286e-04
1.293831738101134960e-03,7.452676217805287353e-04,9.214081635218934795e-04
1.592608640157561206e-03,2.731955033313427533e-04,1.005431743541260452e-03
1.551894486296627592e-03,1.672573352721335707e-04,1.123543133985917264e-03
1.623332914633825608e-03,-2.372002564045183506e-05,8.377986774234513767e-04
2.240421199920881751e-03,1.755241516300717073e-04,1.027838780212390673e-03
2.193803441567910954e-03,-2.051262851076138965e-04,1.061008987174427492e-03
2.053015309340006783e-03,-4.541257849269350198e-04,1.123599691580657841e-03
2.472267145325527868e-03,-5.682962248043790321e-04,9.357053613377449902e-04
2.549904443830063819e-03,4.003675144301262071e-04,1.600952146392189707e-03
2.402487799179097491e-03,5.474502669292842299e-04,1.692212137621210881e-03
2.828023110569772344e-03,1.422457693258725835e-04,2.457794744497505870e-03
3.000708057849142945e-03,2.849677950707572350e-04,3.119052157169234854e-03
3.694291780765246880e-03,9.279119740830282543e-05,3.240923244503423738e-03
3.806404803966588826e-03,9.553497183950919805e-04,3.964794184824274592e-03
3.579323551214866860e-03,6.156522287222484504e-04,3.069765585156150004e-03
3.997801360619563336e-03,4.962100635989284995e-04,3.168139309653248727e-03
3.635040915218649971e-03,1.170185695841549330e-03,3.948876748140691360e-03
3.614553367549025453e-03,1.237489038205793817e-03,3.978148672545328383e-03
3.448396031652253141e-03,1.134457726607517600e-03,3.740220631935515464e-03
2.991991905246904615e-03,1.448341767840851790e-03,3.967271140182584803e-03
3.036107822115082736e-03,1.141736770704860574e-03,4.309470012888329433e-03
2.889130832634472824e-03,1.032629405225409403e-03,4.313545330746305570e-03
3.203638319081711979e-03,1.810785219733515485e-04,4.490870026252771763e-03
2.967968064238935867e-03,-3.562480680147378661e-04,3.718352267581429525e-03
3.096263050271189695e-03,-8.453520766321533748e-04,4.385769277618855287e-03
3.369647681490793838e-03,-1.403570475984129316e-03,4.410901226930493552e-03
3.561070551666720499e-03,-8.658279508414500666e-04,4.892416616577652776e-03
3.165819772125394276e-03,-9.487827649754042129e-04,4.070722473627875343e-03
3.211561155469766331e-03,-1.451498686856303238e-03,4.034556184276254752e-03
