pos_lat (deg),pos_lon (deg),pos_alt (m)
3.099843271700000003e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099843289739236596e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099843307778247237e+01,1.199999999999921556e+02,7.166321496744854461e-07
3.099843325817633399e+01,1.199999999999815969e+02,1.387199671257726085e-06
3.099843343857624589e+01,1.199999999999798206e+02,2.682017747582587577e-06
3.099843361896974869e+01,1.199999999999800622e+02,3.980375621125389267e-06
3.099843379936588761e+01,1.199999999999819948e+02,5.133014555962921655e-06
3.099843397975677206e+01,1.199999999999892850e+02,6.665253800933389298e-06
3.099843416015020736e+01,1.199999999999918430e+02,8.341318392736973603e-06
3.099843434054933411e+01,1.199999999999996589e+02,1.028913774893329691e-05
3.099843452094553342e+01,1.200000000000072191e+02,1.136083371358430232e-05
3.099843470134311829e+01,1.200000000000207763e+02,1.273581940467404910e-05
3.099843488174203543e+01,1.200000000000441105e+02,1.435686411433616088e-05
3.099843506213431255e+01,1.200000000000620730e+02,1.603640414965316660e-05
3.099843524252397486e+01,1.200000000000783587e+02,1.801509334138718383e-05
3.099843542291497300e+01,1.200000000001048477e+02,2.078811689027507578e-05
3.099843560330162617e+01,1.200000000001290203e+02,2.325277903594618898e-05
3.099843578368851382e+01,1.200000000001449507e+02,2.628586001357923488e-05
3.099843596408195623e+01,1.200000000001662386e+02,2.945087687293401594e-05
3.099843614447250317e+01,1.200000000001945892e+02,3.213332213964231212e-05
3.099843632486797773e+01,1.200000000002223715e+02,3.454639678340730934e-05
3.099843650526073446e+01,1.200000000002438725e+02,3.738545120786698344e-05
3.099843668564869148e+01,1.200000000002606981e+02,4.014485325707168792e-05
3.099843686603338000e+01,1.200000000002679172e+02,4.303324452601878366e-05
3.099843704641711994e+01,1.200000000002743121e+02,4.618644160715144897e-05
3.099843722681075775e+01,1.200000000002825544e+02,4.911329365475674983e-05
3.099843740721034280e+01,1.200000000002898020e+02,5.234379098585573620e-05
3.099843758762315815e+01,1.200000000003032881e+02,5.522016247380722494e-05
3.099843776803344397e+01,1.200000000003186358e+02,5.872520457054280840e-05
3.099843794844485600e+01,1.200000000003298055e+02,6.224228436776915090e-05
