gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-9.265194716402877617e+00,-1.049472613516650554e+01,1.705548237708510273e+00
-1.753577903403506966e+01,-2.001329702889325901e+01,3.225246291556677747e+00
-2.502156364367145258e+01,-2.864214951605807613e+01,4.695954807796047348e+00
-3.172434568355400231e+01,-3.635764516980809447e+01,6.005544134794563504e+00
-3.764673811218035127e+01,-4.336112526926736166e+01,7.498833597335784695e+00
-4.286123437894424626e+01,-4.963827991998952172e+01,8.754068039588297268e+00
-4.765472908854183487e+01,-5.533838434081060598e+01,1.019682294775932263e+01
-5.180409581854701884e+01,-6.060854329788136141e+01,1.161581576088797263e+01
-5.533516001128618456e+01,-6.523778937191197258e+01,1.303279638564676901e+01
-5.864899377444982775e+01,-6.947750177736335786e+01,1.438703566212472573e+01
-5.253606586982542836e+01,-6.266984338498001250e+01,1.358409085204750610e+01
-4.699878258922073115e+01,-5.652431524395489504e+01,1.275884274761768467e+01
-4.211426970111052981e+01,-5.090008246121510638e+01,1.186841338499555754e+01
-3.769427278092197042e+01,-4.596227302498840572e+01,1.092739802610647715e+01
-3.368861871789190587e+01,-4.136687521443650439e+01,1.014992311815157144e+01
-3.036298733057605048e+01,-3.725125971172752770e+01,9.225080039150464373e+00
-2.722325241902598592e+01,-3.359209139691444790e+01,8.486409255345785496e+00
-2.436247943064294219e+01,-3.026077708764120189e+01,7.763815967605222745e+00
-2.186182286893832938e+01,-2.723213937520450756e+01,7.147739450142616136e+00
-1.969683943747311261e+01,-2.459215295242691113e+01,6.495889527696382615e+00
-1.767121217606934280e+01,-2.210048426210773798e+01,5.938419590734951292e+00
-1.584070987442259870e+01,-1.992462329907969121e+01,5.362370014238479143e+00
-1.423916102461666178e+01,-1.786632016079802909e+01,4.832172594831676271e+00
-1.272221455158244119e+01,-1.616613955925204493e+01,4.471109650089944765e+00
-1.159697473344210827e+01,-1.450360010402286193e+01,4.030816756742718887e+00
-1.034936011659000066e+01,-1.305926120228277476e+01,3.664596440839742453e+00
-9.342178711645216183e+00,-1.181512053904746828e+01,3.248456501070392299e+00
-8.292181637170806141e+00,-1.065825899224093476e+01,2.974679752841376867e+00
-7.550668107755170944e+00,-9.512419845147734421e+00,2.696767124727902143e+00
-6.792875751802057493e+00,-8.637487958168202695e+00,2.324920665054512448e+00
-6.055695786706029260e+00,-7.823819007748316956e+00,2.199999837437824457e+00
-5.442810116283517630e+00,-7.012479097537111628e+00,2.046301466787886270e+00
-4.890330565396123319e+00,-6.229838255329251950e+00,1.750705708157244134e+00
-4.377610936172944278e+00,-5.676113308606068664e+00,1.688094310616423899e+00
-3.903773438435786058e+00,-5.050253844793217262e+00,1.443886739884155501e+00
-3.613303270500657582e+00,-4.536778112374701522e+00,1.305715207513275189e+00
-3.231699321771601241e+00,-4.083273373491669744e+00,1.150096393913176529e+00
-2.916435146711918058e+00,-3.662142827854643290e+00,1.054132870053166471e+00
-2.605336737261358060e+00,-3.363999237951481369e+00,9.730034979297120801e-01
-2.342501913242714284e+00,-2.960214282979243272e+00,8.515737781215010349e-01
-2.133785340022365862e+00,-2.680167546138881196e+00,7.872851896852086639e-01
-1.964382135514969319e+00,-2.384575529933612881e+00,7.067504457649385063e-01
-1.690714493769879034e+00,-2.244368900657856880e+00,5.990421813376844984e-01
-1.544532662729414030e+00,-1.966868477452757391e+00,5.462905608621253517e-01
-1.311025902472832350e+00,-1.796235411191986708e+00,4.866260759151197490e-01
-1.249257067600270776e+00,-1.568419619095365869e+00,5.128922053780068380e-01
-1.141403599409823499e+00,-1.484797608306740901e+00,3.359347234004357863e-01
-9.276157465892200804e-01,-1.230272953844846029e+00,3.940629718964190897e-01
-9.308381122837253718e-01,-1.086725102740807358e+00,2.706264416789930793e-01
-8.228518435141662923e-01,-1.083281189848642301e+00,2.977464961941221344e-01
-7.293711459324697666e-01,-9.632322984528077781e-01,2.471868140848827167e-01
-6.886252056469055471e-01,-8.899884753449474051e-01,2.708119918421982297e-01
-4.368188552269657299e-01,-7.687352135472825809e-01,2.379754537228379596e-01
-5.330669257611959644e-01,-7.073247976230850886e-01,1.677637007311702788e-01
-4.449242913030398427e-01,-5.951525677567680583e-01,2.361684035121104641e-01
-4.500496783872768858e-01,-5.261099430205076199e-01,2.167154717389127294e-01
-3.566218863303353137e-01,-5.210301701456050427e-01,1.486879567973851957e-01
-2.803232261761781086e-01,-4.689158871757019842e-01,1.581420394442858979e-01
-2.546962281344319345e-01,-5.287234583219139195e-01,1.002597609780395416e-01
-2.378346045369589545e-01,-2.985999964925204475e-01,8.921085000108144869e-02
-2.549381366362598045e-01,-3.671769877956988504e-01,3.919808466101377259e-02
-2.305483489575562983e-01,-2.665305527613444636e-01,9.532103573882677594e-02
-2.473369401223857456e-01,-2.551051132761955609e-01,1.563374868570266973e-01
-2.539057659056334071e-01,-1.715552698126993625e-01,1.275736904906643876e-01
-1.418086844227598453e-01,-2.534715400765410465e-01,7.484791705234741799e-02
-1.857579410729298663e-01,-1.956763776765713392e-01,3.174991101307848840e-02
-9.864337937790480793e-02,-1.936240858089926242e-01,7.798728759716340615e-03
-9.922830442114571881e-02,-1.552133666165150805e-01,4.758251318365352978e-02
-6.005386200274153569e-02,-1.601302433100626477e-01,4.432960798695148585e-02
-9.577678622506809181e-02,-1.345545656081326424e-01,-2.885258570091618364e-03
-1.042842443538261749e-01,-1.457704024433287282e-01,1.151655762774556231e-02
-3.578131166947796232e-02,-1.167974054543469975e-01,3.297860469419233720e-02
-3.001946907689406752e-02,-9.637624352335918965e-02,7.154965659633680253e-02
-3.217060894425233936e-02,-1.318708722641780962e-01,8.978174443225091228e-02
-8.962526656063093955e-02,-4.066544578556142986e-02,2.815186076975943405e-02
-7.883784922833597664e-02,-1.146550040482142568e-01,-7.871969300280479143e-02
-7.488559813176920432e-02,-6.037184926934274776e-02,2.492785316640907037e-02
1.037750171170744376e-02,-2.407638093624479836e-03,-5.911994875632122642e-02
-3.574931541863925200e-03,-9.361285220463655410e-02,2.756723614346189705e-02
