gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-9.265071176949428278e+00,-1.053714152570515061e+01,1.674825179346924431e+00
-1.761101388577052873e+01,-2.008878557777475748e+01,3.246541427742645869e+00
-2.508929608482243978e+01,-2.870699204083833322e+01,4.706958148334247305e+00
-3.162133474650084608e+01,-3.644185950119562989e+01,6.072392007752925203e+00
-3.765187706826835523e+01,-4.339078377213951399e+01,7.428313739735018295e+00
-4.298456991651382708e+01,-4.966102673284790825e+01,8.864972521886434365e+00
-4.772115501831101625e+01,-5.545227720895442047e+01,1.024409970160783345e+01
-5.171750220834888978e+01,-6.056731493632821639e+01,1.157666844658690231e+01
-5.542475764909856650e+01,-6.522464453409058649e+01,1.302667422628878668e+01
-5.867041411168194287e+01,-6.946362280381599419e+01,1.438438114607697038e+01
-5.245117444385150662e+01,-6.270607382458963741e+01,1.358508919224017220e+01
-4.698885036139625271e+01,-5.650467060556215415e+01,1.266310471642629665e+01
-4.212684798828021826e+01,-5.099432561441752654e+01,1.174685074202955093e+01
-3.775020236562835407e+01,-4.592093313079835326e+01,1.088678011919392397e+01
-3.380923838713702168e+01,-4.139249261689192849e+01,1.008640804665910018e+01
-3.029446129626371231e+01,-3.722746313967786591e+01,9.253628029306813829e+00
-2.720607970110008367e+01,-3.357665784263080155e+01,8.537349352274642200e+00
-2.436856769835342718e+01,-3.025135800720178381e+01,7.822326454222407577e+00
-2.187778976364596417e+01,-2.723707909327621124e+01,7.054481575028209051e+00
-1.961895680961609045e+01,-2.454487317232442578e+01,6.437071036583619232e+00
-1.751833350793939204e+01,-2.209495941895783844e+01,5.925411720841826657e+00
-1.585120657357155949e+01,-1.996544328669384072e+01,5.359189794160899467e+00
-1.418006057078310178e+01,-1.790622016182083698e+01,4.951870197146805985e+00
-1.283451647230888959e+01,-1.612963850941707022e+01,4.420188448401205505e+00
-1.154334473600397359e+01,-1.445421366276316633e+01,4.075864656860627377e+00
-1.029242636411778911e+01,-1.307400903058061736e+01,3.621154029374291206e+00
-9.260876711612024081e+00,-1.185736626482484546e+01,3.276240525798884917e+00
-8.378396706299779950e+00,-1.065765000672781326e+01,3.034030037292380744e+00
-7.552331200725107330e+00,-9.512824731905984876e+00,2.759355034191721678e+00
-6.721751452953487416e+00,-8.605275804100514847e+00,2.493186540057215517e+00
-6.069521146046609417e+00,-7.731063438393972476e+00,2.187887891927103201e+00
-5.459416864659458746e+00,-7.021416143735160098e+00,1.996296993180441071e+00
-4.902511815054675814e+00,-6.262357169285175829e+00,1.793620236008115043e+00
-4.475105556491953962e+00,-5.677618479043304411e+00,1.609859245579791986e+00
-3.944257057144434864e+00,-5.022593446243575954e+00,1.476860862633030402e+00
-3.594090102412481613e+00,-4.583601796462017930e+00,1.246900613944145642e+00
-3.263888883985472500e+00,-4.056057316604340102e+00,1.216034516696975487e+00
-2.906876733770441756e+00,-3.719635044814304958e+00,1.113487693081078644e+00
-2.650815300234905081e+00,-3.359963607437994604e+00,9.441287190574788601e-01
-2.340677697607716823e+00,-2.972599361946670182e+00,8.925830599176604041e-01
-2.142345015668512875e+00,-2.730131257101500619e+00,8.126217514356344207e-01
-1.912045344506312361e+00,-2.452339872018157507e+00,7.215676498472950451e-01
-1.701026353820606740e+00,-2.201500573363064817e+00,5.564720859368920136e-01
-1.611490007990121320e+00,-1.960172768314802472e+00,5.638207834906265870e-01
-1.348164430873040720e+00,-1.726781414673808746e+00,4.591354318719085281e-01
-1.180541323211847793e+00,-1.564134270343719102e+00,4.431503194769817466e-01
-1.071330660895989162e+00,-1.438248368643442854e+00,4.578111205844210829e-01
-1.130418926762892573e+00,-1.247671089212022411e+00,3.342448977228730800e-01
-8.495756465721566730e-01,-1.202878198479716998e+00,2.827461981760351351e-01
-8.348275059544200127e-01,-1.063075414515739725e+00,2.569526790187334764e-01
-7.075158717530611874e-01,-9.846417465440902017e-01,3.241704774661205435e-01
-7.112177148513246783e-01,-8.766007662097352604e-01,2.404223169023140816e-01
-5.630382158124073166e-01,-7.059042856799445653e-01,1.411595397327987111e-01
-5.046248781376369008e-01,-5.938762782761636272e-01,2.295851563342373725e-01
-4.019418910261520761e-01,-5.774502542748616296e-01,1.738421183105278156e-01
-4.312895875469667795e-01,-5.879184417561027498e-01,2.245329424433431809e-01
-3.808417082441500900e-01,-4.161570483216235350e-01,1.313843686765158170e-01
-3.724381830865906018e-01,-4.837407441940668185e-01,1.485786973172950887e-01
-3.473556961519038699e-01,-3.891892230470123670e-01,1.629152069325593144e-01
-2.101599294854115119e-01,-3.462681296868097003e-01,1.130294674903499913e-01
-2.799922809729553652e-01,-3.932337024271281289e-01,8.235387836845078913e-02
-2.154676913856996556e-01,-2.784771346797812464e-01,7.794942062191340115e-02
-1.839793851325730867e-01,-2.119373435639571313e-01,1.242743633059168601e-01
-2.574331464870723285e-01,-3.115095396627822755e-01,3.005354498377841785e-02
-1.538907961760097032e-01,-1.910350346775022135e-01,9.318123612382273047e-02
-2.174243672778185532e-01,-2.354305939016744231e-01,5.491980081626315208e-02
-1.598909213735625612e-01,-2.636153211187481915e-01,-4.663496840514468056e-02
-2.008809959033868997e-01,-1.497028352422528352e-01,-1.077251588037998276e-03
-1.233216489542500321e-01,-1.491427563362161257e-01,5.916159614356820973e-02
-5.090739711570727022e-02,-1.255369258379672170e-01,3.403085970977551972e-02
-8.281632182602662040e-02,-1.362161327651424669e-01,4.416741592339423761e-02
-6.740574322425749165e-02,-8.155917779601308537e-02,1.056867638762289466e-02
-6.670492282715993759e-02,-1.788671710086810474e-01,7.058655543617968486e-02
-7.840036887373842689e-02,-1.216371107096243381e-01,2.133215282025145015e-02
-9.446624411050053016e-02,-5.871630046893477201e-02,-2.354509744141354208e-02
-4.008362203685317954e-02,-8.177937287150138790e-02,3.577450641479747867e-02
5.441706908100209239e-02,-8.973606601551159523e-02,5.444092593977487016e-02
-2.846214814019127140e-02,3.817714203427751557e-02,9.056739188680204555e-03
-1.544654056248094358e-04,-1.414434447187352777e-02,-2.724449978473821379e-03
-4.203999944348382409e-03,-5.152124743958085007e-02,6.736815506746694771e-02
3.187909317961086508e-02,-6.762737678057355491e-03,7.855881215309295021e-03
2.956210910300358791e-02,-1.874210362958887016e-02,-4.812182522262901246e-02
-7.728988668957004204e-02,-7.592800368402136124e-02,2.798369100446854510e-02
-3.774159095709553324e-02,-3.682056237291792683e-02,-3.956055172534349990e-02
-6.739802410774985153e-02,2.890020355404216562e-03,-2.014359021845250203e-02
-1.831975258565498102e-02,-4.728630264506732128e-02,5.199488746586405918e-02
5.387253181298560199e-03,1.599243334286519144e-02,-9.770743767577085362e-03
-5.612553371541785345e-03,6.543952654158176861e-03,-1.876077833363474362e-02
-2.176189108091748647e-02,-1.637659735496984834e-02,1.171071537859220274e-02
-2.518584990589854342e-02,5.890039180510740768e-02,-8.517508000714264782e-02
-5.624795851746774294e-02,3.462282106257945358e-02,-5.983612723910402241e-03
3.130869056963206387e-03,-5.528283410769657680e-02,5.084617306759930261e-02
-2.471643723870569839e-02,-6.802344342086652507e-03,2.577404710925415912e-02
-1.569939423038705859e-02,-5.904368352673215184e-04,1.307005215997356085e-02
-1.122954861803870073e-02,-3.709512404961711612e-02,2.395986216803362365e-02
-1.983162945584736325e-02,2.882419343471770423e-02,3.040078435134282216e-03
2.969933627586565997e-02,3.541941069004915510e-02,5.206484769430576483e-03
-2.165735342572193758e-02,-9.531185917060398805e-02,-6.809641789739931395e-03
1.467849537329062558e-02,1.293166809169834890e-02,4.828156019415453387e-02
1.706720742586121872e-02,-3.785811949229609449e-03,-5.885949224671494645e-02
