accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
9.064548958726778238e+00,7.918123254851239246e-01,-3.458160687356707008e+00
9.052374425057628571e+00,8.263920495783222409e-01,-3.301689464418426478e+00
9.038316850989938089e+00,8.536052929167177172e-01,-3.185320900599617922e+00
9.021145757862377934e+00,8.865736663257064443e-01,-3.095772807710712726e+00
8.992328732091491972e+00,9.251003031539225541e-01,-3.021785881187290190e+00
8.984078585906942749e+00,9.572427067674853518e-01,-2.975672958805973600e+00
8.941974011380724008e+00,9.963023744603414222e-01,-2.946716325176230722e+00
8.903520101234859041e+00,1.033994295908275296e+00,-2.936290666898932145e+00
8.858049866164892094e+00,1.077056729647128952e+00,-2.945419957143799561e+00
8.815838007702618384e+00,1.122783863450435682e+00,-2.955549549371856433e+00
8.760728381361600370e+00,1.137289166780610650e+00,-3.178915128037414384e+00
8.720478294522306939e+00,1.132905610077604042e+00,-3.373498922990419313e+00
8.675841627655390909e+00,1.133176911051078095e+00,-3.549431306024393606e+00
8.634077353530802412e+00,1.142473390453514925e+00,-3.705041997250121621e+00
8.612890521667630139e+00,1.132315651086651886e+00,-3.845863380356357109e+00
8.578634685633737433e+00,1.121629896973209251e+00,-3.974839171621190381e+00
8.559962749259801384e+00,1.124902942174856424e+00,-4.081079728077247282e+00
8.525285704342412174e+00,1.125099182412701015e+00,-4.191139933859020950e+00
8.495167511418665995e+00,1.126216809380595318e+00,-4.290562415679381125e+00
8.479698176999557191e+00,1.115787012841426229e+00,-4.380418628591797869e+00
8.465648091027000888e+00,1.110191516109646503e+00,-4.444150018379800393e+00
8.442519199603472302e+00,1.111073506945403855e+00,-4.513474320206836587e+00
8.416864461649137041e+00,1.102520466143114497e+00,-4.570878186397687060e+00
8.410197384847807101e+00,1.104938496640942791e+00,-4.629025203447541870e+00
8.396878294606066717e+00,1.098147610112676587e+00,-4.680949757145801193e+00
8.380337099496863118e+00,1.097123263358041667e+00,-4.724551437375734686e+00
8.370099483212740665e+00,1.094668656565379594e+00,-4.763501639953537925e+00
8.369100661554973897e+00,1.090407014374141559e+00,-4.806428289901256257e+00
8.358990925556659235e+00,1.080594901385278694e+00,-4.823449916781533453e+00
8.346705630012440480e+00,1.090990317427878109e+00,-4.865845607787077753e+00
8.334424800263921185e+00,1.085302652222497555e+00,-4.893911855553162660e+00
8.332465944679878334e+00,1.088168116286494680e+00,-4.918909026048697619e+00
8.332224029391294806e+00,1.075507637681169859e+00,-4.938742671728241440e+00
8.322620651660388447e+00,1.088120495606865301e+00,-4.953537316864347950e+00
8.319118612219725151e+00,1.079733480854713212e+00,-4.961427237954826097e+00
8.310590282938203899e+00,1.079403968108588963e+00,-4.990419487606458482e+00
8.309815548501020999e+00,1.082749276945982775e+00,-5.007182665738815430e+00
8.310343638183312009e+00,1.084481294158288200e+00,-5.006530045252577388e+00
8.302305895600154528e+00,1.076342005832217064e+00,-5.018891474858594215e+00
8.300438480237197325e+00,1.073189612070607479e+00,-5.033374758871328680e+00
8.303214473893488545e+00,1.080912617698905676e+00,-5.041539752867174151e+00
8.295463629941137285e+00,1.072498198460286600e+00,-5.045995492728281739e+00
8.299380413530169420e+00,1.070263823318825525e+00,-5.055482739941472126e+00
8.286339689211045467e+00,1.069733753110045482e+00,-5.064342460007271285e+00
8.286130307816215179e+00,1.079028429030622460e+00,-5.077992533845983480e+00
8.284673542581241890e+00,1.078949715679135224e+00,-5.076398709346130467e+00
8.296635494661337873e+00,1.079203515811960390e+00,-5.077562433210736081e+00
8.286298031677654663e+00,1.066122082051982556e+00,-5.089172283796378871e+00
8.287564489461217931e+00,1.070925319081212690e+00,-5.087575437836044934e+00
8.291842146010528936e+00,1.074515522827406144e+00,-5.091309725377071160e+00
8.290980511637346950e+00,1.063152579121911412e+00,-5.094280954673717332e+00
8.278921993818721958e+00,1.074950713813372039e+00,-5.091087894767803768e+00
8.282546926943913590e+00,1.075897230102188740e+00,-5.109205231237093692e+00
