gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-9.272918552731708175e+00,-1.062606338574271447e+01,1.668052351758422258e+00
-1.759395029003403721e+01,-2.005332603175491712e+01,3.319208385569422326e+00
-2.508286074368492180e+01,-2.865089990756607818e+01,4.677858008425706871e+00
-3.168129863047177963e+01,-3.643787550258227270e+01,6.068736112366205582e+00
-3.758653368499581404e+01,-4.334953276806169242e+01,7.407984777700456824e+00
-4.286071622140472925e+01,-4.967117155104271831e+01,8.786509744833532309e+00
-4.766907824767662305e+01,-5.537951047751741385e+01,1.025498855418971722e+01
-5.172198618436967621e+01,-6.056727867009688993e+01,1.156725025590644584e+01
-5.544682553056610885e+01,-6.531194212248850306e+01,1.301617324617698479e+01
-5.856557583224576291e+01,-6.953582959137455077e+01,1.437733885040948323e+01
-5.246185145513547354e+01,-6.268448942857532558e+01,1.353691953782222868e+01
-4.708049438848051693e+01,-5.650536721932047612e+01,1.264801891066518991e+01
-4.204812643278386020e+01,-5.097242769047799271e+01,1.186001085274071620e+01
-3.781089027826453730e+01,-4.592703642005123044e+01,1.095808898136188603e+01
-3.383974876210459115e+01,-4.141847645874823058e+01,1.006460033531326914e+01
-3.031343577209863582e+01,-3.726440654711690570e+01,9.227672132604409327e+00
-2.716645756361482356e+01,-3.360685057698799483e+01,8.458033036837077745e+00
-2.434642526015310082e+01,-3.026358331962853399e+01,7.790645648700659898e+00
-2.187025998862887022e+01,-2.723464468166165631e+01,7.122515396829440348e+00
-1.967512413149502493e+01,-2.445589634822074743e+01,6.567607993472728722e+00
-1.763804596194663787e+01,-2.211436781461095791e+01,5.881452255709805677e+00
-1.587921611334635230e+01,-1.981241450234448109e+01,5.410943882403524086e+00
-1.425976498690306649e+01,-1.793080129161335634e+01,4.773214067431547747e+00
-1.282235955026680685e+01,-1.608427699785430676e+01,4.572549995076960805e+00
-1.151766656511269638e+01,-1.453462509986209739e+01,4.063272234769432778e+00
-1.029383418702050790e+01,-1.301482617373802420e+01,3.595131813457774328e+00
-9.377276518263597538e+00,-1.177968590047409414e+01,3.274204626794195327e+00
-8.320271902288402188e+00,-1.060215649906273327e+01,3.007314292737766515e+00
-7.518863468344777701e+00,-9.598707345082003073e+00,2.716873738009876860e+00
-6.817030866329946370e+00,-8.583363669581444810e+00,2.406467869726125031e+00
-6.008075054010339144e+00,-7.753362626170586580e+00,2.169476718951885097e+00
-5.406735134035383084e+00,-6.978772456098812249e+00,1.928826125411838621e+00
-4.873889018969019382e+00,-6.311063921537484411e+00,1.797244166931011300e+00
-4.310020211806848245e+00,-5.616007228257809736e+00,1.576951375363012664e+00
-3.971469826112600909e+00,-5.085512307893610640e+00,1.454955808468429534e+00
-3.564553137874046929e+00,-4.551471446191238002e+00,1.288640307987106937e+00
-3.208256521801771566e+00,-4.166444064332602615e+00,1.171201009494269529e+00
-2.929861095085200429e+00,-3.717906443602164046e+00,1.076368143191178461e+00
-2.644730748315617941e+00,-3.312992279265312590e+00,9.707419067357276887e-01
-2.353934443566274570e+00,-3.013446508540568836e+00,8.817166313547383227e-01
-2.037836252391580505e+00,-2.751671341299934959e+00,8.150469197908836172e-01
-1.849357088408201788e+00,-2.456393135444930653e+00,6.703516368401994940e-01
-1.693344416093919058e+00,-2.128601128518202046e+00,6.496472261725592112e-01
-1.560745704781743237e+00,-1.979673752941806253e+00,6.176423966559809742e-01
-1.420165086164172807e+00,-1.822775260164679612e+00,5.683125089274960740e-01
-1.222023422427946482e+00,-1.509200968458711545e+00,4.912424004871165373e-01
-1.129917563286712001e+00,-1.402509196273553638e+00,3.884553355817513820e-01
-9.835508309551070916e-01,-1.270350329107877485e+00,3.281063187806596004e-01
-8.433606164987367260e-01,-1.217643620047134556e+00,3.129338491061970373e-01
-7.905033982716864749e-01,-1.121732826248519554e+00,2.328046366051947924e-01
-6.893846868475120848e-01,-9.485814827597135457e-01,3.117953452272146930e-01
-7.226099178158171821e-01,-7.994734645167380638e-01,3.177979890926074247e-01
-5.596329612687438448e-01,-8.274791073104084127e-01,2.326030190955466481e-01
-5.130577054846435781e-01,-6.503860633103329958e-01,2.334700399788658953e-01
-4.849836187691166645e-01,-6.122586892155779115e-01,2.029300400305973917e-01
-4.506045579587926730e-01,-5.801549662367471161e-01,8.084885174190618862e-02
-4.196439301321308046e-01,-5.628534970339943433e-01,1.086031096007468444e-01
-3.164561271783301599e-01,-4.671300227481355316e-01,1.152075844820753814e-01
-3.917537760724658646e-01,-4.398039347494110407e-01,8.597224842379652676e-02
-3.270404273101151227e-01,-4.356615538879672345e-01,1.576026852032433312e-01
-2.350865458659045226e-01,-3.414522638896445583e-01,-3.197860781998827090e-02
-2.366319474065088913e-01,-3.173865301518764559e-01,2.389647784566080457e-02
-1.467887982370933431e-01,-2.286211719684861643e-01,8.394552889436213139e-02
-1.976876000335485717e-01,-2.771617236123675720e-01,1.141213448992735857e-01
-1.760084650648864601e-01,-1.430260388295412910e-01,-1.500196907413050770e-02
-1.059234288545112534e-01,-1.539628072181677410e-01,4.499901752518584153e-02
-1.198267414113267232e-01,-1.927153220963009617e-01,4.361424921142127015e-02
