accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
9.056421069101245891e+00,7.931382549424037531e-01,-3.450984440950773280e+00
9.049254928988123226e+00,8.193378059906714084e-01,-3.304786370667972317e+00
9.026324777349206130e+00,8.449076887761596266e-01,-3.187548791492080813e+00
9.014558410392783827e+00,8.912396960390099876e-01,-3.093673068981451557e+00
9.000100491754475129e+00,9.177680315256779853e-01,-3.015384201059390534e+00
8.980052117770133790e+00,9.518609571504174083e-01,-2.968638589238813630e+00
8.930981560212728709e+00,9.964131688368187412e-01,-2.945637466859693188e+00
8.900835343419908341e+00,1.029873477804543525e+00,-2.935760752124536577e+00
8.855887253898188760e+00,1.068949758170342212e+00,-2.946016086314511728e+00
8.825292121906143095e+00,1.123878314084882923e+00,-2.964014896190266146e+00
8.776045264630395693e+00,1.128095436077551472e+00,-3.177776716319728134e+00
8.734552507991670822e+00,1.129647500251394820e+00,-3.373258325014275361e+00
8.685789834168453183e+00,1.139441339650406615e+00,-3.551916284869519824e+00
8.637841377106052931e+00,1.130260622824776462e+00,-3.699064023243701538e+00
8.610854452587417995e+00,1.128428071542080691e+00,-3.839661122413783101e+00
8.582769433328198971e+00,1.133985141957178922e+00,-3.972969725579096778e+00
8.548934138243469150e+00,1.130663086676628959e+00,-4.087363794994022470e+00
8.514240012433274885e+00,1.113295215632992941e+00,-4.184289576431620361e+00
8.500905099370292817e+00,1.114245076914099686e+00,-4.289946223544896853e+00
8.476908736075266404e+00,1.115155086845342813e+00,-4.376068474980653100e+00
8.466866821340950366e+00,1.103640120853160322e+00,-4.448689565088415954e+00
8.442803525047930080e+00,1.113651873195131925e+00,-4.517542922797805005e+00
8.420140486198310015e+00,1.105220706885794435e+00,-4.573438362588381878e+00
8.412829839147562438e+00,1.097177264106657280e+00,-4.626176423298021589e+00
8.397112560694388605e+00,1.099982902155780096e+00,-4.684742092698144234e+00
8.383272054349912850e+00,1.093371286932146802e+00,-4.723811088191402163e+00
8.370275699265384617e+00,1.100597055567427374e+00,-4.768865047737159024e+00
8.366776080249486824e+00,1.092176041184531599e+00,-4.808928218435768009e+00
8.350773678844884529e+00,1.094513266624784098e+00,-4.825471406884381587e+00
8.351372616160080753e+00,1.090144493927331260e+00,-4.861434256913650387e+00
8.336171213637046051e+00,1.082984666717680344e+00,-4.890666669768735098e+00
8.334764533344321435e+00,1.074630398739196080e+00,-4.911448840556622564e+00
8.335936183149126322e+00,1.082044824801031924e+00,-4.930418354297062322e+00
8.323322324266671401e+00,1.084124793510935936e+00,-4.953029661230548442e+00
8.319132007769804105e+00,1.085333069349257107e+00,-4.952167946446902391e+00
8.319411947752096026e+00,1.080027541856678042e+00,-4.983957074500480644e+00
8.319376711256738943e+00,1.072939744832350994e+00,-5.001350209661703516e+00
8.311645699270414411e+00,1.079698435882212593e+00,-5.007740180971707922e+00
8.303297413556416373e+00,1.081236793434265042e+00,-5.021880379011411044e+00
8.301463442552137195e+00,1.079714297937377276e+00,-5.030466347416318484e+00
8.300213355418515349e+00,1.084952428982782102e+00,-5.041766537104629187e+00
8.294283604976730118e+00,1.073601098352219063e+00,-5.051652910678421371e+00
8.288291376871722349e+00,1.079452147557899089e+00,-5.060761253954217942e+00
8.300034762656908427e+00,1.077492041737922790e+00,-5.060145453908134527e+00
8.295945277243319538e+00,1.069873687864540290e+00,-5.069418959971231153e+00
8.287818674632251970e+00,1.077657418765416208e+00,-5.078678546221607526e+00
8.293759970379319668e+00,1.075454170127533304e+00,-5.081463686912626621e+00
8.290793786200529425e+00,1.065266818053883568e+00,-5.082935751707386096e+00
8.283731538024484919e+00,1.073857187306100691e+00,-5.093612179950778973e+00
8.287917417483120275e+00,1.068808073034431150e+00,-5.088851179703484107e+00
8.284973203216292603e+00,1.066166573927487704e+00,-5.094906602762923065e+00
8.286864946851469682e+00,1.059889044092851895e+00,-5.096789026035851933e+00
8.276605914952314791e+00,1.071112715831130213e+00,-5.096887236304137758e+00
8.277225778163021630e+00,1.067579490566682221e+00,-5.099440803486197993e+00
8.280658341443832171e+00,1.068060200977600349e+00,-5.107297191939601078e+00
8.274413185987244290e+00,1.079652368183129152e+00,-5.105460242647733793e+00
8.279323920346493892e+00,1.073254698293209630e+00,-5.108502133696779524e+00
8.288586700268895768e+00,1.071335574532377599e+00,-5.110734150357757244e+00
8.280189938953739670e+00,1.072573611396439253e+00,-5.113682842713220822e+00
8.282266929000618561e+00,1.064611480393174991e+00,-5.123652915705273259e+00
8.286238319185999401e+00,1.068811649952894127e+00,-5.110996841024463500e+00
8.287539494693717756e+00,1.073209384630964491e+00,-5.108649319607866168e+00
8.274964296930219732e+00,1.069798601349250866e+00,-5.122592932311891722e+00
8.275516061353732411e+00,1.069220878505274364e+00,-5.126780792699665135e+00
8.282546721022699288e+00,1.069026033217046479e+00,-5.120587521452563351e+00
8.274747203269724238e+00,1.083465183283287114e+00,-5.123088997301665337e+00
8.286368445240615443e+00,1.066278639047756549e+00,-5.129557146973679593e+00
8.274465108769524235e+00,1.066457418335482021e+00,-5.119505337573469816e+00
8.286943288461612767e+00,1.072303069055893010e+00,-5.126965931665147913e+00
8.276469442149029021e+00,1.065227601152157311e+00,-5.129374796452747631e+00
8.279767044186771230e+00,1.069248827089534615e+00,-5.117882393844272571e+00
8.279691267124077214e+00,1.075067224633506235e+00,-5.122692365664659242e+00
8.281632993129969478e+00,1.071788951941688328e+00,-5.118646085026610670e+00
8.273871722238601123e+00,1.072659032252793132e+00,-5.125952236923492222e+00
8.279426357083339738e+00,1.061137027854678561e+00,-5.128505312473961908e+00
8.276932081628814331e+00,1.073553210745103348e+00,-5.123113144520507589e+00
8.265343003474788119e+00,1.080196346707817501e+00,-5.132254983059914899e+00
8.276366007109009715e+00,1.075553501738744533e+00,-5.118249617319995615e+00
8.277336444405511529e+00,1.065760325629561356e+00,-5.123567042771214552e+00
8.283902097488960337e+00,1.076730876000399295e+00,-5.119472539842917058e+00
8.271969269997805796e+00,1.067989517147087453e+00,-5.119859909839268752e+00
8.272322278675019902e+00,1.070244224872648697e+00,-5.124789685854524990e+00
8.267571789401481297e+00,1.061587778862944864e+00,-5.114382483376640920e+00
8.269675569058712483e+00,1.058320721199589975e+00,-5.115693025726539389e+00
8.269295427737212378e+00,1.080154666551876641e+00,-5.121436993853617281e+00
