accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
9.066975339119920818e+00,7.940809956262457892e-01,-3.463241093490380340e+00
9.056723977656337965e+00,8.131554790785809894e-01,-3.315622871919032821e+00
9.030884913395167857e+00,8.548630704279147619e-01,-3.188339640395670305e+00
9.025165149895933325e+00,8.860777966201720535e-01,-3.091557480429764748e+00
9.003687197642799234e+00,9.241843914836090912e-01,-3.028163958549153545e+00
8.969961396115742502e+00,9.513155774190509284e-01,-2.977166636429721347e+00
8.939103660664040163e+00,9.934484829309051523e-01,-2.947390240812043150e+00
8.900980401756488192e+00,1.028750912623540792e+00,-2.937350683012565078e+00
8.862649030867469691e+00,1.071808211358153962e+00,-2.936883937033600400e+00
8.819909966502573084e+00,1.128479032487439193e+00,-2.971256285924590124e+00
8.758951757655424331e+00,1.126893472906702609e+00,-3.178247184352760879e+00
8.721130276233511225e+00,1.126119578402120736e+00,-3.367830177771038880e+00
8.685118681856684120e+00,1.134041020272054112e+00,-3.547833681267510197e+00
8.643372362584825552e+00,1.131251219271991015e+00,-3.701465141427790595e+00
8.615432460005223447e+00,1.129583677473883219e+00,-3.851257198165606077e+00
8.579921277120380552e+00,1.130221611232365309e+00,-3.982153108338587266e+00
8.548823606414249099e+00,1.126158153711114274e+00,-4.081601290530532999e+00
8.526858663128983551e+00,1.119678096498011088e+00,-4.189360168797995776e+00
8.494456020978351063e+00,1.118011440825811054e+00,-4.288132834065025101e+00
8.476432600768152525e+00,1.116181132995365699e+00,-4.364474552927011253e+00
8.458857725829982854e+00,1.115893905382731255e+00,-4.452060203136952055e+00
8.446060066841944547e+00,1.109901888805270742e+00,-4.512884297950066070e+00
8.431452702990494430e+00,1.099902389877956299e+00,-4.583133124167495076e+00
8.406669500158610475e+00,1.096499616544702294e+00,-4.620852183372193167e+00
8.392212071360969361e+00,1.098625680814951044e+00,-4.670627268344433425e+00
8.388827691552398491e+00,1.093357904235043865e+00,-4.728674885869923905e+00
8.384298421148628222e+00,1.089607503597015636e+00,-4.761978954948896892e+00
8.362133780767999625e+00,1.089647685781669040e+00,-4.806959035040446082e+00
8.360162085235723239e+00,1.088163791065814179e+00,-4.824756371337800331e+00
8.345178069595975856e+00,1.086401972826393836e+00,-4.860570871092607881e+00
8.342632435252310685e+00,1.087038554692130399e+00,-4.897462577139075179e+00
8.336238236900461729e+00,1.089994702023881601e+00,-4.916906464012304134e+00
8.330160889686226255e+00,1.089927515668179359e+00,-4.936270509695616759e+00
8.324027479049942002e+00,1.080612334934796470e+00,-4.953925168657772105e+00
8.314364134960104735e+00,1.081184320264919618e+00,-4.964706103372449775e+00
8.317307526650065341e+00,1.082942216712974526e+00,-4.993286309974068082e+00
