gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-9.267274057385190389e+00,-1.060212907205725585e+01,1.775227173345883758e+00
-1.758943752744974631e+01,-2.001351776590301768e+01,3.229799476955976356e+00
-2.495442587599151452e+01,-2.868682042862823778e+01,4.716472693644748304e+00
-3.167720915542207649e+01,-3.630381121099387087e+01,5.983867046683474022e+00
-3.767456255726112602e+01,-4.343713527254311657e+01,7.407975731865500180e+00
-4.298031840655851710e+01,-4.965931144422988552e+01,8.786274461015914028e+00
-4.764485892899973152e+01,-5.541157323861315120e+01,1.015708413697836932e+01
-5.176276951714605445e+01,-6.052324143140890556e+01,1.161630567908001410e+01
-5.547467437911692656e+01,-6.523309284854536827e+01,1.290705219739226273e+01
-5.864900989628798555e+01,-6.953886869932833292e+01,1.443277881747123814e+01
-5.256309389800740917e+01,-6.271760290784895631e+01,1.351337326308095754e+01
-4.693652127408748242e+01,-5.643500494446908533e+01,1.270741221361314466e+01
-4.214844759379426620e+01,-5.094535918923451590e+01,1.185847244093566566e+01
-3.766378998444753989e+01,-4.593386417794368981e+01,1.095907249875817513e+01
-3.373880635983079657e+01,-4.134739131968999715e+01,1.007788031579942434e+01
-3.030470278396719053e+01,-3.735140947475448314e+01,9.223847031500127969e+00
-2.726989405938904198e+01,-3.352794217216067096e+01,8.487300636260679099e+00
-2.438026764696503790e+01,-3.026341164275568474e+01,7.757210911621691629e+00
-2.192362298268827203e+01,-2.720107233594471197e+01,7.182690531568726833e+00
-1.968472056446076479e+01,-2.456850184509535495e+01,6.513582967365473486e+00
-1.764980592038309126e+01,-2.214963266268940956e+01,5.859408550881115119e+00
-1.586814959624131482e+01,-1.983277371683970713e+01,5.376421154512099676e+00
-1.425446962247531957e+01,-1.790440832932130988e+01,4.888231304423731771e+00
-1.280587998343357370e+01,-1.614705711754124806e+01,4.412168907136058138e+00
-1.156095149488350771e+01,-1.453006006997348365e+01,4.010606640105219611e+00
-1.037174233667600909e+01,-1.301724355967500912e+01,3.627684109475630692e+00
-9.247892155826113125e+00,-1.188324090440851499e+01,3.336865657531442153e+00
-8.323428814031036183e+00,-1.057766422523951455e+01,2.965707912263392476e+00
-7.479636903188842112e+00,-9.598935206528665276e+00,2.710326303466247921e+00
-6.802579120311986749e+00,-8.605468146596226831e+00,2.440215652327374585e+00
-6.062612211170325338e+00,-7.743799529224465239e+00,2.158593036173226398e+00
-5.466696100315945550e+00,-6.962869887612665565e+00,2.004492315500358668e+00
-4.908448955511773626e+00,-6.231758368311867358e+00,1.801629492039220182e+00
-4.405652949709455868e+00,-5.709548032683582797e+00,1.596173733883401225e+00
-3.996209173447401675e+00,-4.989867021963959814e+00,1.454045779287947093e+00
-3.569625639742278089e+00,-4.600136860670214212e+00,1.349138432040573710e+00
-3.182183930372052938e+00,-4.121966399253750524e+00,1.234963560838453267e+00
-2.817503999909580781e+00,-3.778143024881816192e+00,1.126429234222354081e+00
-2.631641630684752098e+00,-3.303376773202652661e+00,9.800162574144404282e-01
-2.267807154286324511e+00,-2.988982669955562610e+00,8.606572931880484001e-01
-2.187717363127707149e+00,-2.713891205219911562e+00,7.564928150341131419e-01
-1.869009413511478979e+00,-2.363633594538553151e+00,6.745743145859849355e-01
-1.722574791900358893e+00,-2.155481106297997052e+00,6.686208058086545725e-01
-1.573195065685728755e+00,-1.947883412484818777e+00,5.628409294812618535e-01
-1.405967884516028388e+00,-1.717753206939924393e+00,4.359171740957011876e-01
-1.281773761476579399e+00,-1.591813602523228788e+00,4.093332055091639110e-01
-1.100990995982044751e+00,-1.449753794008077357e+00,5.058929811469639048e-01
-9.925200433038193770e-01,-1.325037162406993874e+00,3.774340563161366346e-01
-9.034340317050097990e-01,-1.044988417382977763e+00,2.830452146958001292e-01
-8.513302344860663728e-01,-1.045291420167213214e+00,2.943751780062359158e-01
-7.813476184418383097e-01,-9.138283733710934609e-01,2.855386695616689008e-01
-6.577983624222896175e-01,-9.057328629988387059e-01,2.859480136501323932e-01
-5.846673421204967580e-01,-8.174298445243795008e-01,1.944323733793555387e-01
-5.242068251397397072e-01,-6.816467434364428257e-01,1.584570884788242262e-01
-5.525205522578379158e-01,-6.534728285570472472e-01,2.081172112401776519e-01
-3.853270368072673202e-01,-5.085466821446880115e-01,1.662066427694624815e-01
-4.057172755106800421e-01,-5.871656377188608777e-01,1.538540958142977921e-01
-3.079826247706108910e-01,-4.897435293446297244e-01,1.209896187677824142e-01
-2.445698155697659804e-01,-4.152673303466965504e-01,1.686861663735245154e-01
-3.075929927679370013e-01,-4.354853297970723291e-01,9.191724270431762822e-02
-2.110733942650298289e-01,-3.315930858066276077e-01,2.118191720104753151e-01
-3.230148316130235786e-01,-3.189968004708927385e-01,4.621660127679579760e-02
-1.589319026122437140e-01,-2.424970828140612933e-01,1.929731912065151683e-02
-1.485194066436417160e-01,-2.788271653859004107e-01,1.000413932132433736e-01
-2.250647968460033621e-01,-2.001312173972370767e-01,1.086466298396480956e-01
-2.134642810396816803e-01,-1.820732446104740554e-01,9.709470313545021103e-02
-1.386675872768541040e-01,-2.158259171064681736e-01,3.048912420474882840e-02
-5.323962420527381806e-02,-2.103430658360819216e-01,5.901228818704726264e-02
-1.330337651043211888e-01,-9.576131431342273237e-02,-1.502392341835501015e-02
6.436836595465422230e-03,-1.884526726306152700e-01,-1.925294543316177082e-02
-1.053321332414099559e-01,-1.354651734322602219e-01,8.376165154424727866e-02
-1.172898444735539364e-01,-5.309678023444790174e-02,1.074960474203030952e-01
-1.099562031914256416e-01,-7.534521376242502011e-02,3.318310090909667304e-02
-1.042023459159064080e-01,-1.268624308891685981e-01,-5.692043120489478913e-02
-6.461338810117893405e-02,-1.124061254376917951e-01,-6.387648288935671159e-02
-7.625992637840657735e-03,-2.550302815411002733e-02,-7.256855438286612114e-02
-1.023918554615921295e-01,-7.607984610318195562e-02,-5.343727724168050724e-02
-1.464302516878918103e-02,1.172497662901579758e-02,-2.692600136929613336e-02
-1.197006977973680830e-01,-7.210929921961937994e-02,1.890642622566033812e-02
-3.240710012968296000e-02,-1.034533354605869510e-01,5.514517609507640222e-02
-8.417991995773235758e-02,-3.380829749733958722e-02,1.589845087522082437e-02
1.443911338577778120e-02,-1.063622978233304955e-01,-3.483432146209523156e-02
