gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-9.240094846806041318e+00,-1.055860338936435205e+01,1.649068950991155802e+00
-1.751215448973945144e+01,-2.012713856613994778e+01,3.252714959947159645e+00
-2.505783569599710248e+01,-2.863950006801817949e+01,4.674416459575942540e+00
-3.164669291250475425e+01,-3.639045304849165774e+01,6.029503679821694107e+00
-3.765923468439322619e+01,-4.337457225519360549e+01,7.474251260443288913e+00
-4.296227984943793388e+01,-4.966349565207890038e+01,8.879752251948447750e+00
-4.761821716386166514e+01,-5.540099324599569286e+01,1.019484678121359345e+01
-5.173714814034797627e+01,-6.057925045132535047e+01,1.159212559024008016e+01
-5.544451693228243983e+01,-6.523202484431357107e+01,1.307138741187338482e+01
-5.860063915539627999e+01,-6.953824581290881213e+01,1.446674929623954498e+01
-5.243408677107362337e+01,-6.269324346795164615e+01,1.353981428436564904e+01
-4.699761413859823023e+01,-5.653822494958891554e+01,1.276060351618896682e+01
-4.213869935359893759e+01,-5.088765995483039717e+01,1.183954001397543898e+01
-3.777152846327496150e+01,-4.581485876020814629e+01,1.093289537798315436e+01
-3.386680924660142722e+01,-4.137656830011582798e+01,1.010688029912613040e+01
-3.028945859660281670e+01,-3.728709668069659244e+01,9.265263761887876370e+00
-2.715294068032601515e+01,-3.356409039500710634e+01,8.501276280899572768e+00
-2.442547113788072366e+01,-3.023298300520796644e+01,7.822397820080368547e+00
-2.183702278756762283e+01,-2.729270445142282142e+01,7.114060060389026496e+00
-1.966169281503279720e+01,-2.457404512663820739e+01,6.534232278102574121e+00
-1.764221169633565367e+01,-2.216500940011487941e+01,5.914726899052197062e+00
-1.578674865317798215e+01,-1.994200410995239281e+01,5.359655994074935315e+00
-1.426591870443967558e+01,-1.793156802462697996e+01,4.859360688185921262e+00
-1.279280893681672815e+01,-1.613801449765674079e+01,4.448397760412579949e+00
-1.146306235270518492e+01,-1.449918142103423513e+01,3.971241486866972092e+00
-1.029875459371341506e+01,-1.310532853769759853e+01,3.670553784562480715e+00
-9.171679081560945690e+00,-1.183042110832450078e+01,3.317638508564086042e+00
-8.393723147268724816e+00,-1.057488076334268889e+01,2.948213530297875362e+00
-7.467726512324721178e+00,-9.583421363701763340e+00,2.662987270682218188e+00
