gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-9.216802648190537184e+00,-1.054900635956471611e+01,1.669963569686972127e+00
-1.752088324372125072e+01,-2.005422321060503066e+01,3.153803094608962798e+00
-2.506275597605801764e+01,-2.870944844116272421e+01,4.587729641064326458e+00
-3.166411303234699659e+01,-3.644727749358253988e+01,6.091331171425382607e+00
-3.763991663374937247e+01,-4.336480583240550146e+01,7.521806768267258470e+00
-4.292572253147405092e+01,-4.965041393859072372e+01,8.847379479505974587e+00
-4.754490370487381057e+01,-5.539389386487908951e+01,1.018984103498251592e+01
-5.187680926289509387e+01,-6.056177425707266337e+01,1.151602495405963111e+01
-5.545628261325670394e+01,-6.522110396135039423e+01,1.298111511368527538e+01
-5.864556056013288554e+01,-6.958500247464370148e+01,1.450625763089373166e+01
-5.253159056528763671e+01,-6.272307867507161205e+01,1.361769875947477537e+01
-4.693399041583057141e+01,-5.648976885340586307e+01,1.274388880505509825e+01
-4.209175148952049739e+01,-5.097436080345811149e+01,1.181713818462159971e+01
-3.780448343573048220e+01,-4.589755983448586107e+01,1.088003628277724921e+01
-3.389165878856772451e+01,-4.141915365702830343e+01,1.005676848080212693e+01
-3.031331709856317858e+01,-3.730302333277462878e+01,9.308377666444478393e+00
-2.718744067329103586e+01,-3.352708141593521418e+01,8.530983405180414536e+00
-2.433632546532707508e+01,-3.027482099291409057e+01,7.758946373550404729e+00
-2.189689491297145452e+01,-2.725953264273277199e+01,7.139354037456786095e+00
-1.965102019620633911e+01,-2.451305823537654405e+01,6.510797731356582574e+00
-1.768832777258103306e+01,-2.210597841035480826e+01,5.927337056659129466e+00
-1.588469356062188176e+01,-1.981234990885833014e+01,5.392924406592055853e+00
-1.427657633462804831e+01,-1.792657579479865859e+01,4.966303865980993493e+00
-1.281994752027198814e+01,-1.617093200978101919e+01,4.452913172932466246e+00
-1.160399509893935210e+01,-1.454953680634568514e+01,3.994927289836443851e+00
-1.029583146837068064e+01,-1.306391017022767009e+01,3.639356192587111849e+00
-9.287330047361868068e+00,-1.184035922777511729e+01,3.289725579132851241e+00
-8.338592369145262140e+00,-1.054927449853786747e+01,2.947401300082711728e+00
-7.449625986178428860e+00,-9.644873170569089993e+00,2.716351920847751344e+00
-6.739318272748977101e+00,-8.571268951347516207e+00,2.454903563708049852e+00
-6.095883518994001271e+00,-7.739124983358959042e+00,2.182283429196982372e+00
-5.434531109482668931e+00,-6.952246306948942411e+00,2.010905747895913809e+00
-4.911138393621421905e+00,-6.283735414199771441e+00,1.857391055409767233e+00
-4.403743367604219472e+00,-5.597417437632088877e+00,1.601435693463499010e+00
-3.969804013558826838e+00,-5.054876495468627162e+00,1.482906248151519613e+00
-3.574460488192626517e+00,-4.518261559839837460e+00,1.251508461089430924e+00
-3.269149679218639193e+00,-4.071426547352832159e+00,1.166042572101980923e+00
-2.941000441811734145e+00,-3.731545578205143876e+00,1.096531189650068461e+00
-2.612436316516903112e+00,-3.346949416784324782e+00,9.466224636127660297e-01
-2.303176838664014792e+00,-3.029063965335520248e+00,8.846720515447337174e-01
-2.081549725062858069e+00,-2.609139573037702053e+00,7.886382940777204587e-01
-1.905826893667420308e+00,-2.428278501212296270e+00,7.395310736054105938e-01
-1.786457871871032443e+00,-2.165505561879709884e+00,6.262253883123739540e-01
-1.508645187518135478e+00,-2.017600159258164272e+00,5.290034547600113157e-01
-1.476473037635455121e+00,-1.740953381485932816e+00,4.983846427863322659e-01
-1.226843257340871407e+00,-1.575782917653770987e+00,4.946998699252817544e-01
-1.145004793492183648e+00,-1.458380804547662724e+00,4.540907463977009728e-01
-1.023817400497865071e+00,-1.271928502981908737e+00,3.871326224260641102e-01
-9.229119284560727277e-01,-1.125230352840869363e+00,3.298018725819365504e-01
-7.289926594922402359e-01,-1.008027261354519588e+00,2.443313747464558872e-01
-7.276047216173621157e-01,-9.440425622331544142e-01,3.404239648116409445e-01
-6.451586102661703848e-01,-8.236507788978894018e-01,2.938556054239365167e-01
-6.135464183015202355e-01,-7.045061721819205758e-01,1.821853282933881546e-01
-4.866846942036175405e-01,-7.408408724205945983e-01,1.942069506172985627e-01
-5.038253500032503496e-01,-6.267450485974486174e-01,2.005532306325390202e-01
-4.423737533904062991e-01,-5.373817190269680744e-01,2.430722745246755023e-01
-3.965856850057654093e-01,-5.512913471988264424e-01,6.258982428429406275e-02
-3.755523010881707813e-01,-4.860558876161898967e-01,1.462449288216780552e-01
-3.714770674562874464e-01,-3.616581082819733117e-01,2.021552378432953656e-01
-3.323206395270525415e-01,-4.115736773719237962e-01,6.788766286971531505e-02
-1.912370873951020900e-01,-3.737974833074131364e-01,7.687479393216983814e-02
-2.213518031976550171e-01,-2.901308618534209627e-01,4.190226539923407739e-02
-1.706299190894815521e-01,-2.545556318676377439e-01,9.602572888404978246e-02
