accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
9.057326652997554461e+00,7.818698715187067938e-01,-3.455590266385214271e+00
9.060252850755400544e+00,8.137278350202582500e-01,-3.295720682028537407e+00
9.035931855690607861e+00,8.531694696191013394e-01,-3.176087977565364096e+00
9.023458237546972072e+00,8.823093998150920436e-01,-3.088713715096312207e+00
8.997378924426200797e+00,9.229017862210172618e-01,-3.031179230715717932e+00
8.974355390115354325e+00,9.662546416685406925e-01,-2.969186300404652812e+00
8.944925491384173810e+00,9.915213374847984262e-01,-2.940270557626464054e+00
8.907952713212422324e+00,1.033038717639081172e+00,-2.940163417170824633e+00
8.872269483578360649e+00,1.073857727741608592e+00,-2.944907508489039483e+00
8.811886789296147882e+00,1.122700144332592131e+00,-2.964832864460330786e+00
8.765046314052195697e+00,1.116372174540253948e+00,-3.184549982774446342e+00
8.722519626118725000e+00,1.125704110651878365e+00,-3.367221994691238951e+00
8.687042596443902198e+00,1.130732078146575947e+00,-3.542192608783930829e+00
8.650263129606322821e+00,1.127930835988256719e+00,-3.701530863631277590e+00
8.602216363183510239e+00,1.126822998896338968e+00,-3.839010061558266074e+00
8.575064268507521348e+00,1.130989944330943464e+00,-3.981058265987999167e+00
8.556192811673575704e+00,1.112497588541659255e+00,-4.089419578720199233e+00
8.529238807075348205e+00,1.124828431637240778e+00,-4.191289907344621923e+00
8.498502182354357615e+00,1.118555122285358916e+00,-4.287723590137670904e+00
8.483243305578424653e+00,1.119553721915736988e+00,-4.373602130718023062e+00
8.462081062185408342e+00,1.108603590168063757e+00,-4.444575058621400565e+00
8.448069308360558693e+00,1.105189913551501535e+00,-4.514885671896048613e+00
8.422758273204403068e+00,1.104608480816368088e+00,-4.563571746969584453e+00
8.409133829898307155e+00,1.110939278927218998e+00,-4.627143083799965417e+00
8.397206766407277811e+00,1.105151776640228345e+00,-4.673522335526569371e+00
8.383985922216901088e+00,1.097934535586264637e+00,-4.722824467741832954e+00
8.375012463744988978e+00,1.092025776651349478e+00,-4.774952614067772494e+00
8.362736235328982914e+00,1.082320810016656143e+00,-4.804500176144972379e+00
8.361390473352985353e+00,1.097023906800670412e+00,-4.828867817688107245e+00
8.346471608975363665e+00,1.092216024780214401e+00,-4.860321850924117726e+00
8.340464964603382825e+00,1.083223090181474335e+00,-4.888732490611131354e+00
8.333709914939396057e+00,1.084453926432900062e+00,-4.909622946174171609e+00
8.327685243725532871e+00,1.083768592912309314e+00,-4.932654422635434521e+00
8.324385997582922414e+00,1.084335836464612068e+00,-4.945286648269314966e+00
8.319009190493389383e+00,1.084193644294362269e+00,-4.978236609839569837e+00
8.318906699203765243e+00,1.089627347347983832e+00,-4.990489933816892432e+00
8.313078505219024805e+00,1.079368012473000071e+00,-4.998817949998579202e+00
8.301247258397314255e+00,1.075342525483997225e+00,-5.009460533916518798e+00
8.299020757531806680e+00,1.063109564905991178e+00,-5.018789717056240107e+00
8.304036223008310458e+00,1.075838628045465262e+00,-5.022743556667458975e+00
