accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
9.053916030232398882e+00,7.880389352424924665e-01,-3.457102823240557399e+00
9.054808615391777948e+00,8.251846295477475168e-01,-3.305940408763619054e+00
9.037813150041046129e+00,8.564673658024979375e-01,-3.180600375458815243e+00
9.024781154162569763e+00,8.827200772757212155e-01,-3.095926746739405822e+00
8.996144928070124891e+00,9.182402241883115268e-01,-3.023551374270494918e+00
8.965496491226247144e+00,9.520623912991549309e-01,-2.974464029224243689e+00
8.936490677229219415e+00,9.937956122192035391e-01,-2.952632845434939313e+00
8.899214262323821956e+00,1.044171144240701343e+00,-2.941422070004064082e+00
8.862697342030305236e+00,1.071984042270721194e+00,-2.944427609898199183e+00
8.827690374853137456e+00,1.117307750419305856e+00,-2.958910705061159163e+00
8.767711743085046194e+00,1.130832491645269888e+00,-3.186522767754442320e+00
8.728221574527616156e+00,1.127812576135277078e+00,-3.373962162499064110e+00
8.679074229858994016e+00,1.135692259250852487e+00,-3.545937918542481082e+00
8.648453183203454131e+00,1.136915220083597244e+00,-3.707629412897268217e+00
8.600864622035839346e+00,1.127352109981102135e+00,-3.852339650643307412e+00
8.579851747674945628e+00,1.129698747446448381e+00,-3.975823269997476483e+00
8.544957887312991218e+00,1.125510068224452320e+00,-4.094011268510207024e+00
8.520928004638884445e+00,1.119098327317187280e+00,-4.200418282252432078e+00
8.493988506464230426e+00,1.116492500138511978e+00,-4.292121603854933909e+00
8.478013831147428903e+00,1.114490036605047196e+00,-4.373412226696693494e+00
8.456720605628447629e+00,1.111957851733357927e+00,-4.454871031767765110e+00
8.443043698104981232e+00,1.107105217810266273e+00,-4.506286479873984341e+00
8.424697961925582845e+00,1.103207623210654020e+00,-4.569820849472862712e+00
8.404924808839151495e+00,1.103518779864564481e+00,-4.631566692467986357e+00
8.396393260151231885e+00,1.093234801677716250e+00,-4.674974864289454857e+00
8.375907183482187435e+00,1.096767656881575848e+00,-4.721868091843749227e+00
8.375692477890968490e+00,1.096905527355415577e+00,-4.757512935384845321e+00
8.373201724228932719e+00,1.085952862061744240e+00,-4.806966244507249186e+00
8.356033304304251175e+00,1.096610161647980419e+00,-4.833992607582898948e+00
8.347238324527062048e+00,1.085284589365433705e+00,-4.873594602665201947e+00
8.336363594136289024e+00,1.090565274903664283e+00,-4.876901862091738593e+00
8.335800736043911030e+00,1.077845842749465488e+00,-4.903047516258223659e+00
8.332984340834272530e+00,1.080591644868476475e+00,-4.941823688638392831e+00
