gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-9.220409655234716340e+00,-1.051974576157845398e+01,1.630057205416837629e+00
-1.758369639152038033e+01,-2.003343175377735008e+01,3.230580048241642910e+00
-2.502658968377221882e+01,-2.866225716063793882e+01,4.633935167164683122e+00
-3.168290095158548425e+01,-3.634732850417002226e+01,6.043220500724430622e+00
-3.766008151797012715e+01,-4.334037732625360917e+01,7.477870013291252782e+00
-4.300789857166308394e+01,-4.966809125179646145e+01,8.820883204593910065e+00
-4.763191983589699419e+01,-5.533990267460644930e+01,1.022079194838650551e+01
-5.175316124993306488e+01,-6.063349441497766179e+01,1.155752067911482683e+01
-5.541863945623038745e+01,-6.527738331332095356e+01,1.302764536046250043e+01
-5.859133877743073526e+01,-6.954965086584142853e+01,1.451774040632788498e+01
-5.244751582703763404e+01,-6.269995488605178480e+01,1.359806217131997208e+01
-4.692515998409976419e+01,-5.651843539143935402e+01,1.263230307212668180e+01
-4.210915440957345623e+01,-5.093934429136992748e+01,1.179383225499109678e+01
-3.772812999351292262e+01,-4.589759792303359376e+01,1.090332910131018096e+01
-3.384230729982592578e+01,-4.134265755869836312e+01,1.005077178015071482e+01
-3.029595834686035971e+01,-3.730104212965842692e+01,9.320251208298687473e+00
-2.720243907347294510e+01,-3.349336619607467469e+01,8.531377234422036437e+00
-2.436919877604361773e+01,-3.024386113835439716e+01,7.789100011380897470e+00
-2.189264226755146225e+01,-2.724363416308894514e+01,7.124720032209474141e+00
-1.965742209518348105e+01,-2.454562043395731052e+01,6.465512259037655696e+00
-1.769391686091150362e+01,-2.202263134731520822e+01,5.898586271399954839e+00
-1.587145637841631718e+01,-1.991171813731596885e+01,5.340870498139248745e+00
-1.424510030580226960e+01,-1.794547501482392349e+01,4.854007191240384600e+00
-1.282792420070364159e+01,-1.615983005110667037e+01,4.464423025850623006e+00
-1.151098868961073762e+01,-1.457572844743089036e+01,3.981731148119493469e+00
