accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
9.056271874915646336e+00,7.912410395872748747e-01,-3.456638661962591730e+00
9.043730267847786664e+00,8.163229795132392885e-01,-3.315572592112892458e+00
9.036362398507275628e+00,8.494370792394124736e-01,-3.187204316809552296e+00
9.025770053882567368e+00,8.812558396763754409e-01,-3.084356777948430661e+00
8.993806859330749859e+00,9.181077305827339829e-01,-3.030048147125121716e+00
8.967587153606752182e+00,9.511358792072720503e-01,-2.976374206474489359e+00
8.944536082144509237e+00,9.944403678205242514e-01,-2.952797360779872093e+00
8.898670273101654260e+00,1.028978979329911336e+00,-2.933582960342553392e+00
8.865664088245219787e+00,1.079444811013803296e+00,-2.937146993180755672e+00
8.818772855760323992e+00,1.121319690715645745e+00,-2.964978263300785066e+00
8.764208458002007873e+00,1.119636035454528500e+00,-3.183541120855149398e+00
8.714006307417969666e+00,1.128761696837187190e+00,-3.365038505738472630e+00
8.693863406107915637e+00,1.139901220238852764e+00,-3.550111901354759514e+00
8.652343975014280986e+00,1.133039180960838888e+00,-3.709720887807379963e+00
8.611350010994469173e+00,1.124682554928370992e+00,-3.855252108627943652e+00
8.574602052376294026e+00,1.122297962690320672e+00,-3.975255749538038064e+00
8.548015712841559477e+00,1.128593002960991853e+00,-4.087615771124772479e+00
8.526655542901151463e+00,1.126060730003697330e+00,-4.192428301055533879e+00
8.500065518835924649e+00,1.115047157180773629e+00,-4.289101855921334305e+00
8.469456642068509566e+00,1.116538608312876990e+00,-4.371508803822204747e+00
8.455241988250829621e+00,1.117180890238888002e+00,-4.443506968628657461e+00
8.447099207330087012e+00,1.107207906952801801e+00,-4.512415113012913537e+00
8.423926266292221854e+00,1.104030526791252242e+00,-4.566267761531682901e+00
8.409273956524190297e+00,1.102525263457764026e+00,-4.632903208383950755e+00
8.398559273269080805e+00,1.099331275635404337e+00,-4.668652256344409501e+00
8.381485785631447527e+00,1.101426816067323733e+00,-4.726162544380282604e+00
8.371267152608616868e+00,1.099239981079683570e+00,-4.760523045590161040e+00
8.367855323404571166e+00,1.086889069441023592e+00,-4.801687356439410692e+00
8.352399170257763572e+00,1.088109769462339615e+00,-4.842594744131496043e+00
8.348039959436512447e+00,1.094904417815172115e+00,-4.863709587335736551e+00
8.348118177394182382e+00,1.081975777907616898e+00,-4.886954214508132388e+00
8.339592120035224099e+00,1.087710273097702185e+00,-4.916125002093760799e+00
8.330113366330680336e+00,1.078013359677473915e+00,-4.936578822416343826e+00
8.330646034330062122e+00,1.080076106761775456e+00,-4.951301715624792266e+00
8.315958450844759042e+00,1.084704762543157175e+00,-4.977022510032218960e+00
8.316851261582245414e+00,1.081461073359055947e+00,-4.988810487329081944e+00
8.308961280559056917e+00,1.071776823912940602e+00,-4.997855958703171453e+00
8.304379308568798024e+00,1.074059264726421548e+00,-5.010738001226108906e+00
8.292479253220083280e+00,1.072977459832187730e+00,-5.016561961927119562e+00
8.300969068020174646e+00,1.070924228540861112e+00,-5.031922607498745315e+00
8.291904352102674736e+00,1.071910805872714256e+00,-5.039315272978988958e+00
8.296965666514273252e+00,1.068768991903585874e+00,-5.055517919296506513e+00
8.292419234790337157e+00,1.068753341058141348e+00,-5.061309762575410431e+00
8.299276633735697573e+00,1.065154202665974159e+00,-5.062446353516632414e+00
8.286891130337576072e+00,1.077531097429996532e+00,-5.071199910513862541e+00
8.286787677607952318e+00,1.064903466989098435e+00,-5.074085362793765874e+00
8.289250703945716836e+00,1.077505127231154658e+00,-5.072899715641215224e+00
8.280406036491863020e+00,1.082141411021446453e+00,-5.084462107224099192e+00
8.285742501131149851e+00,1.077752177371463560e+00,-5.090987513011572041e+00
8.287971912809107167e+00,1.069168439947991711e+00,-5.090442323494558607e+00
8.278627339638493510e+00,1.066700510413436831e+00,-5.095157139334069107e+00
8.292554722748636920e+00,1.075925473827170853e+00,-5.094528700314765679e+00
8.293834661667817798e+00,1.069531459960330722e+00,-5.099638452374292363e+00
8.282900954507443458e+00,1.075760175424763432e+00,-5.104371363495230796e+00
8.292061886194391107e+00,1.065836415085836819e+00,-5.107957648460920375e+00
8.287813093522970576e+00,1.074507727385881184e+00,-5.105313010316637978e+00
8.277891544189731832e+00,1.067621295320729136e+00,-5.108543366817625220e+00
8.284677082169892515e+00,1.073121045095269510e+00,-5.104394050840687314e+00
8.278701787626356889e+00,1.065793238332411796e+00,-5.105104173848775240e+00
8.273011980346424821e+00,1.072026766829683453e+00,-5.108831938401685591e+00
8.274017024967109890e+00,1.062822104513439836e+00,-5.106693101474693464e+00
8.284498325797178708e+00,1.066622899226232768e+00,-5.116932642825664068e+00
8.281798169438141954e+00,1.065179345952543599e+00,-5.119405964093300732e+00
8.284610411360276316e+00,1.073475723205544075e+00,-5.112151124864326768e+00
8.279733314287618384e+00,1.069382448556028375e+00,-5.130701408092066096e+00
8.279826259304517322e+00,1.064900090735428684e+00,-5.112333785202101133e+00
8.280377133951352775e+00,1.078275577242913563e+00,-5.119244980891083152e+00
8.279446735530871848e+00,1.068433228782329714e+00,-5.112397304559020306e+00
8.283398090044283180e+00,1.076922193171955922e+00,-5.129305353628027753e+00
8.279306194562535026e+00,1.074731758153144368e+00,-5.126441804421108195e+00
8.277933029828441036e+00,1.065005635148717378e+00,-5.113646823024781796e+00
8.282314356245993991e+00,1.074831547048595848e+00,-5.126281362345180170e+00
8.277643960155662839e+00,1.068537327569899276e+00,-5.118429581347105461e+00
8.275370712026171915e+00,1.070128128901364883e+00,-5.121730306824358259e+00
8.279025563098580065e+00,1.067793216617439533e+00,-5.118880089707693593e+00
8.282916037649629359e+00,1.070428495232747856e+00,-5.119182547384725446e+00
