accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
9.055745017685522313e+00,7.955771899223902377e-01,-3.452168283762051981e+00
9.050108686169870964e+00,8.208516870896636064e-01,-3.306356708972474134e+00
9.038617374535428795e+00,8.520784200567881328e-01,-3.189667785848112835e+00
9.029514342287820128e+00,8.865937782803443579e-01,-3.098505363673191404e+00
8.998957264799976485e+00,9.109249702424935258e-01,-3.018077871984577776e+00
8.981485068935239013e+00,9.536367379187375981e-01,-2.976967856154407954e+00
8.934349688859434480e+00,9.982452127515473173e-01,-2.950420221845228230e+00
8.906086930546075919e+00,1.039037811797094646e+00,-2.940169001307414653e+00
8.862218576169592410e+00,1.083250658901838914e+00,-2.931356403860319482e+00
8.813166238300738087e+00,1.127421806298529283e+00,-2.961191910037779706e+00
8.755462418392585988e+00,1.131929218429635897e+00,-3.177635705283246015e+00
8.729947034679891971e+00,1.127527900490313373e+00,-3.370630227496740350e+00
8.678342756855352391e+00,1.129179506688016588e+00,-3.562607845964688380e+00
8.643657282792133856e+00,1.124950032471733419e+00,-3.715180915569600284e+00
8.607242680325770223e+00,1.123421153969508035e+00,-3.841259308803413930e+00
8.575581213540687031e+00,1.127276607926449126e+00,-3.966807444918337033e+00
8.557223732358162138e+00,1.121028420311925400e+00,-4.093163141035062402e+00
8.519130632412007742e+00,1.118505172150872529e+00,-4.200053258715118254e+00
8.493414847135612789e+00,1.119820032999370829e+00,-4.289900953394982785e+00
8.483131260312607225e+00,1.108290004646410365e+00,-4.376541028323037708e+00
8.450166369255992294e+00,1.113338253453457938e+00,-4.443561998095096222e+00
8.438357904239767393e+00,1.109384217012889362e+00,-4.508257495033521245e+00
8.425441045585648325e+00,1.103758068545342308e+00,-4.561262301904673855e+00
8.414380819369771558e+00,1.101382567054454364e+00,-4.633835299615195247e+00
8.393720838047181942e+00,1.094065938814557937e+00,-4.681558144719336845e+00
8.384207267955691378e+00,1.092585975344546156e+00,-4.721148390686695784e+00
8.386042896658352674e+00,1.093775969456420860e+00,-4.768665561525342156e+00
8.369058937443648816e+00,1.086589689174734863e+00,-4.801297625471322661e+00
8.351798545815027452e+00,1.092958083789430601e+00,-4.838625245524939444e+00
8.335765888710200855e+00,1.084454756059130220e+00,-4.865082078698985235e+00
8.343572028749580483e+00,1.082045164071764765e+00,-4.882903532482156805e+00
8.325733506970728115e+00,1.081900368339101970e+00,-4.915262904521726206e+00
8.328455998360089652e+00,1.077726458949455957e+00,-4.937407653998352686e+00
8.327784739551034932e+00,1.081960703089417830e+00,-4.960089785904393089e+00
8.319488683188797751e+00,1.080290109807028998e+00,-4.972919655610405165e+00
8.314398859466981762e+00,1.076982938815640001e+00,-4.977083186181362251e+00
8.315420721112428026e+00,1.079708316636509791e+00,-4.991940308047700725e+00
8.296993231317330242e+00,1.078585629866350759e+00,-5.010460085664564467e+00
8.307023006148362754e+00,1.071981124305231514e+00,-5.029972161878561110e+00
8.307865496607602651e+00,1.070479639247403414e+00,-5.033670104479764262e+00
8.303020226967815276e+00,1.077160656463181709e+00,-5.044228577699972682e+00
8.293476606330294487e+00,1.069297206195777283e+00,-5.053083206921979986e+00
