accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
9.065986162043850882e+00,7.872865409076884591e-01,-3.460134311438828103e+00
9.048616408884161189e+00,8.204326574890854484e-01,-3.304601474609955680e+00
9.038619939095170253e+00,8.522288646769432541e-01,-3.185890623868324223e+00
9.030353298681333740e+00,8.777525343770370414e-01,-3.096004259146207804e+00
8.997157778268542572e+00,9.171456983137137309e-01,-3.027908950922956866e+00
8.967068364039533890e+00,9.577663108569006711e-01,-2.973759367501718209e+00
8.934578174909118431e+00,9.924989716002583506e-01,-2.951064831128388022e+00
8.896856339305468708e+00,1.037512550292345681e+00,-2.938029981276900848e+00
8.857523994017670432e+00,1.078016979873646974e+00,-2.938970356450842480e+00
8.819140682547391918e+00,1.119426366667326977e+00,-2.958867389644590062e+00
8.755462432617457935e+00,1.124086293618210552e+00,-3.170574858986089151e+00
8.736104056336538193e+00,1.124794331756236998e+00,-3.373543765513576265e+00
8.681344126510071035e+00,1.131201270523240598e+00,-3.543694068708659550e+00
8.647034978478480127e+00,1.128215323581392759e+00,-3.701947354662180611e+00
8.606749381348434369e+00,1.124477292769195280e+00,-3.852627350776080206e+00
8.576117994884583595e+00,1.125676343208093844e+00,-3.973241887623919055e+00
8.552147383221674559e+00,1.120731757127222172e+00,-4.088097170078984099e+00
8.525831851250963211e+00,1.127366430494443517e+00,-4.196306585004838219e+00
8.507897924259120614e+00,1.112440648472469151e+00,-4.281839417052506924e+00
8.467122969517356879e+00,1.111861272075650442e+00,-4.372535012944847033e+00
8.463225772757205334e+00,1.102407955121800454e+00,-4.444814163168197219e+00
8.442244877089294164e+00,1.096494306898838200e+00,-4.509295064306943601e+00
8.425738467881005889e+00,1.105120405352933322e+00,-4.582924876153236404e+00
8.407155890660410691e+00,1.094063113962428835e+00,-4.631092776222395457e+00
8.399380258501215835e+00,1.092010614657844991e+00,-4.680284257506311718e+00
8.383534186969377799e+00,1.097374278501269229e+00,-4.722380471910029520e+00
8.378981088853354464e+00,1.095623659415015272e+00,-4.773952029035736011e+00
8.361028504574633757e+00,1.090520010644344007e+00,-4.796541630412296087e+00
8.355286972722602457e+00,1.092610152938618295e+00,-4.830489540552151517e+00
8.349780594288175095e+00,1.084339761777428857e+00,-4.868033953459960372e+00
8.339823733454647225e+00,1.084294853304604400e+00,-4.893780258876127220e+00
8.338029755956075206e+00,1.091470892038092666e+00,-4.914744025794697713e+00
8.340275290709207923e+00,1.087115819280490614e+00,-4.935462060091977854e+00
8.324904573141894915e+00,1.077002362986053008e+00,-4.960343444136707802e+00
8.318269826941831369e+00,1.090972689581784394e+00,-4.961973501342287207e+00
8.318355821098728953e+00,1.073798443261665181e+00,-4.979989871499016729e+00
8.302179466314479228e+00,1.072764129435315628e+00,-5.008740337586817581e+00
8.310648016309565733e+00,1.087867099264679505e+00,-5.005904903165053099e+00
8.313402865262162322e+00,1.080740388031175669e+00,-5.026280091073553002e+00
8.305946226827805035e+00,1.077628470754900203e+00,-5.027316633583188477e+00
8.292975631109134937e+00,1.070768967009467776e+00,-5.038202250677210614e+00
8.297857311019075865e+00,1.086215638810818174e+00,-5.055053354490104844e+00
8.295410872563568461e+00,1.071278387283906675e+00,-5.049539986073348530e+00
8.294367431967678783e+00,1.075970384751370190e+00,-5.058345098966004372e+00
8.294924387593923143e+00,1.071734736778796382e+00,-5.064928589791006353e+00
8.291962127956475470e+00,1.066827583385399958e+00,-5.071077379920083672e+00
8.287711162385706487e+00,1.082524591854492346e+00,-5.080530883999597513e+00
8.292620654742316688e+00,1.078357005505800714e+00,-5.076779253371244138e+00
8.279678152998236840e+00,1.068551539555368191e+00,-5.089586151642504497e+00
8.292136593797607702e+00,1.059764752181207914e+00,-5.093757045717758558e+00
8.285512956389801786e+00,1.073532133297281588e+00,-5.091629061924022537e+00
8.281501199276291914e+00,1.065115379551328845e+00,-5.098860653270123500e+00
8.278592393532788307e+00,1.068166311879873653e+00,-5.105741083508265277e+00
8.283533522817130290e+00,1.066602603576002783e+00,-5.097642593824091684e+00
8.279976057358370056e+00,1.068866953666115283e+00,-5.097286618596779562e+00
8.278369417098042859e+00,1.063093805487997923e+00,-5.112159317816494131e+00
8.278391962281069993e+00,1.069676103707477122e+00,-5.107098564062317436e+00
8.280232961126872127e+00,1.072199161106597520e+00,-5.102738698482282231e+00
8.278651604808768383e+00,1.070069679221638426e+00,-5.115428923416417639e+00
8.277923835426848953e+00,1.068286296819817904e+00,-5.109126689092630791e+00
8.281912463885575448e+00,1.074119833131951030e+00,-5.117735341681647121e+00
8.276948483551926472e+00,1.064348467306989177e+00,-5.111723216445970941e+00
8.281290078031942059e+00,1.067607142737272197e+00,-5.114814075145631911e+00
8.280504009706081803e+00,1.076666157780584054e+00,-5.114491568883094530e+00
8.278429390148586364e+00,1.069702316158464006e+00,-5.117963441455861684e+00
8.275049047094830357e+00,1.069848074205521860e+00,-5.119587810083078949e+00
8.283749957713066436e+00,1.070610607460578345e+00,-5.116836727381507188e+00
8.268394518144186023e+00,1.066929935768518911e+00,-5.113611336451015177e+00
8.270451341131987988e+00,1.073663795865918980e+00,-5.121159284345631058e+00
8.281169527386147422e+00,1.070251248351651974e+00,-5.116874013435448454e+00
8.275991741633438536e+00,1.073706711880952014e+00,-5.117837814457709911e+00
8.272453451267731239e+00,1.067083183316639206e+00,-5.129330969704385623e+00
8.282003412437449086e+00,1.058668821629997092e+00,-5.122165091706417428e+00
8.285039284980495466e+00,1.071068261500967456e+00,-5.121026568417522462e+00
8.278305316554257942e+00,1.066115030379255924e+00,-5.117518962840299501e+00
8.279092199012980657e+00,1.070787787467553764e+00,-5.123804598484288597e+00
8.275189739536513045e+00,1.068674337797715479e+00,-5.116121256938559902e+00
8.271999173148810058e+00,1.071343574848221847e+00,-5.122036591135980643e+00
8.278334132664122436e+00,1.065668407811162233e+00,-5.126469285087242866e+00
8.278724532948940507e+00,1.062414155673604421e+00,-5.120443546208885088e+00
8.280155551089073640e+00,1.072194941791302147e+00,-5.133239350797770939e+00
8.283500487441415316e+00,1.069636622750681942e+00,-5.129591831081909525e+00
8.282610020915829097e+00,1.073842813902577298e+00,-5.122804664682029774e+00
8.282528425247198456e+00,1.069560240896335612e+00,-5.120151033933505680e+00
8.281391300446335535e+00,1.062227692891267061e+00,-5.116546415628460132e+00
8.284968559915551367e+00,1.067483956149528401e+00,-5.125956567874470515e+00
8.278088498777503190e+00,1.061464496215084319e+00,-5.131742526417112593e+00
8.282140531572348863e+00,1.067100030354164009e+00,-5.116676868164845793e+00
8.279977976500610737e+00,1.076109795200533847e+00,-5.127131681764825366e+00
8.271476970446343557e+00,1.071272706648662254e+00,-5.131161122948962650e+00
8.276817432321331935e+00,1.070614478218269383e+00,-5.124867833743905088e+00
8.272020332051114977e+00,1.069308616714130578e+00,-5.128485981884161937e+00
8.281486473906852552e+00,1.065973149083293103e+00,-5.124306629503895927e+00
8.285455315208466232e+00,1.071378651423170236e+00,-5.131251198966168658e+00
8.289900561954359759e+00,1.074754597728295069e+00,-5.124756617651581081e+00
8.264816903286474670e+00,1.068682609843404130e+00,-5.133176287484801925e+00
8.279621749540908127e+00,1.066007290734477087e+00,-5.121611788632702833e+00
8.288408146739207893e+00,1.076685426443491300e+00,-5.126772445857686655e+00
8.279131659990365932e+00,1.068498424121205437e+00,-5.120582893275919645e+00
8.266670987989593655e+00,1.077715259937613856e+00,-5.117984637506659773e+00
8.275643140236661921e+00,1.070098363677076891e+00,-5.127337646605442778e+00
8.280274217949319393e+00,1.068135593305973519e+00,-5.124716822971737251e+00
8.272872583790254808e+00,1.064762556958803730e+00,-5.127198133887961973e+00
8.272986164688370891e+00,1.069196089930417815e+00,-5.112977282747736218e+00
8.282403402632761313e+00,1.072582043391854256e+00,-5.119473769005693065e+00
8.264008890264125995e+00,1.066178112176032533e+00,-5.121804185761583916e+00
8.281782481753978686e+00,1.071656088299532072e+00,-5.125799485546298051e+00
8.277143713188380048e+00,1.075335645756528402e+00,-5.120270035410869447e+00
8.284993934711883057e+00,1.067702263294984855e+00,-5.121496813476587029e+00
8.276497040936668270e+00,1.067658664249584222e+00,-5.122546701209596876e+00
8.278778493956842510e+00,1.062815458537104352e+00,-5.125768273484319515e+00
8.282518162295655628e+00,1.072479191685117295e+00,-5.122396179601110155e+00
8.278354306126763262e+00,1.068500828499026056e+00,-5.117651194935092462e+00
8.284744014479187513e+00,1.066797081137743186e+00,-5.117117771157634998e+00
8.276079983329227119e+00,1.061571820812819533e+00,-5.124597481309372426e+00
8.274362480737764258e+00,1.059970309096923469e+00,-5.117934318461395904e+00
8.273221238789046694e+00,1.065093849925718539e+00,-5.132122226542651156e+00
8.273422945410938922e+00,1.059826423968119880e+00,-5.123560748985370950e+00
8.279033812098729683e+00,1.070324114248505598e+00,-5.124817251440743959e+00
8.269050357573462406e+00,1.070388999937515129e+00,-5.127615659230388090e+00
8.281934873974558187e+00,1.070363184883752483e+00,-5.114769837156574184e+00
8.283105420670025865e+00,1.066225481853103174e+00,-5.122606142665454776e+00
8.275364009802544274e+00,1.063816102201743163e+00,-5.120989361307435317e+00
8.277685433611170041e+00,1.064006740509330973e+00,-5.120509150085539751e+00
8.281843587450921973e+00,1.057786143747016849e+00,-5.123269331902126744e+00
8.274347151012777957e+00,1.070420066595940911e+00,-5.129185623042802789e+00
8.275916339537172206e+00,1.066794145375941527e+00,-5.124528119671516002e+00
8.277910116070044566e+00,1.067143650491671147e+00,-5.131125016334199707e+00
8.272939236842319133e+00,1.072057596260569179e+00,-5.120382526851162019e+00
8.278179620656636928e+00,1.070345319061358991e+00,-5.128409435587953702e+00
8.277894281962351997e+00,1.072809003823727458e+00,-5.127565650536250352e+00
8.284383128064986224e+00,1.069079389441139449e+00,-5.131810053064662647e+00
