ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
3.591006664219960603e-03,-1.803995519930601593e-05,-2.135643835480117384e-03
3.591006657495744801e-03,-1.803995519880398628e-05,-2.135643846786639509e-03
3.591006650771528565e-03,-1.803995519830195324e-05,-2.135643858093161200e-03
3.591006644047312762e-03,-1.803995519779991681e-05,-2.135643869399683325e-03
3.591006637323096527e-03,-1.803995519729788377e-05,-2.135643880706205450e-03
3.591006630598880724e-03,-1.803995519679585074e-05,-2.135643892012727141e-03
3.591006623874664922e-03,-1.803995519629381770e-05,-2.135643903319248832e-03
3.591006617150448253e-03,-1.803995519579178127e-05,-2.135643914625770957e-03
3.591006610426232017e-03,-1.803995519528974823e-05,-2.135643925932293082e-03
3.591006603702016214e-03,-1.803995519478771519e-05,-2.135643937238814773e-03
3.591006596977799979e-03,-1.803995519428568215e-05,-2.135643948545336897e-03
3.591006590253583309e-03,-1.803995519378364572e-05,-2.135643959851858589e-03
3.591006583529367507e-03,-1.803995519328161268e-05,-2.135643971158380280e-03
3.591006576805151704e-03,-1.803995519277958303e-05,-2.135643982464901971e-03
3.591006570080934168e-03,-1.803995519227754999e-05,-2.135643993771424096e-03
3.591006563356717932e-03,-1.803995519177551017e-05,-2.135644005077945787e-03
3.591006556632502129e-03,-1.803995519127348052e-05,-2.135644016384467478e-03
3.591006549908285460e-03,-1.803995519077144748e-05,-2.135644027690988735e-03
3.591006543184068790e-03,-1.803995519026941444e-05,-2.135644038997510426e-03
3.591006536459852554e-03,-1.803995518976737801e-05,-2.135644050304032118e-03
3.591006529735635017e-03,-1.803995518926534498e-05,-2.135644061610553809e-03
3.591006523011419215e-03,-1.803995518876331194e-05,-2.135644072917075500e-03
3.591006516287202546e-03,-1.803995518826127890e-05,-2.135644084223597191e-03
3.591006509562985876e-03,-1.803995518775924247e-05,-2.135644095530118882e-03
3.591006502838768773e-03,-1.803995518725720943e-05,-2.135644106836639706e-03
3.591006496114552103e-03,-1.803995518675517639e-05,-2.135644118143161397e-03
