Yaw (deg),Pitch (deg),Roll (deg)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.480294699926367307e-04,-2.399947757931434776e-04,-1.192898559462993039e-03
6.522795279651276380e-04,-1.498493129509957872e-04,-1.426217904645625143e-03
5.715896423598346545e-04,-7.698344965868837578e-04,-1.216746105758613559e-03
6.231894296746604207e-05,-5.318163308268202081e-04,-5.606756990522490918e-04
-1.000863067304505043e-04,-1.822866864314116940e-04,-2.490073059473098954e-04
-4.579816843972320749e-04,-3.831211796308804760e-04,3.609723840250957257e-04
-8.820637101424845994e-05,-7.768279760696008033e-04,-2.242913295001600511e-05
6.022932826595380840e-04,-9.383024667150342574e-04,6.385927772038911977e-04
4.338911379606971708e-04,-1.180340685959748196e-03,9.351128023711825039e-04
1.360340202210126061e-03,-1.385698222344803904e-03,1.358969986570781252e-03
1.145595402973430569e-03,-1.841240937460395617e-03,1.686219284060731620e-03
7.360610892925097863e-04,-1.842575257651640850e-03,1.712819345958525906e-03
-5.154391150340396221e-05,-1.773166285233949372e-03,2.057829826966052229e-03
8.345291844664979360e-04,-1.479473971590042390e-03,2.435124965569871770e-03
9.857617121491228044e-04,-2.143792064038332629e-03,2.420258291145853304e-03
1.576853121766185264e-03,-2.062988456920489266e-03,2.451413291186560917e-03
1.197904906564359242e-03,-2.125118082585277218e-03,2.575317394999746597e-03
1.583828977247511011e-03,-1.837106304079640833e-03,3.112679831119460287e-03
1.926380062432161543e-03,-1.024962716328396911e-03,2.861352759650530580e-03
1.416694795540985761e-03,-1.233901494896920891e-03,2.725089632772723525e-03
1.199566761487929354e-03,-1.580062282350479285e-03,2.871326948513109635e-03
1.639051874811076970e-03,-1.903564847764046414e-03,2.936757949373734050e-03
2.211943042742952475e-03,-1.845447792759693888e-03,2.339500820726841956e-03
1.621068015753497063e-03,-1.607747135207195132e-03,2.490790359193845345e-03
1.078903419634644938e-03,-1.964201488087705724e-03,2.506970064469728459e-03
6.678980617140613729e-04,-1.931941621534516516e-03,1.967848350919366388e-03
7.528350618679870631e-04,-1.623049141167643220e-03,1.948420406582539958e-03
5.264367093256697334e-04,-1.856116814684816456e-03,1.596073881152372358e-03
6.230051864849223825e-04,-1.361012037227180525e-03,1.643998748271562147e-03
7.869420627388507916e-04,-8.767876207724554323e-04,2.193526236853116009e-03
1.440011524556010112e-03,-9.910482414562313269e-04,1.756377231781247128e-03
2.121877628749108211e-03,-9.865000038557390424e-04,2.177184320444330336e-03
2.188563810216693790e-03,-7.007429490861479633e-04,2.340380245742261587e-03
3.228961981709278783e-03,9.005471299816775166e-05,2.511085679785005336e-03
2.889349810379091346e-03,4.705812991321390074e-04,2.388087385275814833e-03
2.999663654415118518e-03,1.086999270840836905e-03,2.730122413952765486e-03
2.748460564297561682e-03,1.477044744064804618e-03,2.572484708675265054e-03
2.318889244573206065e-03,1.230873096877543914e-03,1.810203905964883004e-03
1.645904164983868481e-03,1.713577028147612044e-03,2.358520105687582184e-03
1.460316590759729895e-03,2.602078480794939308e-03,2.566318705928051849e-03
1.203967418815106742e-03,2.598641830933001717e-03,2.358729815075473642e-03
1.283104238175395827e-03,2.714539724994263596e-03,1.780166710712220322e-03
1.685328621015918637e-03,2.262668568965906738e-03,1.245037339973860315e-03
1.664252805146216154e-03,2.709872632353778170e-03,1.016413603244125958e-03
1.528595572408602069e-03,2.306888378781949377e-03,5.599058773727805206e-04
1.577087994795539150e-03,2.067406702905764341e-03,6.362607367763994763e-04
1.805713420800430982e-03,2.371404806622217070e-03,9.112578889286206607e-04
2.139097669720968313e-03,1.592085108026754237e-03,1.479755282382586197e-03
1.716156479922914275e-03,1.492945900448948773e-03,2.344211279763391397e-03
1.516864332277378285e-03,1.204602593269006117e-03,2.361216842790459566e-03
1.112572299799580167e-03,6.631275668254918258e-04,2.750364257520532610e-03
7.610256643161314276e-04,6.661601620312139179e-04,2.491232339521734854e-03
1.150315559622581843e-03,1.106335923764822189e-03,3.073087177708052654e-03
6.054941202374030827e-04,3.267161283027690782e-04,3.214267590272687318e-03
1.350922947602401988e-03,-4.554664441920029422e-05,2.903349894891322884e-03
1.157965121262900928e-03,8.159669830004962149e-04,2.752854204274804862e-03
1.620246226183474393e-03,1.443476087949339829e-03,3.088294406257626173e-03
1.310907413395003820e-03,1.641222063336468355e-03,3.323911434543407473e-03
7.992088935275099395e-04,1.754963357525551491e-03,3.681751341086828520e-03
