vel_x (m/s),vel_y (m/s),vel_z (m/s)
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.999990240514395223e+00,3.864694507680454378e-05,-2.802061914053494222e-05
1.999932742289719512e+00,3.115604912754347535e-05,1.726524235872890913e-05
1.999957325708725753e+00,4.639080500630589273e-05,7.408985162118573650e-05
1.999985731965683078e+00,6.629375542472767892e-05,5.192809690225355006e-05
2.000034548845484039e+00,7.451580523392219830e-05,8.818355567950213333e-05
2.000040890085124534e+00,7.401408347979138451e-05,1.082514813663317546e-04
1.999960535933981376e+00,-3.402760187298698748e-05,2.247547228110444400e-04
1.999994725296907028e+00,-6.303482430248529846e-05,2.586172007564419549e-04
2.000050864441176746e+00,-2.932513571650183335e-05,1.771085516743071335e-04
2.000014978079608596e+00,-5.477209135609621433e-05,2.471781943679986085e-04
2.000030726101195810e+00,-4.902991628099762376e-05,2.589908358031870351e-04
2.000060164601471513e+00,-2.713331782227696237e-05,3.161735516021906239e-04
2.000073932624019335e+00,5.784510090649515432e-05,2.870650399324437755e-04
2.000095590791498346e+00,7.489456552990398502e-05,2.979735990793523030e-04
2.000141641928914193e+00,1.648883980316226194e-05,3.072313321010224497e-04
2.000095739748740442e+00,1.006123043696826203e-04,2.934754313983754283e-04
2.000191391005909480e+00,1.525707470117630324e-04,3.214381670193300149e-04
2.000154175134741585e+00,1.145436202093985862e-04,2.569777620326950591e-04
2.000082516575412583e+00,8.956605477093338330e-05,2.670994973454492464e-04
2.000188176040803789e+00,9.738617130981704572e-05,2.850692099935612134e-04
2.000228629636768840e+00,1.051751904774648913e-04,3.004061007807595752e-04
2.000264967449675524e+00,1.859748757692607593e-04,2.758445387894630473e-04
2.000328329475951517e+00,2.102216889123251545e-04,1.806908176950103144e-04
2.000424169014748621e+00,2.448606756676203881e-04,1.975880359433840176e-04
2.000445008529159630e+00,3.413451681994603333e-04,1.823371798644173047e-04
2.000509605045467154e+00,2.703542507835167224e-04,2.052294946706704972e-04
2.000554373328931490e+00,2.151589931334189432e-04,1.816022016451436711e-04
2.000619685555123706e+00,2.262016629946266586e-04,2.272975582032888515e-04
2.000580834869067015e+00,2.091871576296060924e-04,1.065359467423118890e-04
2.000568663759137777e+00,2.488532520978669932e-04,1.391172359501022195e-04
2.000484950473132795e+00,2.757011713167925072e-04,1.191009955587202013e-04
2.000524048951037415e+00,3.183727015603640903e-04,1.359491232245714791e-04
2.000667809184673906e+00,3.519512366246978414e-04,1.651118995131111171e-04
2.000704653591195203e+00,3.439728879458998651e-04,1.698498331244457265e-04
2.000594614992798448e+00,3.871963657608129376e-04,2.060181196598139908e-04
2.000572739528559740e+00,4.464032250606139187e-04,2.011797260545439671e-04
2.000570841681287515e+00,4.570049681677346804e-04,1.566733961900892221e-04
2.000520672815651491e+00,5.256061660968471818e-04,1.175716878832325696e-04
2.000543457746325249e+00,4.858211930972826257e-04,1.070904629518007077e-04
2.000531045802389496e+00,4.259320286002496242e-04,1.250945041766024230e-04
2.000569546594733961e+00,4.164569723698855635e-04,1.106834759010601204e-04
2.000577998324810647e+00,3.822407978834967937e-04,1.187892895124245630e-04
2.000529212256572098e+00,3.616072295651907593e-04,8.144782212492275336e-05
2.000533042688293683e+00,3.064303789220967217e-04,6.297201176821723922e-05
2.000517373301859969e+00,3.447994361779989012e-04,2.085182740915414538e-05
2.000479229134868753e+00,3.649264600802259334e-04,-6.294079012916203972e-05
2.000501744015486860e+00,3.521710940793938791e-04,-6.788764819169077435e-05
2.000415179373594476e+00,3.389330289323299228e-04,-1.005985498429994745e-04
2.000506183270275073e+00,3.349183326913929564e-04,-6.194538423458202181e-05
2.000514701481450608e+00,3.815204752635492115e-04,1.605185230368650229e-05
2.000538115144573137e+00,4.270184101915229838e-04,7.762876368608928417e-05
2.000454319887040366e+00,5.239597649108523793e-04,4.456261145817008495e-05
2.000470352052800216e+00,4.762782442611566123e-04,2.378485440455245362e-05
2.000328488802356919e+00,5.402368398589776476e-04,-4.248220258834825515e-05
2.000319025348146873e+00,6.463591645657061104e-04,-4.796403943581156027e-05
2.000295786031838663e+00,6.043266245250122990e-04,-3.614536247042972946e-05
2.000404490699001059e+00,6.254426196287503608e-04,-5.788812876145902687e-05
2.000387663632240187e+00,6.414513689946277353e-04,-8.312470212050400214e-05
2.000321454912363350e+00,6.180319514927572026e-04,-4.755192676666290265e-05
2.000239265620863183e+00,5.856155145602045002e-04,-7.527822076711046409e-05
2.000246243939321822e+00,5.841952904686261751e-04,-1.108024864219283039e-04
2.000269421091881661e+00,6.045413267599088420e-04,-1.114921187015604039e-04
2.000301187760629595e+00,6.136913994322902794e-04,-1.735910576528579773e-04
2.000304290448299493e+00,6.426893563236656679e-04,-1.928891884663902696e-04
2.000349912064953273e+00,6.691420452795158796e-04,-2.392765808254195437e-04
2.000378887853668797e+00,6.428390541806437795e-04,-1.840439152038436449e-04
2.000357006901494206e+00,6.461938820596447100e-04,-1.901351401540747014e-04
2.000502473401510883e+00,5.811931974660446316e-04,-1.492232948765458199e-04
2.000430254958765808e+00,6.024968726808764552e-04,-1.511639433758441334e-04
2.000421450881070928e+00,5.969712920372063350e-04,-2.177015390166810562e-04
2.000462810661847612e+00,5.267268580404237989e-04,-2.378797052844115246e-04
2.000444124854481309e+00,5.241085358700175393e-04,-2.059342514813485600e-04
2.000473200037259591e+00,5.322164588823978613e-04,-2.011046560045915408e-04
2.000412874387716755e+00,5.302113415159303862e-04,-1.461894143077225076e-04
2.000405135552867364e+00,5.388366973899350824e-04,-1.672881036875848598e-04
2.000407459928973175e+00,5.089518855985733156e-04,-1.110378402069851235e-04
2.000342347713864655e+00,4.467731654159266428e-04,-7.412766455595693924e-05
2.000339480046881224e+00,5.399119824741490346e-04,3.095163950596104007e-05
2.000405064646848086e+00,5.259234644449730127e-04,-6.408434734728601651e-05
2.000424410015632759e+00,6.074636661459326126e-04,-8.618427748031865681e-05
2.000422691301336986e+00,6.139680287370621013e-04,-3.757494390372418747e-05
2.000494044440459529e+00,6.569603291569752748e-04,-1.481552881254659436e-04
2.000511248871692960e+00,6.563096368615548059e-04,-1.192329935995660808e-04
2.000535527615921794e+00,6.394411235186577913e-04,-1.263217868512376348e-04
2.000572454611395212e+00,6.044274614445350807e-04,-9.433263098321330135e-05
2.000557228304670421e+00,6.383596594540112733e-04,-5.133896342309050723e-05
2.000644972150690037e+00,6.546507078163900286e-04,-5.571813057290950390e-05
2.000640450422783267e+00,7.973356499773778371e-04,-9.964346708566147065e-05
2.000574693494599376e+00,7.779436472957218128e-04,-1.005636855459012756e-04
2.000627229794208706e+00,8.023090776557251311e-04,-1.062985872538233873e-04
2.000639806800152964e+00,7.858818222812353907e-04,-1.994084089278218741e-04
2.000669535097894691e+00,7.500127572495723883e-04,-3.125783441294963712e-04
2.000672336784628857e+00,6.795321826721775673e-04,-3.530871903017766995e-04
2.000747697062855934e+00,6.057953553129006392e-04,-3.681704963572012923e-04
2.000743626380839579e+00,6.091215753076232751e-04,-3.581236571250578319e-04
2.000708577317279246e+00,6.006352761575296491e-04,-4.070876185303819021e-04
2.000632774029064809e+00,6.313914697553159447e-04,-3.496743577707844743e-04
2.000620889146738079e+00,6.519637193695051319e-04,-3.183862355506626718e-04
2.000599477522312597e+00,6.658280296260654174e-04,-3.599530231387596674e-04
2.000654841689208929e+00,7.250164017975882415e-04,-4.540575335892075475e-04
2.000790981193164786e+00,7.819377925391582341e-04,-4.949467431742093611e-04
2.000868745444934760e+00,7.813558005914081252e-04,-5.499159920671668018e-04
2.000832778932200462e+00,8.026919451049025584e-04,-5.522358938496621343e-04
2.000906203760258517e+00,8.151008976547986090e-04,-5.678261072928146146e-04
2.000917839672895937e+00,7.162668746851861678e-04,-6.063381241292804162e-04
2.000875627468559959e+00,6.292971961310460990e-04,-5.705857983913490989e-04
2.000800453969813208e+00,6.318279983230786715e-04,-5.355849876346517689e-04
2.000860083909903331e+00,6.851141516811270907e-04,-5.413003550832214909e-04
2.000838702863604102e+00,5.703875525290951756e-04,-5.787323285164718261e-04
2.000967957367901118e+00,5.327460743055124383e-04,-5.666802805253446686e-04
2.000877334246363493e+00,5.659543114178218915e-04,-6.419934134141016624e-04
2.000860583690287520e+00,6.050990230173447591e-04,-5.922665872573586654e-04
2.000875300208776686e+00,6.275007817686295607e-04,-5.697979246050467479e-04
2.000845809125162411e+00,6.122026395979367382e-04,-5.634298456470652333e-04
2.000806951519195742e+00,6.357483787966742564e-04,-5.181261866638387295e-04
2.000787249629158548e+00,5.169508815318058469e-04,-5.506612109383083025e-04
2.000741579812760573e+00,5.171017181134468076e-04,-5.464714805189552259e-04
2.000798117786442454e+00,5.893101567262178401e-04,-5.020323524398379684e-04
2.000863451186881026e+00,6.617581934972757403e-04,-5.500307033604324687e-04
2.000876459425709797e+00,5.776917042336596371e-04,-5.141742905521538972e-04
2.000856164063035791e+00,5.256474416841231583e-04,-5.686281036160464658e-04
2.000876105167434638e+00,5.150041751343851885e-04,-6.393414822062124360e-04
2.000851650022760442e+00,4.495236881091939319e-04,-6.914670361754864060e-04
2.000784293580703643e+00,4.733269007425768135e-04,-6.514243580664545816e-04
2.000784018417340882e+00,5.080500398054901921e-04,-6.782443673489150062e-04
2.000687707015679884e+00,5.114758148844723504e-04,-6.829760575430104648e-04
2.000790724139651644e+00,4.815364947185369888e-04,-6.717126758726899363e-04
2.000843753036803285e+00,4.790054193346097999e-04,-7.282198643934909227e-04
2.000770749599948051e+00,5.475304253395559591e-04,-7.699404560191629599e-04
2.000817308773416681e+00,5.603203759225556732e-04,-8.511889896174699034e-04
2.000885945649326647e+00,4.754576594862262471e-04,-9.377853446695309878e-04
2.000879429529857756e+00,4.796136352529464277e-04,-9.491819024477221329e-04
2.000810427172805550e+00,4.305001264444498557e-04,-9.468223849932686518e-04
2.000784154350833788e+00,4.099612356336599099e-04,-9.144644451589956351e-04
2.000749981097355246e+00,3.633789272178387258e-04,-8.583503073544642738e-04
2.000723286432888770e+00,3.546588661362144995e-04,-9.458582955102083677e-04
