ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-1.502172760764304766e-04,-9.794034453392947981e+00
0.000000000000000000e+00,-1.502172768636331906e-04,-9.794034453536808016e+00
0.000000000000000000e+00,-1.502172776508359318e-04,-9.794034453680664498e+00
0.000000000000000000e+00,-1.502172784380386187e-04,-9.794034453824522757e+00
0.000000000000000000e+00,-1.502172792252413056e-04,-9.794034453968379239e+00
0.000000000000000000e+00,-1.502172800124439926e-04,-9.794034454112237498e+00
0.000000000000000000e+00,-1.502172807996467337e-04,-9.794034454256095756e+00
0.000000000000000000e+00,-1.502172815868494206e-04,-9.794034454399954015e+00
0.000000000000000000e+00,-1.502172823740521618e-04,-9.794034454543814050e+00
0.000000000000000000e+00,-1.502172831612548487e-04,-9.794034454687672309e+00
0.000000000000000000e+00,-1.502172839484575086e-04,-9.794034454831530567e+00
0.000000000000000000e+00,-1.502172847356602226e-04,-9.794034454975387050e+00
0.000000000000000000e+00,-1.502172855228629366e-04,-9.794034455119245308e+00
0.000000000000000000e+00,-1.502172863100656236e-04,-9.794034455263103567e+00
0.000000000000000000e+00,-1.502172870972683105e-04,-9.794034455406961825e+00
0.000000000000000000e+00,-1.502172878844709974e-04,-9.794034455550820084e+00
0.000000000000000000e+00,-1.502172886716736573e-04,-9.794034455694680119e+00
0.000000000000000000e+00,-1.502172894588763713e-04,-9.794034455838534825e+00
0.000000000000000000e+00,-1.502172902460790582e-04,-9.794034455982394860e+00
0.000000000000000000e+00,-1.502172910332817452e-04,-9.794034456126253119e+00
0.000000000000000000e+00,-1.502172918204844592e-04,-9.794034456270111377e+00
0.000000000000000000e+00,-1.502172926076871190e-04,-9.794034456413969636e+00
0.000000000000000000e+00,-1.502172933948898060e-04,-9.794034456557827895e+00
0.000000000000000000e+00,-1.502172941820924658e-04,-9.794034456701684377e+00
0.000000000000000000e+00,-1.502172949692951256e-04,-9.794034456845542636e+00
0.000000000000000000e+00,-1.502172957564978126e-04,-9.794034456989400894e+00
0.000000000000000000e+00,-1.502172965437004724e-04,-9.794034457133260929e+00
0.000000000000000000e+00,-1.502172973309031864e-04,-9.794034457277119188e+00
0.000000000000000000e+00,-1.502172981181058463e-04,-9.794034457420977446e+00
0.000000000000000000e+00,-1.502172989053085332e-04,-9.794034457564835705e+00
0.000000000000000000e+00,-1.502172996925111659e-04,-9.794034457708692187e+00
0.000000000000000000e+00,-1.502173004797138257e-04,-9.794034457852550446e+00
0.000000000000000000e+00,-1.502173012669165127e-04,-9.794034457996408705e+00
0.000000000000000000e+00,-1.502173020541191725e-04,-9.794034458140266963e+00
0.000000000000000000e+00,-1.502173028413218323e-04,-9.794034458284126998e+00
0.000000000000000000e+00,-1.502173036285244922e-04,-9.794034458427985257e+00
0.000000000000000000e+00,-1.502173044157271520e-04,-9.794034458571841739e+00
