pos_lat (deg),pos_lon (deg),pos_alt (m)
3.099738786099999643e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099738804139239079e+01,1.199999999999999858e+02,0.000000000000000000e+00
3.099738822178454356e+01,1.199999999999949551e+02,6.862326308141456051e-07
3.099738840216850733e+01,1.199999999999914877e+02,1.773356663235720651e-06
3.099738858254671570e+01,1.199999999999843965e+02,2.590829876685360397e-06
3.099738876292567014e+01,1.199999999999776463e+02,3.597624330087400282e-06
3.099738894330161187e+01,1.199999999999724309e+02,4.679994887192504185e-06
3.099738912367432064e+01,1.199999999999719478e+02,5.259999618206923930e-06
3.099738930404227943e+01,1.199999999999694893e+02,6.657802211647226869e-06
3.099738948440911201e+01,1.199999999999658513e+02,8.044546713828957431e-06
3.099738966477411850e+01,1.199999999999511431e+02,9.167464819802272622e-06
3.099738984513677309e+01,1.199999999999419060e+02,9.949806469585918602e-06
3.099739002549740263e+01,1.199999999999318447e+02,1.103818074702913304e-05
3.099739020585386129e+01,1.199999999999255635e+02,1.246688739191891779e-05
3.099739038621190801e+01,1.199999999999138112e+02,1.332618654731391295e-05
3.099739056657486813e+01,1.199999999998970992e+02,1.440087720699196722e-05
3.099739074694178953e+01,1.199999999998887290e+02,1.517016211296618235e-05
3.099739092730543888e+01,1.199999999998837836e+02,1.605406344964388060e-05
3.099739110766661909e+01,1.199999999998792788e+02,1.673285492770218438e-05
3.099739128803382471e+01,1.199999999998756977e+02,1.800656923153738775e-05
3.099739146841164228e+01,1.199999999998734097e+02,1.807052706808701863e-05
3.099739164879388298e+01,1.199999999998754845e+02,1.789213607904647615e-05
3.099739182917576485e+01,1.199999999998866116e+02,1.835816085850998323e-05
3.099739200956324581e+01,1.199999999998979803e+02,1.855941122556180485e-05
3.099739218994854539e+01,1.199999999999095905e+02,1.901764501962969253e-05
3.099739237032790129e+01,1.199999999999117222e+02,1.869052278971840549e-05
3.099739255071401445e+01,1.199999999999136548e+02,1.815210336976219420e-05
3.099739273110009563e+01,1.199999999999154596e+02,1.708210337290408173e-05
3.099739291147459497e+01,1.199999999999166675e+02,1.670585296311092590e-05
3.099739309184934655e+01,1.199999999999199218e+02,1.700417955155603543e-05
3.099739327223019814e+01,1.199999999999210161e+02,1.761765814911451676e-05
3.099739345261269108e+01,1.199999999999134985e+02,1.798977171411214187e-05
3.099739363299157091e+01,1.199999999999098463e+02,1.850507103125164726e-05
3.099739381336845412e+01,1.199999999999087237e+02,1.994889610625853201e-05
3.099739399374995585e+01,1.199999999999053841e+02,2.121974702799416925e-05
3.099739417413237419e+01,1.199999999998989466e+02,2.205945134153921596e-05
3.099739435451337854e+01,1.199999999998994582e+02,2.296246778043672211e-05
3.099739453489781837e+01,1.199999999999078000e+02,2.360149426783067394e-05
3.099739471527824364e+01,1.199999999999144507e+02,2.385268927621661002e-05
3.099739489565849127e+01,1.199999999999217550e+02,2.375732305131457049e-05
3.099739507603737110e+01,1.199999999999302247e+02,2.365334951313572063e-05
3.099739525641031079e+01,1.199999999999515126e+02,2.394665862417123749e-05
3.099739543678346720e+01,1.199999999999783853e+02,2.466306330508377114e-05
3.099739561715680480e+01,1.199999999999979110e+02,2.547647629543874616e-05
3.099739579753189034e+01,1.200000000000157172e+02,2.651243001794286751e-05
3.099739597791327483e+01,1.200000000000390230e+02,2.778293708968466072e-05
3.099739615828746153e+01,1.200000000000618741e+02,2.911226563486475329e-05
3.099739633866192179e+01,1.200000000000861178e+02,3.000482172638033610e-05
3.099739651904110715e+01,1.200000000001028155e+02,3.142258835508017576e-05
3.099739669942027831e+01,1.200000000001120952e+02,3.335202976414489953e-05
3.099739687980181202e+01,1.200000000001298872e+02,3.517023621313337375e-05
3.099739706018617724e+01,1.200000000001496261e+02,3.697036639210324164e-05
3.099739724056489010e+01,1.200000000001571578e+02,3.933816417159455390e-05
3.099739742094413941e+01,1.200000000001522977e+02,4.142875399925210344e-05
3.099739760132034405e+01,1.200000000001423786e+02,4.371336016220707149e-05
3.099739778169062276e+01,1.200000000001266045e+02,4.619137531302671556e-05
3.099739796205997422e+01,1.200000000001123794e+02,4.978834236888655571e-05
3.099739814242905922e+01,1.200000000000892726e+02,5.348143346287771135e-05
3.099739832280159035e+01,1.200000000000605951e+02,5.779827476255128456e-05
3.099739850317840961e+01,1.200000000000291038e+02,6.265561620181728947e-05
3.099739868355168682e+01,1.200000000000069349e+02,6.817953482795327232e-05
3.099739886393083310e+01,1.199999999999871108e+02,7.372645775003464606e-05
3.099739904431778470e+01,1.199999999999716778e+02,7.876449699589271652e-05
3.099739922470702780e+01,1.199999999999584190e+02,8.372830207522054550e-05
3.099739940509705960e+01,1.199999999999418776e+02,8.882997482421849816e-05
3.099739958549353602e+01,1.199999999999285620e+02,9.331450265133409724e-05
3.099739976588612933e+01,1.199999999999179323e+02,9.810990459006209571e-05
3.099739994627890383e+01,1.199999999999084110e+02,1.027537006386738250e-04
3.099740012667416877e+01,1.199999999998961044e+02,1.080919980118438811e-04
3.099740030706773197e+01,1.199999999998819078e+02,1.130770728476149185e-04
3.099740048746469157e+01,1.199999999998701696e+02,1.178985290003998831e-04
3.099740066786063863e+01,1.199999999998661053e+02,1.223726090146555598e-04
3.099740084824435726e+01,1.199999999998594404e+02,1.268861362830491814e-04
3.099740102862817537e+01,1.199999999998513260e+02,1.308295433089227576e-04
3.099740120900791496e+01,1.199999999998450022e+02,1.351574433557160794e-04
3.099740138938883760e+01,1.199999999998333777e+02,1.399450348206692050e-04
3.099740156977880545e+01,1.199999999998280913e+02,1.445846719267888502e-04
3.099740175016332699e+01,1.199999999998155715e+02,1.489723224251064259e-04
3.099740193054386239e+01,1.199999999997944826e+02,1.535173554743378594e-04
3.099740211092638731e+01,1.199999999997639151e+02,1.583589126824304903e-04
3.099740229130216917e+01,1.199999999997424140e+02,1.630279363113411458e-04
3.099740247167942542e+01,1.199999999997173603e+02,1.675027771211239449e-04
3.099740265205112522e+01,1.199999999996889812e+02,1.721189908575585675e-04
3.099740283242363148e+01,1.199999999996550457e+02,1.766622312703832528e-04
3.099740301279749843e+01,1.199999999996245776e+02,1.808971781844572737e-04
3.099740319317074366e+01,1.199999999995964970e+02,1.862506506610186899e-04
3.099740337354932507e+01,1.199999999995694395e+02,1.914565230303141049e-04
3.099740355393267777e+01,1.199999999995336140e+02,1.967147428824596095e-04
3.099740373431431806e+01,1.199999999995007727e+02,2.021376266532769509e-04
3.099740391470142598e+01,1.199999999994759605e+02,2.072222868279811414e-04
3.099740409508572370e+01,1.199999999994511057e+02,2.128867676940556181e-04
3.099740427547412835e+01,1.199999999994184776e+02,2.184463997291290172e-04
3.099740445585968729e+01,1.199999999993805915e+02,2.229565977195851285e-04
3.099740463623827935e+01,1.199999999993439843e+02,2.275803506895446098e-04
3.099740481661294922e+01,1.199999999993050324e+02,2.312230946885561141e-04
3.099740499698476981e+01,1.199999999992649720e+02,2.347936546917785865e-04
3.099740517735866874e+01,1.199999999992175788e+02,2.385335220513747870e-04
3.099740535773453587e+01,1.199999999991723030e+02,2.426733717271605808e-04
3.099740553811153276e+01,1.199999999991205613e+02,2.467128086689255565e-04
3.099740571849015680e+01,1.199999999990699422e+02,2.512875587117258049e-04
