vel_x (m/s),vel_y (m/s),vel_z (m/s)
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.999997354092764024e+00,-4.807081884017115012e-05,-6.862326308141456009e-05
1.999906541178691155e+00,-3.312967149558320530e-05,-1.087124032421575050e-04
1.999842685478937065e+00,-6.781778561658105792e-05,-8.174732134496398648e-05
1.999851020714540351e+00,-6.444756654492971861e-05,-1.006794453402039800e-04
1.999817585843386869e+00,-4.981073846027093196e-05,-1.082370557105104107e-04
1.999781759416220384e+00,-4.651372677244973723e-06,-5.800047310144198804e-05
1.999729075352166152e+00,-2.346969460915840466e-05,-1.397802593440302939e-04
1.999716570067151755e+00,-3.467033814198568979e-05,-1.386744502181731071e-04
1.999696331027474905e+00,-1.403899075743616793e-04,-1.122918105973315530e-04
1.999670281954057938e+00,-8.817977375839825254e-05,-7.823416497836451671e-05
1.999647844099565308e+00,-9.604592412783738409e-05,-1.088374277443214641e-04
1.999601605354480505e+00,-5.996810573615498567e-05,-1.428706644889785092e-04
1.999619231474600189e+00,-1.123448226300470423e-04,-8.592991553949946154e-05
1.999673621119788969e+00,-1.595780307056923384e-04,-1.074690659678054883e-04
1.999717577652431411e+00,-7.983042666240379849e-05,-7.692849059742152607e-05
1.999681344237515868e+00,-4.705807759781801197e-05,-8.839013366776989913e-05
1.999653918590794444e+00,-4.309350739260770858e-05,-6.787914780583022951e-05
1.999720782250177020e+00,-3.435284672852046794e-05,-1.273714303835202558e-04
1.999838409473218004e+00,-2.183574293547893487e-05,-6.395783654963250130e-06
1.999887410061847337e+00,1.981819724843085815e-05,1.783909890405431541e-05
1.999883433422936951e+00,1.062406806633337333e-04,-4.660247794635076230e-05
1.999945509757967921e+00,1.086115615189898689e-04,-2.012503670518227055e-05
1.999921317281861288e+00,1.107242521675150379e-04,-4.582337940678893659e-05
1.999855498437034251e+00,2.029202916250539277e-05,3.271222299112876429e-05
1.999930373773002312e+00,1.849726459818600211e-05,5.384194199562107532e-05
1.999929983989841453e+00,1.727332638485100581e-05,1.069999996858111925e-04
1.999801587611930387e+00,1.149963301404579959e-05,3.762504097931546076e-05
1.999804386538981182e+00,3.109490833258838250e-05,-2.983265884451091168e-05
1.999872049347928948e+00,1.042254408042534222e-05,-6.134785975584803827e-05
1.999890209092984428e+00,-7.175009604979880687e-05,-3.721135649976238204e-05
1.999850202904912333e+00,-3.493685436685285787e-05,-5.152993171395056702e-05
1.999828058845935619e+00,-1.076825623213261099e-05,-1.443825075006885828e-04
1.999879233817812629e+00,-3.188719386521450549e-05,-1.270850921735637107e-04
1.999889354727603985e+00,-6.138926808608121169e-05,-8.397043135450457576e-05
1.999873734308952766e+00,4.843268307734436206e-06,-9.030164388975053368e-05
1.999911830937869617e+00,7.971612311665484481e-05,-6.390264873939523768e-05
1.999867337918713739e+00,6.345200566963254398e-05,-2.511950083859360798e-05
1.999865310512606964e+00,6.970185914144257468e-05,9.536622490204034507e-06
1.999850205768840539e+00,8.090038599412021291e-05,1.039735381788498282e-05
1.999784273818613123e+00,2.033313877111698185e-04,-2.933091110355179790e-05
1.999786676461005275e+00,2.567317884329622609e-04,-7.164046809125333823e-05
1.999788743362384213e+00,1.863641147001171409e-04,-8.134129903549751491e-05
1.999808096987551131e+00,1.702159302146042470e-04,-1.035953722504122712e-04
1.999877931269902653e+00,2.225893072023295803e-04,-1.270507071741793479e-04
1.999798122762836750e+00,2.181110767087540128e-04,-1.329328545180091348e-04
1.999801153464238590e+00,2.317031504474670800e-04,-8.925560915155821375e-05
1.999853574458307248e+00,1.595218812856995065e-04,-1.417766628699841961e-04
1.999853397535314103e+00,8.869345779436399425e-05,-1.929441409064724315e-04
1.999879559239110316e+00,1.698695870483924917e-04,-1.818206448988471239e-04
